id	x	z	monster	location	note
57933832	0.8836813019390583	0.7763949494949495	{'monster_id': 'MONSTER_BIOME5_03', 'monster': 'Echoes of the Past'}	Lacuna	Monsters (2)
57933835	0.8865038781163436	0.7776168350168351	{'monster_id': 'MONSTER_GIANT_05', 'monster': 'Executioner'}	Lacuna	Monsters
57933834	0.9021869806094183	0.7451282828282827	{'monster_id': 'MONSTER_BIOME5_03', 'monster': 'Echoes of the Past'}	Lacuna	Monsters (2)
20709376	0.34969986149584487	0.39176936026936027	{'monster_id': 'MONSTER_PANTHER_04', 'monster': 'Void Cougar'}	Sivash	Monsters
20709398	0.3555306094182825	0.4062417508417508	{'monster_id': 'MONSTER_PANTHER_04', 'monster': 'Void Cougar'}	Sivash	Monsters
20709378	0.3511706371191136	0.39416161616161616	{'monster_id': 'MONSTER_PANTHER_06', 'monster': 'Rogue Lion'}	Sivash	Monsters
20709403	0.35439030470914124	0.46522154882154876	{'monster_id': 'MONSTER_PANTHER_04', 'monster': 'Void Cougar'}	Sivash	Monsters
20709402	0.8243224376731303	1.4223824915824914	{'monster_id': 'MONSTER_PANTHER_04', 'monster': 'Void Cougar'}	Sivash	Monsters
20709401	0.3367272853185595	0.4603579124579124	{'monster_id': 'MONSTER_HERMITCRAB_02', 'monster': 'Crystal Lover'}	Sivash	Monsters
20709394	0.3162181440443213	0.46474242424242423	{'monster_id': 'MONSTER_HERMITCRAB_02', 'monster': 'Crystal Lover'}	Sivash	Monsters
20709383	0.3319828254847645	0.4502734006734007	{'monster_id': 'MONSTER_HERMITCRAB_02', 'monster': 'Crystal Lover'}	Sivash	Monsters
40632397	0.3624063711911358	0.28864343434343437	{'monster_id': 'MONSTER_JELLYFISH_06', 'monster': 'Discharger'}	Sivash	Monsters
48496658	0.2794114958448753	0.3734872053872054	{'monster_id': 'MONSTER_PUNI_03', 'monster': 'Purple Puni'}	Sivash	Monsters
48496660	0.27974335180055404	0.3738774410774411	{'monster_id': 'MONSTER_PUNI_03', 'monster': 'Purple Puni'}	Sivash	Monsters
48496659	0.2795782548476454	0.37254006734006734	{'monster_id': 'MONSTER_PUNI_03', 'monster': 'Purple Puni'}	Sivash	Monsters
48496663	0.24441675900277013	0.3875077441077441	{'monster_id': 'MONSTER_PUNI_03', 'monster': 'Purple Puni'}	Sivash	Monsters
48496664	0.2444531855955679	0.38608989898989904	{'monster_id': 'MONSTER_PUNI_03', 'monster': 'Purple Puni'}	Sivash	Monsters
48496665	0.24400761772853186	0.38554882154882153	{'monster_id': 'MONSTER_PUNI_03', 'monster': 'Purple Puni'}	Sivash	Monsters
48496667	0.2676253462603878	0.16915218855218858	{'monster_id': 'MONSTER_SAPLING_00', 'monster': 'Sapling'}	Sivash	Monsters
48496668	0.2683203601108033	0.16882323232323232	{'monster_id': 'MONSTER_SAPLING_00', 'monster': 'Sapling'}	Sivash	Monsters
48496669	0.26819016620498615	0.16582020202020203	{'monster_id': 'MONSTER_SAPLING_00', 'monster': 'Sapling'}	Sivash	Monsters
48496672	0.3939250692520776	0.3302976430976431	{'monster_id': 'MONSTER_JELLYFISH_00', 'monster': 'Blue Tentacle'}	Sivash	Monsters
48496673	0.39317285318559553	0.3301175084175084	{'monster_id': 'MONSTER_JELLYFISH_00', 'monster': 'Blue Tentacle'}	Sivash	Monsters
48496674	0.39260623268698064	0.331816835016835	{'monster_id': 'MONSTER_JELLYFISH_00', 'monster': 'Blue Tentacle'}	Sivash	Monsters
48496650	0.2694404432132964	0.19459461279461282	{'monster_id': 'MONSTER_JELLYFISH_03', 'monster': 'Ogre Face'}	Sivash	Monsters
48496652	0.25579722991689746	0.291523569023569	{'monster_id': 'MONSTER_JELLYFISH_03', 'monster': 'Ogre Face'}	Sivash	Monsters
48496655	0.2945394736842105	0.31453198653198655	{'monster_id': 'MONSTER_JELLYFISH_03', 'monster': 'Ogre Face'}	Sivash	Monsters
48496656	0.291712188365651	0.3359734006734007	{'monster_id': 'MONSTER_PUNI_07', 'monster': 'Gold Puni'}	Sivash	Monsters
48496644	0.3458277008310249	0.1178087542087542	{'monster_id': 'MONSTER_ROCKBEAST_05', 'monster': 'Obsidian Claw'}	Sivash	Monsters
13894208	0.4040286703601108	0.17725892255892253	{'monster_id': 'MONSTER_HERMITCRAB_03', 'monster': 'Vermillion Shell'}	Sivash	Monsters
13894209	0.30033227146814406	0.2928956228956229	{'monster_id': 'MONSTER_JELLYFISH_02', 'monster': 'Violet Lotus'}	Sivash	Monsters
13894210	0.3200660664819945	0.38295656565656566	{'monster_id': 'MONSTER_BEAVER_03', 'monster': 'Crunch-all'}	Sivash	Monsters
13894211	0.3684926592797784	0.45862895622895616	{'monster_id': 'MONSTER_BEAVER_03', 'monster': 'Crunch-all'}	Sivash	Monsters
13894212	0.291871052631579	0.45144983164983166	{'monster_id': 'MONSTER_HORSE_03', 'monster': 'Jade Horse'}	Sivash	Monsters
13894213	0.3608261772853186	0.3734700336700337	{'monster_id': 'MONSTER_SAPLING_03', 'monster': 'Shadow Mistel'}	Sivash	Monsters
13893814	0.3316113573407203	0.1292969696969697	{'monster_id': 'MONSTER_PUNI_07', 'monster': 'Gold Puni'}	Sivash	Monsters
13893815	0.3297876731301939	0.14325286195286197	{'monster_id': 'MONSTER_PUNI_02', 'monster': 'Red Puni'}	Sivash	Monsters
13893817	0.329915512465374	0.13849562289562292	{'monster_id': 'MONSTER_PUNI_02', 'monster': 'Red Puni'}	Sivash	Monsters
13893818	0.3313357340720222	0.13564781144781143	{'monster_id': 'MONSTER_PUNI_02', 'monster': 'Red Puni'}	Sivash	Monsters
13893804	0.2526875346260388	0.09718148148148147	"{'monster_id': 'MONSTER_BEAVER_02', 'monster': ""Hell's Cherry""}"	Sivash	Monsters
13893805	0.2574196675900277	0.09817643097643096	"{'monster_id': 'MONSTER_BEAVER_02', 'monster': ""Hell's Cherry""}"	Sivash	Monsters
13893806	0.25466662049861494	0.0957956228956229	"{'monster_id': 'MONSTER_BEAVER_02', 'monster': ""Hell's Cherry""}"	Sivash	Monsters
13893807	0.25120373961218834	0.0937882154882155	"{'monster_id': 'MONSTER_BEAVER_02', 'monster': ""Hell's Cherry""}"	Sivash	Monsters
13893808	0.25428296398891964	0.08902962962962964	"{'monster_id': 'MONSTER_BEAVER_02', 'monster': ""Hell's Cherry""}"	Sivash	Monsters
13893809	0.25914224376731304	0.09474747474747475	{'monster_id': 'MONSTER_BEAVER_03', 'monster': 'Crunch-all'}	Sivash	Monsters
13893821	0.38107091412742383	0.12337878787878788	{'monster_id': 'MONSTER_HERMITCRAB_00', 'monster': 'Shell Hermit'}	Sivash	Monsters
13893822	0.3835314404432133	0.11173097643097644	{'monster_id': 'MONSTER_HERMITCRAB_00', 'monster': 'Shell Hermit'}	Sivash	Monsters
13893823	0.3803264542936288	0.11306464646464645	{'monster_id': 'MONSTER_HERMITCRAB_03', 'monster': 'Vermillion Shell'}	Sivash	Monsters
13893824	0.38350512465373965	0.11769629629629631	{'monster_id': 'MONSTER_HERMITCRAB_00', 'monster': 'Shell Hermit'}	Sivash	Monsters
13893825	0.37892091412742385	0.11926767676767677	{'monster_id': 'MONSTER_HERMITCRAB_00', 'monster': 'Shell Hermit'}	Sivash	Monsters
13893830	0.2693139889196676	0.17135858585858585	{'monster_id': 'MONSTER_SAPLING_00', 'monster': 'Sapling'}	Sivash	Monsters
13893831	0.27010443213296403	0.1674070707070707	{'monster_id': 'MONSTER_SAPLING_04', 'monster': 'Flowerish'}	Sivash	Monsters
13893833	0.2698313019390582	0.1697053872053872	{'monster_id': 'MONSTER_SAPLING_00', 'monster': 'Sapling'}	Sivash	Monsters
13893835	0.2684415512465374	0.1713542087542088	{'monster_id': 'MONSTER_SAPLING_00', 'monster': 'Sapling'}	Sivash	Monsters
13893853	0.2972578947368421	0.34851077441077444	{'monster_id': 'MONSTER_SAPLING_01', 'monster': 'Spore Carrier'}	Sivash	Monsters
13893854	0.29620554016620504	0.3417208754208754	{'monster_id': 'MONSTER_SAPLING_01', 'monster': 'Spore Carrier'}	Sivash	Monsters
13893855	0.29353407202216064	0.3428612794612794	{'monster_id': 'MONSTER_SAPLING_04', 'monster': 'Flowerish'}	Sivash	Monsters
13893858	0.29576703601108034	0.3462	{'monster_id': 'MONSTER_SAPLING_01', 'monster': 'Spore Carrier'}	Sivash	Monsters
13893859	0.29162963988919666	0.33858956228956233	{'monster_id': 'MONSTER_SAPLING_01', 'monster': 'Spore Carrier'}	Sivash	Monsters
13893844	0.391171052631579	0.09015218855218854	{'monster_id': 'MONSTER_JELLYFISH_00', 'monster': 'Blue Tentacle'}	Sivash	Monsters
13893845	0.388787811634349	0.0950141414141414	{'monster_id': 'MONSTER_JELLYFISH_00', 'monster': 'Blue Tentacle'}	Sivash	Monsters
13893846	0.3913592797783934	0.09768350168350168	{'monster_id': 'MONSTER_JELLYFISH_00', 'monster': 'Blue Tentacle'}	Sivash	Monsters
13893837	0.36163324099722993	0.20418922558922561	{'monster_id': 'MONSTER_JELLYFISH_06', 'monster': 'Discharger'}	Sivash	Monsters
13893838	0.35926385041551245	0.20051077441077444	{'monster_id': 'MONSTER_JELLYFISH_01', 'monster': 'Soaring Vine'}	Sivash	Monsters
13893841	0.36071994459833795	0.2090841750841751	{'monster_id': 'MONSTER_JELLYFISH_01', 'monster': 'Soaring Vine'}	Sivash	Monsters
13893839	0.3586965373961219	0.20695454545454545	{'monster_id': 'MONSTER_JELLYFISH_01', 'monster': 'Soaring Vine'}	Sivash	Monsters
13893861	0.32382091412742386	0.23279057239057235	{'monster_id': 'MONSTER_HORSE_00', 'monster': 'Sorcery Horn'}	Sivash	Monsters
13893862	0.32581883656509697	0.2404636363636364	{'monster_id': 'MONSTER_HORSE_00', 'monster': 'Sorcery Horn'}	Sivash	Monsters
13893863	0.3289754847645429	0.23347744107744103	{'monster_id': 'MONSTER_HORSE_00', 'monster': 'Sorcery Horn'}	Sivash	Monsters
13893864	0.32634085872576174	0.23116835016835016	{'monster_id': 'MONSTER_HORSE_00', 'monster': 'Sorcery Horn'}	Sivash	Monsters
13893865	0.3230351800554017	0.2224720538720539	{'monster_id': 'MONSTER_HORSE_00', 'monster': 'Sorcery Horn'}	Sivash	Monsters
13893866	0.3214340720221607	0.23751447811447807	{'monster_id': 'MONSTER_HORSE_00', 'monster': 'Sorcery Horn'}	Sivash	Monsters
13893868	0.3295116343490305	0.22784511784511785	{'monster_id': 'MONSTER_HORSE_00', 'monster': 'Sorcery Horn'}	Sivash	Monsters
13893869	0.3247445983379501	0.22402390572390574	{'monster_id': 'MONSTER_HORSE_05', 'monster': 'El Dorado'}	Sivash	Monsters
13893875	0.286345567867036	0.242437037037037	{'monster_id': 'MONSTER_SAPLING_02', 'monster': 'Soilplower'}	Sivash	Monsters
13893876	0.2897350415512466	0.24171717171717172	{'monster_id': 'MONSTER_SAPLING_02', 'monster': 'Soilplower'}	Sivash	Monsters
13893878	0.2879091412742383	0.24461717171717168	{'monster_id': 'MONSTER_SAPLING_02', 'monster': 'Soilplower'}	Sivash	Monsters
13893848	0.37204224376731304	0.21421582491582494	{'monster_id': 'MONSTER_WOOPER_02', 'monster': 'Salamandara'}	Sivash	Monsters
13893849	0.37365193905817173	0.22062424242424242	{'monster_id': 'MONSTER_WOOPER_02', 'monster': 'Salamandara'}	Sivash	Monsters
13893851	0.37446994459833793	0.20614579124579122	{'monster_id': 'MONSTER_WOOPER_04', 'monster': 'Admiragills'}	Sivash	Monsters
13893850	0.376895567867036	0.215506734006734	{'monster_id': 'MONSTER_WOOPER_02', 'monster': 'Salamandara'}	Sivash	Monsters
13893885	0.25222590027700825	0.2507195286195287	{'monster_id': 'MONSTER_HERMITCRAB_01', 'monster': 'Rubble-clad'}	Sivash	Monsters
13893886	0.24895540166204985	0.2512070707070707	{'monster_id': 'MONSTER_HERMITCRAB_01', 'monster': 'Rubble-clad'}	Sivash	Monsters
13893888	0.2503572022160665	0.2509430976430977	{'monster_id': 'MONSTER_HERMITCRAB_01', 'monster': 'Rubble-clad'}	Sivash	Monsters
13893891	0.29966315789473685	0.4284010101010101	{'monster_id': 'MONSTER_HORSE_02', 'monster': 'Prominence'}	Sivash	Monsters
13893893	0.3045163434903047	0.42865420875420873	{'monster_id': 'MONSTER_HORSE_02', 'monster': 'Prominence'}	Sivash	Monsters
13893892	0.30222770083102496	0.4277188552188552	{'monster_id': 'MONSTER_HORSE_02', 'monster': 'Prominence'}	Sivash	Monsters
13893901	0.2871804709141274	0.3600084175084175	{'monster_id': 'MONSTER_HERMITCRAB_02', 'monster': 'Crystal Lover'}	Sivash	Monsters
13893903	0.28339930747922437	0.36268350168350166	{'monster_id': 'MONSTER_HERMITCRAB_02', 'monster': 'Crystal Lover'}	Sivash	Monsters
13894545	0.286606648199446	0.3645329966329966	{'monster_id': 'MONSTER_HERMITCRAB_02', 'monster': 'Crystal Lover'}	Sivash	Monsters
52953129	0.7607099722991689	0.6273915824915824	{'monster_id': 'MONSTER_HORSE_04', 'monster': 'Phantom Coat'}	Lacuna	Monsters
52953131	0.7515980609418283	0.630837037037037	{'monster_id': 'MONSTER_HORSE_04', 'monster': 'Phantom Coat'}	Lacuna	Monsters
52953118	0.7451322714681441	0.6693845117845119	{'monster_id': 'MONSTER_HORSE_04', 'monster': 'Phantom Coat'}	Lacuna	Monsters
52953117	0.7359994459833795	0.643080808080808	{'monster_id': 'MONSTER_HORSE_04', 'monster': 'Phantom Coat'}	Lacuna	Monsters
52953130	0.7342232686980609	0.6478175084175084	{'monster_id': 'MONSTER_HORSE_04', 'monster': 'Phantom Coat'}	Lacuna	Monsters
52953128	0.7577213296398893	0.632706734006734	{'monster_id': 'MONSTER_HORSE_04', 'monster': 'Phantom Coat'}	Lacuna	Monsters
52953134	0.7941373961218836	0.6560929292929292	{'monster_id': 'MONSTER_OWL_03', 'monster': 'Abyss Roc'}	Lacuna	Monsters
52953124	0.806454570637119	0.6732063973063973	{'monster_id': 'MONSTER_OWL_03', 'monster': 'Abyss Roc'}	Lacuna	Monsters
52953123	0.7955198060941829	0.6720040404040405	{'monster_id': 'MONSTER_OWL_03', 'monster': 'Abyss Roc'}	Lacuna	Monsters
52953097	0.8222504155124655	0.7191474747474748	{'monster_id': 'MONSTER_OWL_03', 'monster': 'Abyss Roc'}	Lacuna	Monsters
52953098	0.8223180055401662	0.7295047138047139	{'monster_id': 'MONSTER_OWL_03', 'monster': 'Abyss Roc'}	Lacuna	Monsters
52953099	0.8158006925207756	0.7316535353535353	{'monster_id': 'MONSTER_OWL_03', 'monster': 'Abyss Roc'}	Lacuna	Monsters
52953101	0.80626675900277	0.7255760942760942	{'monster_id': 'MONSTER_OWL_03', 'monster': 'Abyss Roc'}	Lacuna	Monsters
52953127	0.8158925207756234	0.6995616161616162	{'monster_id': 'MONSTER_HORSE_03', 'monster': 'Jade Horse'}	Lacuna	Monsters
52953116	0.7883339335180055	0.6637902356902358	{'monster_id': 'MONSTER_HORSE_03', 'monster': 'Jade Horse'}	Lacuna	Monsters
52953138	0.7840980609418283	0.6537993265993267	{'monster_id': 'MONSTER_HORSE_03', 'monster': 'Jade Horse'}	Lacuna	Monsters
52953105	0.7814142659279778	0.6356979797979797	{'monster_id': 'MONSTER_HORSE_03', 'monster': 'Jade Horse'}	Lacuna	Monsters
52953106	0.774735595567867	0.6392777777777777	{'monster_id': 'MONSTER_HORSE_03', 'monster': 'Jade Horse'}	Lacuna	Monsters (2)
52953107	0.7746940443213296	0.6347555555555556	{'monster_id': 'MONSTER_HORSE_03', 'monster': 'Jade Horse'}	Lacuna	Monsters (2)
52953126	0.8198759002770083	0.7022286195286196	{'monster_id': 'MONSTER_HORSE_03', 'monster': 'Jade Horse'}	Lacuna	Monsters
52953102	0.7901716066481995	0.6328228956228957	{'monster_id': 'MONSTER_OWL_02', 'monster': 'Evil Wing'}	Lacuna	Monsters
52953121	0.802033379501385	0.6831572390572391	{'monster_id': 'MONSTER_OWL_02', 'monster': 'Evil Wing'}	Lacuna	Monsters
52953135	0.7953538781163435	0.6919255892255893	{'monster_id': 'MONSTER_OWL_02', 'monster': 'Evil Wing'}	Lacuna	Monsters
52953103	0.7918252077562328	0.6196373737373737	{'monster_id': 'MONSTER_OWL_02', 'monster': 'Evil Wing'}	Lacuna	Monsters
52953104	0.7960563711911357	0.6241989898989898	{'monster_id': 'MONSTER_OWL_02', 'monster': 'Evil Wing'}	Lacuna	Monsters
52953146	0.7944450138504155	0.6329316498316498	{'monster_id': 'MONSTER_OWL_02', 'monster': 'Evil Wing'}	Lacuna	Monsters
52953100	0.8067048476454294	0.7391515151515151	{'monster_id': 'MONSTER_BIOME4_01', 'monster': 'Creepy Doll'}	Lacuna	Monsters (2)
52953133	0.7447606648199445	0.6259929292929294	{'monster_id': 'MONSTER_BIOME4_01', 'monster': 'Creepy Doll'}	Lacuna	Monsters
52953137	0.7392940443213297	0.6318801346801347	{'monster_id': 'MONSTER_BIOME4_01', 'monster': 'Creepy Doll'}	Lacuna	Monsters
52953111	0.7475210526315789	0.6506727272727272	{'monster_id': 'MONSTER_BIOME4_04', 'monster': 'Faceless Hugger'}	Lacuna	Monsters
52953122	0.7780493074792243	0.7029589225589226	{'monster_id': 'MONSTER_BIOME4_00', 'monster': 'Mana Monstrosity'}	Lacuna	Monsters (2)
53215274	0.806524376731302	0.8656670033670033	{'monster_id': 'MONSTER_BIOME4_02', 'monster': 'Mana Aggressor'}	Lacuna	Monsters (2)
53215254	0.7730815789473685	0.8421306397306397	{'monster_id': 'MONSTER_BIOME4_02', 'monster': 'Mana Aggressor'}	Lacuna	Monsters (2)
53215295	0.8249120498614958	0.7619771043771044	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters
53215234	0.8095740997229917	0.8055195286195286	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters
53215299	0.8125735457063712	0.833477441077441	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters
53215326	0.8078260387811634	0.8534925925925926	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters (2)
53215327	0.8082272853185595	0.8507754208754208	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters (2)
53215328	0.809475484764543	0.8518646464646464	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters (2)
53215329	0.8090704986149585	0.8546084175084175	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters (2)
53215338	0.809475484764543	0.8518646464646464	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters (2)
53215330	0.8095047091412743	0.8439599326599326	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters (2)
53215331	0.8102729916897506	0.8324451178451179	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters (2)
53215332	0.8090603878116344	0.8354080808080808	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters (2)
53215266	0.8299742382271469	0.7861164983164982	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters (2)
53215239	0.8024285318559558	0.8404858585858586	{'monster_id': 'MONSTER_ELEMENT_02', 'monster': 'Spirit of Nature'}	Lacuna	Monsters
53215279	0.7932909972299169	0.9056013468013467	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215285	0.7915063711911356	0.9052457912457913	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215300	0.8153739612188365	0.8420875420875421	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215301	0.8191825484764543	0.8481168350168351	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215302	0.8161259002770084	0.8506919191919192	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215303	0.8156993074792244	0.8568542087542088	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215304	0.8144325484764544	0.8528609427609428	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215305	0.8175202216066482	0.8541242424242425	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215306	0.8161150969529085	0.8627902356902357	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215286	0.7905552631578948	0.908643771043771	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215287	0.789155540166205	0.9095767676767677	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215288	0.7888620498614959	0.9138161616161617	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215289	0.7893746537396122	0.9064107744107744	{'monster_id': 'MONSTER_ELEMENT_03', 'monster': 'Scrambled Energy'}	Lacuna	Monsters (2)
53215247	0.7893260387811635	0.9218131313131314	{'monster_id': 'MONSTER_GIANT_05', 'monster': 'Executioner'}	Lacuna	Monsters
53215297	0.7987404432132964	0.8888447811447813	{'monster_id': 'MONSTER_GIANT_05', 'monster': 'Executioner'}	Lacuna	Monsters
53215298	0.7980847645429362	0.8930750841750842	{'monster_id': 'MONSTER_GIANT_05', 'monster': 'Executioner'}	Lacuna	Monsters
53215307	0.8256817174515235	0.8539097643097644	{'monster_id': 'MONSTER_GIANT_05', 'monster': 'Executioner'}	Lacuna	Monsters (2)
53215308	0.8267171745152355	0.8529363636363636	{'monster_id': 'MONSTER_GIANT_05', 'monster': 'Executioner'}	Lacuna	Monsters (2)
53215309	0.8272958448753462	0.8553582491582492	{'monster_id': 'MONSTER_GIANT_05', 'monster': 'Executioner'}	Lacuna	Monsters (2)
53215311	0.8164979224376732	0.7582282828282828	{'monster_id': 'MONSTER_PANTHER_04', 'monster': 'Void Cougar'}	Lacuna	Monsters
53215315	0.804545567867036	0.8216932659932661	{'monster_id': 'MONSTER_PANTHER_04', 'monster': 'Void Cougar'}	Lacuna	Monsters
53215312	0.8233930747922439	0.7714215488215489	{'monster_id': 'MONSTER_PANTHER_04', 'monster': 'Void Cougar'}	Lacuna	Monsters
53215313	0.8229059556786703	0.7907390572390572	{'monster_id': 'MONSTER_PANTHER_04', 'monster': 'Void Cougar'}	Lacuna	Monsters
53215316	0.7970850415512466	0.82446632996633	{'monster_id': 'MONSTER_PANTHER_04', 'monster': 'Void Cougar'}	Lacuna	Monsters
53215317	0.7953465373961218	0.8384006734006734	{'monster_id': 'MONSTER_PANTHER_04', 'monster': 'Void Cougar'}	Lacuna	Monsters
53215318	0.8235434903047092	0.8704771043771045	{'monster_id': 'MONSTER_PANTHER_04', 'monster': 'Void Cougar'}	Lacuna	Monsters
53215314	0.8139398891966758	0.8017872053872054	{'monster_id': 'MONSTER_PANTHER_04', 'monster': 'Void Cougar'}	Lacuna	Monsters
53477379	0.6436263157894736	0.6133316498316498	{'monster_id': 'MONSTER_GIANT_03', 'monster': 'Warlord'}	Lacuna	Monsters (2)
53477382	0.660323268698061	0.703440404040404	{'monster_id': 'MONSTER_GIANT_03', 'monster': 'Warlord'}	Lacuna	Monsters (2)
53477383	0.6650506925207756	0.6698619528619528	{'monster_id': 'MONSTER_GIANT_03', 'monster': 'Warlord'}	Lacuna	Monsters (2)
53477380	0.640230055401662	0.5993306397306398	{'monster_id': 'MONSTER_GIANT_03', 'monster': 'Warlord'}	Lacuna	Monsters (2)
53477381	0.6601128808864266	0.6851013468013467	{'monster_id': 'MONSTER_KONG_03', 'monster': 'Crimson Brute'}	Lacuna	Monsters
53477384	0.6360746537396123	0.7381966329966331	{'monster_id': 'MONSTER_PUNI_06', 'monster': 'Silver Puni'}	Lacuna	Monsters
53477388	0.6634493074792244	0.7719265993265993	{'monster_id': 'MONSTER_PUNI_06', 'monster': 'Silver Puni'}	Lacuna	Monsters
53477386	0.641017728531856	0.7241016835016836	{'monster_id': 'MONSTER_PUNI_06', 'monster': 'Silver Puni'}	Lacuna	Monsters
53477391	0.6381279778393352	0.7295767676767676		Lacuna	Monsters
