status_id	text_eng	item_id	quality	effect	effect_lv	effect_names	rank
ITEM_STATUS_ITEM_LIQUID_009_5	Ancient Blue Water	ITEM_LIQUID_009	135	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0336', '']	[5, 3, '']	['Synthesis: Quality Up', 'Element Resonance - Ice']	S
ITEM_STATUS_ITEM_LIQUID_010_0	Tranquil Spirit Water	ITEM_LIQUID_010	60	['ITEM_EFF_EFFECT_0338', '', '']	[1, '', '']	['Element Resonance - Air']	E
ITEM_STATUS_ITEM_LIQUID_010_1	Tranquil Spirit Water	ITEM_LIQUID_010	74	['ITEM_EFF_EFFECT_0338', 'ITEM_EFF_EFFECT_0353', '']	[1, 1, '']	['Element Resonance - Air', 'Resonance Boost']	D
ITEM_STATUS_ITEM_LIQUID_010_2	Tranquil Spirit Water	ITEM_LIQUID_010	90	['ITEM_EFF_EFFECT_0338', 'ITEM_EFF_EFFECT_0353', '']	[2, 1, '']	['Element Resonance - Air', 'Resonance Boost']	C
ITEM_STATUS_ITEM_LIQUID_010_3	Tranquil Spirit Water	ITEM_LIQUID_010	108	['ITEM_EFF_EFFECT_0338', 'ITEM_EFF_EFFECT_0353', '']	[3, 1, '']	['Element Resonance - Air', 'Resonance Boost']	B
ITEM_STATUS_ITEM_LIQUID_010_4	Tranquil Spirit Water	ITEM_LIQUID_010	125	['ITEM_EFF_EFFECT_0338', 'ITEM_EFF_EFFECT_0353', '']	[4, 2, '']	['Element Resonance - Air', 'Resonance Boost']	A
ITEM_STATUS_ITEM_LIQUID_010_5	Tranquil Spirit Water	ITEM_LIQUID_010	145	['ITEM_EFF_EFFECT_0338', 'ITEM_EFF_EFFECT_0353', '']	[5, 3, '']	['Element Resonance - Air', 'Resonance Boost']	S
ITEM_STATUS_ITEM_PLANT_001_0	Mana Leaf	ITEM_PLANT_001	17	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_PLANT_001_1	Mana Leaf	ITEM_PLANT_001	33	['', '', '']	['', '', '']	[]	D
ITEM_STATUS_ITEM_PLANT_001_2	Mana Leaf	ITEM_PLANT_001	51	['', '', '']	['', '', '']	[]	C
ITEM_STATUS_ITEM_PLANT_001_3	Mana Leaf	ITEM_PLANT_001	71	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	B
ITEM_STATUS_ITEM_PLANT_001_4	Mana Leaf	ITEM_PLANT_001	90	['ITEM_EFF_EFFECT_0305', '', '']	[2, '', '']	['Synthesis: Quality Up']	A
ITEM_STATUS_ITEM_PLANT_001_5	Mana Leaf	ITEM_PLANT_001	113	['ITEM_EFF_EFFECT_0305', '', '']	[3, '', '']	['Synthesis: Quality Up']	S
ITEM_STATUS_ITEM_PLANT_002_0	Golden Wheat	ITEM_PLANT_002	20	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_PLANT_002_1	Golden Wheat	ITEM_PLANT_002	34	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	D
ITEM_STATUS_ITEM_PLANT_002_2	Golden Wheat	ITEM_PLANT_002	50	['ITEM_EFF_EFFECT_0305', '', '']	[2, '', '']	['Synthesis: Quality Up']	C
ITEM_STATUS_ITEM_PLANT_002_3	Golden Wheat	ITEM_PLANT_002	68	['ITEM_EFF_EFFECT_0305', '', '']	[3, '', '']	['Synthesis: Quality Up']	B
ITEM_STATUS_ITEM_PLANT_002_4	Golden Wheat	ITEM_PLANT_002	85	['ITEM_EFF_EFFECT_0305', '', '']	[4, '', '']	['Synthesis: Quality Up']	A
ITEM_STATUS_ITEM_PLANT_002_5	Golden Wheat	ITEM_PLANT_002	105	['ITEM_EFF_EFFECT_0305', '', '']	[5, '', '']	['Synthesis: Quality Up']	S
ITEM_STATUS_ITEM_PLANT_003_0	Pinwind	ITEM_PLANT_003	25	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_PLANT_003_1	Pinwind	ITEM_PLANT_003	39	['ITEM_EFF_EFFECT_0338', '', '']	[1, '', '']	['Element Resonance - Air']	D
ITEM_STATUS_ITEM_PLANT_003_2	Pinwind	ITEM_PLANT_003	55	['ITEM_EFF_EFFECT_0338', '', '']	[1, '', '']	['Element Resonance - Air']	C
ITEM_STATUS_ITEM_PLANT_003_3	Pinwind	ITEM_PLANT_003	73	['ITEM_EFF_EFFECT_0338', 'ITEM_EFF_EFFECT_0317', '']	[2, 1, '']	['Element Resonance - Air', 'Slot Element Change - Air']	B
ITEM_STATUS_ITEM_PLANT_003_4	Pinwind	ITEM_PLANT_003	90	['ITEM_EFF_EFFECT_0338', 'ITEM_EFF_EFFECT_0317', '']	[2, 1, '']	['Element Resonance - Air', 'Slot Element Change - Air']	A
ITEM_STATUS_ITEM_PLANT_003_5	Pinwind	ITEM_PLANT_003	110	['ITEM_EFF_EFFECT_0338', 'ITEM_EFF_EFFECT_0317', '']	[3, 1, '']	['Element Resonance - Air', 'Slot Element Change - Air']	S
ITEM_STATUS_ITEM_PLANT_004_0	Whatchamacallit	ITEM_PLANT_004	28	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_PLANT_004_1	Whatchamacallit	ITEM_PLANT_004	42	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	D
ITEM_STATUS_ITEM_PLANT_004_2	Whatchamacallit	ITEM_PLANT_004	65	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	C
ITEM_STATUS_ITEM_PLANT_004_3	Whatchamacallit	ITEM_PLANT_004	87	['ITEM_EFF_EFFECT_0305', '', '']	[2, '', '']	['Synthesis: Quality Up']	B
ITEM_STATUS_ITEM_PLANT_004_4	Whatchamacallit	ITEM_PLANT_004	102	['ITEM_EFF_EFFECT_0305', '', '']	[2, '', '']	['Synthesis: Quality Up']	A
ITEM_STATUS_ITEM_PLANT_004_5	Whatchamacallit	ITEM_PLANT_004	125	['ITEM_EFF_EFFECT_0305', '', '']	[3, '', '']	['Synthesis: Quality Up']	S
ITEM_STATUS_ITEM_PLANT_005_0	Paradise Grass	ITEM_PLANT_005	30	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_PLANT_005_1	Paradise Grass	ITEM_PLANT_005	44	['ITEM_EFF_EFFECT_0353', '', '']	[1, '', '']	['Resonance Boost']	D
ITEM_STATUS_ITEM_PLANT_005_2	Paradise Grass	ITEM_PLANT_005	60	['ITEM_EFF_EFFECT_0353', '', '']	[1, '', '']	['Resonance Boost']	C
ITEM_STATUS_ITEM_PLANT_005_3	Paradise Grass	ITEM_PLANT_005	78	['ITEM_EFF_EFFECT_0353', 'ITEM_EFF_EFFECT_0335', '']	[1, 1, '']	['Resonance Boost', 'Element Resonance - Fire']	B
ITEM_STATUS_ITEM_PLANT_005_4	Paradise Grass	ITEM_PLANT_005	95	['ITEM_EFF_EFFECT_0353', 'ITEM_EFF_EFFECT_0335', '']	[2, 2, '']	['Resonance Boost', 'Element Resonance - Fire']	A
ITEM_STATUS_ITEM_PLANT_005_5	Paradise Grass	ITEM_PLANT_005	115	['ITEM_EFF_EFFECT_0353', 'ITEM_EFF_EFFECT_0335', '']	[3, 3, '']	['Resonance Boost', 'Element Resonance - Fire']	S
ITEM_STATUS_ITEM_PLANT_006_0	Tough Vine	ITEM_PLANT_006	32	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_PLANT_006_1	Tough Vine	ITEM_PLANT_006	48	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	D
ITEM_STATUS_ITEM_PLANT_006_2	Tough Vine	ITEM_PLANT_006	66	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	C
ITEM_STATUS_ITEM_PLANT_006_3	Tough Vine	ITEM_PLANT_006	86	['ITEM_EFF_EFFECT_0305', '', '']	[2, '', '']	['Synthesis: Quality Up']	B
ITEM_STATUS_ITEM_PLANT_006_4	Tough Vine	ITEM_PLANT_006	105	['ITEM_EFF_EFFECT_0305', '', '']	[2, '', '']	['Synthesis: Quality Up']	A
ITEM_STATUS_ITEM_PLANT_006_5	Tough Vine	ITEM_PLANT_006	128	['ITEM_EFF_EFFECT_0305', '', '']	[3, '', '']	['Synthesis: Quality Up']	S
ITEM_STATUS_ITEM_PLANT_007_0	Nitraloe	ITEM_PLANT_007	33	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_PLANT_007_1	Nitraloe	ITEM_PLANT_007	47	['ITEM_EFF_EFFECT_0337', '', '']	[1, '', '']	['Element Resonance - Bolt']	D
ITEM_STATUS_ITEM_PLANT_007_2	Nitraloe	ITEM_PLANT_007	70	['ITEM_EFF_EFFECT_0337', '', '']	[1, '', '']	['Element Resonance - Bolt']	C
ITEM_STATUS_ITEM_PLANT_007_3	Nitraloe	ITEM_PLANT_007	92	['ITEM_EFF_EFFECT_0337', '', '']	[2, '', '']	['Element Resonance - Bolt']	B
ITEM_STATUS_ITEM_PLANT_007_4	Nitraloe	ITEM_PLANT_007	107	['ITEM_EFF_EFFECT_0337', '', '']	[2, '', '']	['Element Resonance - Bolt']	A
ITEM_STATUS_ITEM_PLANT_007_5	Nitraloe	ITEM_PLANT_007	130	['ITEM_EFF_EFFECT_0337', '', '']	[3, '', '']	['Element Resonance - Bolt']	S
ITEM_STATUS_ITEM_PLANT_008_0	Lucky Lantern Grass	ITEM_PLANT_008	35	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_PLANT_008_1	Lucky Lantern Grass	ITEM_PLANT_008	49	['ITEM_EFF_EFFECT_0335', '', '']	[1, '', '']	['Element Resonance - Fire']	D
ITEM_STATUS_ITEM_PLANT_008_2	Lucky Lantern Grass	ITEM_PLANT_008	65	['ITEM_EFF_EFFECT_0335', '', '']	[1, '', '']	['Element Resonance - Fire']	C
ITEM_STATUS_ITEM_PLANT_008_3	Lucky Lantern Grass	ITEM_PLANT_008	83	['ITEM_EFF_EFFECT_0335', 'ITEM_EFF_EFFECT_0314', '']	[2, 1, '']	['Element Resonance - Fire', 'Slot Element Change - Fire']	B
ITEM_STATUS_ITEM_PLANT_008_4	Lucky Lantern Grass	ITEM_PLANT_008	100	['ITEM_EFF_EFFECT_0335', 'ITEM_EFF_EFFECT_0314', '']	[2, 1, '']	['Element Resonance - Fire', 'Slot Element Change - Fire']	A
ITEM_STATUS_ITEM_PLANT_008_5	Lucky Lantern Grass	ITEM_PLANT_008	120	['ITEM_EFF_EFFECT_0335', 'ITEM_EFF_EFFECT_0314', '']	[3, 1, '']	['Element Resonance - Fire', 'Slot Element Change - Fire']	S
ITEM_STATUS_ITEM_PLANT_009_0	Lucky Clover	ITEM_PLANT_009	37	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_PLANT_009_1	Lucky Clover	ITEM_PLANT_009	53	['ITEM_EFF_EFFECT_0353', '', '']	[1, '', '']	['Resonance Boost']	D
ITEM_STATUS_ITEM_PLANT_009_2	Lucky Clover	ITEM_PLANT_009	71	['ITEM_EFF_EFFECT_0353', '', '']	[1, '', '']	['Resonance Boost']	C
ITEM_STATUS_ITEM_PLANT_009_3	Lucky Clover	ITEM_PLANT_009	91	['ITEM_EFF_EFFECT_0353', 'ITEM_EFF_EFFECT_0305', '']	[1, 1, '']	['Resonance Boost', 'Synthesis: Quality Up']	B
ITEM_STATUS_ITEM_PLANT_009_4	Lucky Clover	ITEM_PLANT_009	110	['ITEM_EFF_EFFECT_0353', 'ITEM_EFF_EFFECT_0305', '']	[2, 2, '']	['Resonance Boost', 'Synthesis: Quality Up']	A
ITEM_STATUS_ITEM_PLANT_009_5	Lucky Clover	ITEM_PLANT_009	133	['ITEM_EFF_EFFECT_0353', 'ITEM_EFF_EFFECT_0305', '']	[3, 3, '']	['Resonance Boost', 'Synthesis: Quality Up']	S
ITEM_STATUS_ITEM_PLANT_010_0	Blue Clover	ITEM_PLANT_010	40	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_PLANT_010_1	Blue Clover	ITEM_PLANT_010	54	['ITEM_EFF_EFFECT_0339', '', '']	[1, '', '']	['Neutralizers - Quality Boost']	D
ITEM_STATUS_ITEM_PLANT_010_2	Blue Clover	ITEM_PLANT_010	70	['ITEM_EFF_EFFECT_0339', '', '']	[1, '', '']	['Neutralizers - Quality Boost']	C
ITEM_STATUS_ITEM_PLANT_010_3	Blue Clover	ITEM_PLANT_010	88	['ITEM_EFF_EFFECT_0339', '', '']	[2, '', '']	['Neutralizers - Quality Boost']	B
ITEM_STATUS_ITEM_PLANT_010_4	Blue Clover	ITEM_PLANT_010	105	['ITEM_EFF_EFFECT_0339', '', '']	[2, '', '']	['Neutralizers - Quality Boost']	A
ITEM_STATUS_ITEM_PLANT_010_5	Blue Clover	ITEM_PLANT_010	125	['ITEM_EFF_EFFECT_0339', '', '']	[3, '', '']	['Neutralizers - Quality Boost']	S
ITEM_STATUS_ITEM_PLANT_011_0	Harlequin Herb	ITEM_PLANT_011	42	['', '', '']	['', '', '']	[]	E
ITEM_STATUS_ITEM_PLANT_011_1	Harlequin Herb	ITEM_PLANT_011	58	['ITEM_EFF_EFFECT_0321', '', '']	[1, '', '']	['Increase Resonance Area - Triangle']	D
ITEM_STATUS_ITEM_PLANT_011_2	Harlequin Herb	ITEM_PLANT_011	76	['ITEM_EFF_EFFECT_0321', '', '']	[1, '', '']	['Increase Resonance Area - Triangle']	C
ITEM_STATUS_ITEM_PLANT_011_3	Harlequin Herb	ITEM_PLANT_011	96	['ITEM_EFF_EFFECT_0321', '', '']	[2, '', '']	['Increase Resonance Area - Triangle']	B
ITEM_STATUS_ITEM_PLANT_011_4	Harlequin Herb	ITEM_PLANT_011	115	['ITEM_EFF_EFFECT_0321', '', '']	[2, '', '']	['Increase Resonance Area - Triangle']	A
ITEM_STATUS_ITEM_PLANT_011_5	Harlequin Herb	ITEM_PLANT_011	138	['ITEM_EFF_EFFECT_0321', '', '']	[3, '', '']	['Increase Resonance Area - Triangle']	S
ITEM_STATUS_ITEM_PLANT_012_0	Angular Cactus	ITEM_PLANT_012	43	['ITEM_EFF_EFFECT_0322', '', '']	[1, '', '']	['Increase Resonance Area - Square']	E
ITEM_STATUS_ITEM_PLANT_012_1	Angular Cactus	ITEM_PLANT_012	57	['ITEM_EFF_EFFECT_0322', '', '']	[1, '', '']	['Increase Resonance Area - Square']	D
ITEM_STATUS_ITEM_PLANT_012_2	Angular Cactus	ITEM_PLANT_012	80	['ITEM_EFF_EFFECT_0322', '', '']	[2, '', '']	['Increase Resonance Area - Square']	C
ITEM_STATUS_ITEM_PLANT_012_3	Angular Cactus	ITEM_PLANT_012	102	['ITEM_EFF_EFFECT_0322', '', '']	[2, '', '']	['Increase Resonance Area - Square']	B
ITEM_STATUS_ITEM_PLANT_012_4	Angular Cactus	ITEM_PLANT_012	117	['ITEM_EFF_EFFECT_0322', '', '']	[3, '', '']	['Increase Resonance Area - Square']	A
ITEM_STATUS_ITEM_PLANT_012_5	Angular Cactus	ITEM_PLANT_012	140	['ITEM_EFF_EFFECT_0322', '', '']	[3, '', '']	['Increase Resonance Area - Square']	S
ITEM_STATUS_ITEM_PLANT_013_0	Steeleaf	ITEM_PLANT_013	45	['ITEM_EFF_EFFECT_0337', '', '']	[1, '', '']	['Element Resonance - Bolt']	E
ITEM_STATUS_ITEM_PLANT_013_1	Steeleaf	ITEM_PLANT_013	59	['ITEM_EFF_EFFECT_0337', '', '']	[1, '', '']	['Element Resonance - Bolt']	D
ITEM_STATUS_ITEM_PLANT_013_2	Steeleaf	ITEM_PLANT_013	75	['ITEM_EFF_EFFECT_0337', '', '']	[2, '', '']	['Element Resonance - Bolt']	C
ITEM_STATUS_ITEM_PLANT_013_3	Steeleaf	ITEM_PLANT_013	93	['ITEM_EFF_EFFECT_0337', 'ITEM_EFF_EFFECT_0347', '']	[2, 1, '']	['Element Resonance - Bolt', 'Rebuild Boost - DEF']	B
ITEM_STATUS_ITEM_PLANT_013_4	Steeleaf	ITEM_PLANT_013	110	['ITEM_EFF_EFFECT_0337', 'ITEM_EFF_EFFECT_0347', '']	[3, 1, '']	['Element Resonance - Bolt', 'Rebuild Boost - DEF']	A
ITEM_STATUS_ITEM_PLANT_013_5	Steeleaf	ITEM_PLANT_013	130	['ITEM_EFF_EFFECT_0337', 'ITEM_EFF_EFFECT_0347', '']	[4, 2, '']	['Element Resonance - Bolt', 'Rebuild Boost - DEF']	S
ITEM_STATUS_ITEM_PLANT_015_0	Color-Changing Leaf	ITEM_PLANT_015	50	['ITEM_EFF_EFFECT_0305', '', '']	[1, '', '']	['Synthesis: Quality Up']	E
ITEM_STATUS_ITEM_PLANT_015_1	Color-Changing Leaf	ITEM_PLANT_015	64	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0353', '']	[2, 1, '']	['Synthesis: Quality Up', 'Resonance Boost']	D
ITEM_STATUS_ITEM_PLANT_015_2	Color-Changing Leaf	ITEM_PLANT_015	80	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0353', '']	[3, 1, '']	['Synthesis: Quality Up', 'Resonance Boost']	C
ITEM_STATUS_ITEM_PLANT_015_3	Color-Changing Leaf	ITEM_PLANT_015	98	['ITEM_EFF_EFFECT_0305', 'ITEM_EFF_EFFECT_0353', '']	[4, 1, '']	['Synthesis: Quality Up', 'Resonance Boost']	B
