id	x	z	note	reward
-11	0.49889196675900277	0.8138047138047138	Shop	[{'item_id': 'ITEM_STONE_008'}, {'item_id': 'ITEM_STONE_009'}, {'item_id': 'ITEM_ORE_003'}, {'item_id': 'ITEM_ORE_006'}, {'item_id': 'ITEM_ORE_007'}, {'item_id': 'ITEM_ORE_008'}, {'item_id': 'ITEM_FUEL_003'}, {'item_id': 'ITEM_FUEL_004'}, {'item_id': 'ITEM_ELIXIL_003'}, {'item_id': 'ITEM_GAS_002'}, {'item_id': 'ITEM_MYSTIC_002'}, {'item_id': 'ITEM_MYSTIC_003'}, {'item_id': 'ITEM_ANIMAL_013'}, {'item_id': 'ITEM_ANIMAL_014'}, {'item_id': 'ITEM_ANIMAL_017'}, {'item_id': 'ITEM_MIX_030'}, {'item_id': 'ITEM_MIX_035'}, {'item_id': 'ITEM_MIX_001'}, {'item_id': 'ITEM_MIX_037'}]
-12	0.45609418282548475	0.7023569023569024	Shop	[{'item_id': 'ITEM_ORE_001'}, {'item_id': 'ITEM_ORE_002'}, {'item_id': 'ITEM_ORE_003'}, {'item_id': 'ITEM_ORE_004'}, {'item_id': 'ITEM_ORE_005'}, {'item_id': 'ITEM_ORE_006'}, {'item_id': 'ITEM_ORE_007'}, {'item_id': 'ITEM_ORE_008'}, {'item_id': 'ITEM_STONE_003'}, {'item_id': 'ITEM_STONE_004'}, {'item_id': 'ITEM_STONE_005'}, {'item_id': 'ITEM_STONE_006'}, {'item_id': 'ITEM_STONE_007'}, {'item_id': 'ITEM_STONE_008'}]
-13	0.2518005540166205	0.6185185185185185	Shop	[{'item_id': 'ITEM_MUSHROOM_001'}, {'item_id': 'ITEM_FISH_001'}, {'item_id': 'ITEM_FISH_002'}, {'item_id': 'ITEM_FISH_003'}, {'item_id': 'ITEM_FISH_004'}, {'item_id': 'ITEM_FISH_005'}, {'item_id': 'ITEM_FISH_006'}, {'item_id': 'ITEM_LIQUID_001'}, {'item_id': 'ITEM_LIQUID_002'}, {'item_id': 'ITEM_LIQUID_003'}, {'item_id': 'ITEM_LIQUID_004'}]
-14	0.17673130193905817	0.5868686868686869	Shop	[{'item_id': 'ITEM_FOODSTUFF_001'}, {'item_id': 'ITEM_FOODSTUFF_002'}, {'item_id': 'ITEM_FOODSTUFF_003'}, {'item_id': 'ITEM_FOODSTUFF_004'}, {'item_id': 'ITEM_FOODSTUFF_005'}, {'item_id': 'ITEM_BEEHIVE_001'}, {'item_id': 'ITEM_MUSHROOM_001'}, {'item_id': 'ITEM_INSECT_001'}, {'item_id': 'ITEM_INSECT_002'}, {'item_id': 'ITEM_INSECT_003'}, {'item_id': 'ITEM_WOOD_001'}, {'item_id': 'ITEM_WOOD_002'}, {'item_id': 'ITEM_WOOD_003'}, {'item_id': 'ITEM_MIX_003'}, {'item_id': 'ITEM_MIX_004'}]
-15	0.5483393351800554	0.45237037037037037	Shop	[{'item_id': 'ITEM_ORE_006'}, {'item_id': 'ITEM_ORE_007'}, {'item_id': 'ITEM_ORE_008'}, {'item_id': 'ITEM_GEMSTONE_009'}, {'item_id': 'ITEM_FUEL_004'}, {'item_id': 'ITEM_METAL_002'}, {'item_id': 'ITEM_METAL_003'}, {'item_id': 'ITEM_ANIMAL_013'}, {'item_id': 'ITEM_ANIMAL_014'}]
-16	0.5526315789473685	0.2865319865319865	Shop	[{'item_id': 'ITEM_ANIMAL_003'}, {'item_id': 'ITEM_ANIMAL_004'}, {'item_id': 'ITEM_ANIMAL_005'}, {'item_id': 'ITEM_ANIMAL_006'}, {'item_id': 'ITEM_ANIMAL_007'}, {'item_id': 'ITEM_ANIMAL_008'}, {'item_id': 'ITEM_ANIMAL_009'}, {'item_id': 'ITEM_ANIMAL_010'}, {'item_id': 'ITEM_ANIMAL_011'}, {'item_id': 'ITEM_ANIMAL_012'}, {'item_id': 'ITEM_METAL_002'}, {'item_id': 'ITEM_METAL_003'}, {'item_id': 'ITEM_ANIMAL_015'}, {'item_id': 'ITEM_ANIMAL_016'}, {'item_id': 'ITEM_ANIMAL_017'}, {'item_id': 'ITEM_ANIMAL_018'}]
-17	0.5015498614958448	0.20305723905723905	Shop	[{'item_id': 'ITEM_PUNIPUNI_001'}, {'item_id': 'ITEM_PUNIPUNI_002'}, {'item_id': 'ITEM_PUNIPUNI_003'}, {'item_id': 'ITEM_PUNIPUNI_004'}, {'item_id': 'ITEM_PUNIPUNI_005'}, {'item_id': 'ITEM_PUNIPUNI_006'}, {'item_id': 'ITEM_PUNIPUNI_007'}, {'item_id': 'ITEM_PUNIPUNI_008'}, {'item_id': 'ITEM_PUNIPUNI_009'}, {'item_id': 'ITEM_FLOWER_009'}, {'item_id': 'ITEM_FLOWER_010'}, {'item_id': 'ITEM_MYSTIC_001'}, {'item_id': 'ITEM_STONE_004'}, {'item_id': 'ITEM_FLOWER_012'}, {'item_id': 'ITEM_FLOWER_013'}, {'item_id': 'ITEM_ELIXIL_001'}, {'item_id': 'ITEM_ELIXIL_002'}, {'item_id': 'ITEM_ELIXIL_003'}]
-18	0.06336426592797784	0.3582626262626263	Shop	[{'item_id': 'ITEM_LIQUID_002'}, {'item_id': 'ITEM_LIQUID_003'}, {'item_id': 'ITEM_PLANT_007'}, {'item_id': 'ITEM_FLOWER_004'}, {'item_id': 'ITEM_FLOWER_009'}, {'item_id': 'ITEM_FLOWER_010'}, {'item_id': 'ITEM_MEDICAL_004'}, {'item_id': 'ITEM_ELIXIL_001'}, {'item_id': 'ITEM_GEMSTONE_004'}, {'item_id': 'ITEM_FISH_003'}, {'item_id': 'ITEM_FISH_004'}, {'item_id': 'ITEM_FISH_005'}, {'item_id': 'ITEM_FISH_006'}, {'item_id': 'ITEM_WOOD_003'}]
-19	0.06466426592797785	0.34634343434343434	Shop	[{'item_id': 'ITEM_WEAPON_A_01'}, {'item_id': 'ITEM_WEAPON_B_01'}, {'item_id': 'ITEM_WEAPON_D_01'}, {'item_id': 'ITEM_WEAPON_E_01'}, {'item_id': 'ITEM_ARMOR_01'}, {'item_id': 'ITEM_ARMOR_02'}, {'item_id': 'ITEM_ACCESSORY_01'}, {'item_id': 'ITEM_ACCESSORY_02'}, {'item_id': 'ITEM_ATTACK_001'}, {'item_id': 'ITEM_ATTACK_002'}, {'item_id': 'ITEM_ATTACK_003'}, {'item_id': 'ITEM_ATTACK_004'}, {'item_id': 'ITEM_HEAL_001'}, {'item_id': 'ITEM_MIX_001'}, {'item_id': 'ITEM_MIX_002'}]
-20	0.06539058171745152	0.3470875420875421	Shop	[{'item_id': 'ITEM_MIX_003'}, {'item_id': 'ITEM_MIX_004'}, {'item_id': 'ITEM_MIX_005'}, {'item_id': 'ITEM_MIX_006'}, {'item_id': 'ITEM_MIX_007'}, {'item_id': 'ITEM_MIX_008'}, {'item_id': 'ITEM_MIX_009'}, {'item_id': 'ITEM_MIX_010'}, {'item_id': 'ITEM_MIX_011'}, {'item_id': 'ITEM_MIX_012'}, {'item_id': 'ITEM_MIX_013'}, {'item_id': 'ITEM_MIX_014'}, {'item_id': 'ITEM_MIX_015'}, {'item_id': 'ITEM_MIX_016'}, {'item_id': 'ITEM_MIX_017'}]
-21	0.060217451523545705	0.3427070707070707	Shop	[{'item_id': 'ITEM_MIX_003'}, {'item_id': 'ITEM_MIX_004'}, {'item_id': 'ITEM_MIX_005'}, {'item_id': 'ITEM_MIX_006'}, {'item_id': 'ITEM_MIX_007'}, {'item_id': 'ITEM_MIX_008'}, {'item_id': 'ITEM_MIX_009'}, {'item_id': 'ITEM_MIX_010'}, {'item_id': 'ITEM_MIX_011'}, {'item_id': 'ITEM_MIX_012'}, {'item_id': 'ITEM_MIX_013'}, {'item_id': 'ITEM_MIX_014'}, {'item_id': 'ITEM_MIX_015'}, {'item_id': 'ITEM_MIX_016'}, {'item_id': 'ITEM_MIX_017'}]
-22	0.06050692520775623	0.3431919191919192	Shop	[{'potential_0': 'ITEM_TRAIT_TRAIT_001'}, {'potential_0': 'ITEM_TRAIT_TRAIT_002'}, {'potential_0': 'ITEM_TRAIT_TRAIT_003'}, {'potential_0': 'ITEM_TRAIT_TRAIT_004'}, {'potential_0': 'ITEM_TRAIT_TRAIT_005'}, {'potential_0': 'ITEM_TRAIT_TRAIT_006'}, {'potential_0': 'ITEM_TRAIT_TRAIT_007'}, {'potential_0': 'ITEM_TRAIT_TRAIT_009'}, {'potential_0': 'ITEM_TRAIT_TRAIT_010'}, {'potential_0': 'ITEM_TRAIT_TRAIT_013'}, {'potential_0': 'ITEM_TRAIT_TRAIT_047'}, {'potential_0': 'ITEM_TRAIT_TRAIT_048'}, {'potential_0': 'ITEM_TRAIT_TRAIT_049'}, {'potential_0': 'ITEM_TRAIT_TRAIT_050'}]
-23	0.2977146814404432	0.20536026936026935	Shop	[{'item_id': 'ITEM_LIQUID_006'}, {'item_id': 'ITEM_PLANT_009'}, {'item_id': 'ITEM_FLOWER_008'}, {'item_id': 'ITEM_STONE_005'}, {'item_id': 'ITEM_STONE_006'}, {'item_id': 'ITEM_GEMSTONE_005'}, {'item_id': 'ITEM_GEMSTONE_008'}, {'item_id': 'ITEM_FOODSTUFF_006'}, {'item_id': 'ITEM_FOODSTUFF_007'}, {'item_id': 'ITEM_MUSHROOM_002'}, {'item_id': 'ITEM_INSECT_004'}, {'item_id': 'ITEM_INSECT_005'}, {'item_id': 'ITEM_THREAD_003'}, {'item_id': 'ITEM_WOOD_004'}]
-24	0.3031052631578947	0.20624242424242425	Shop	[{'item_id': 'ITEM_WEAPON_A_02'}, {'item_id': 'ITEM_WEAPON_B_02'}, {'item_id': 'ITEM_WEAPON_C_03'}, {'item_id': 'ITEM_WEAPON_D_02'}, {'item_id': 'ITEM_WEAPON_E_02'}, {'item_id': 'ITEM_WEAPON_F_01'}, {'item_id': 'ITEM_ARMOR_03'}, {'item_id': 'ITEM_ARMOR_04'}, {'item_id': 'ITEM_ACCESSORY_03'}, {'item_id': 'ITEM_ATTACK_005'}, {'item_id': 'ITEM_ATTACK_006'}, {'item_id': 'ITEM_ATTACK_007'}, {'item_id': 'ITEM_HEAL_003'}, {'item_id': 'ITEM_BUFF_002'}, {'item_id': 'ITEM_MIX_020'}, {'item_id': 'ITEM_MIX_021'}]
-25	0.3013490304709141	0.2041010101010101	Shop	[{'item_id': 'ITEM_MIX_018'}, {'item_id': 'ITEM_MIX_019'}, {'item_id': 'ITEM_MIX_022'}, {'item_id': 'ITEM_MIX_023'}, {'item_id': 'ITEM_MIX_024'}, {'item_id': 'ITEM_MIX_025'}, {'item_id': 'ITEM_MIX_026'}, {'item_id': 'ITEM_MIX_027'}, {'item_id': 'ITEM_MIX_029'}, {'item_id': 'ITEM_MIX_034'}]
-26	0.30019390581717453	0.21185521885521885	Shop	[{'item_id': 'ITEM_MIX_018'}, {'item_id': 'ITEM_MIX_019'}, {'item_id': 'ITEM_MIX_022'}, {'item_id': 'ITEM_MIX_023'}, {'item_id': 'ITEM_MIX_024'}, {'item_id': 'ITEM_MIX_025'}, {'item_id': 'ITEM_MIX_026'}, {'item_id': 'ITEM_MIX_027'}, {'item_id': 'ITEM_MIX_029'}, {'item_id': 'ITEM_MIX_034'}]
-27	0.2978961218836565	0.21956565656565658	Shop	[{'potential_0': 'ITEM_TRAIT_TRAIT_014'}, {'potential_0': 'ITEM_TRAIT_TRAIT_015'}, {'potential_0': 'ITEM_TRAIT_TRAIT_016'}, {'potential_0': 'ITEM_TRAIT_TRAIT_017'}, {'potential_0': 'ITEM_TRAIT_TRAIT_018'}, {'potential_0': 'ITEM_TRAIT_TRAIT_019'}, {'potential_0': 'ITEM_TRAIT_TRAIT_020'}, {'potential_0': 'ITEM_TRAIT_TRAIT_040'}, {'potential_0': 'ITEM_TRAIT_TRAIT_041'}, {'potential_0': 'ITEM_TRAIT_TRAIT_042'}, {'potential_0': 'ITEM_TRAIT_TRAIT_105'}, {'potential_0': 'ITEM_TRAIT_TRAIT_106'}, {'potential_0': 'ITEM_TRAIT_TRAIT_107'}, {'potential_0': 'ITEM_TRAIT_TRAIT_108'}]
-28	0.4877631578947368	0.6244141414141414	Shop	[{'item_id': 'ITEM_LIQUID_007'}, {'item_id': 'ITEM_PLANT_012'}, {'item_id': 'ITEM_MEDICAL_007'}, {'item_id': 'ITEM_SAND_004'}, {'item_id': 'ITEM_STONE_008'}, {'item_id': 'ITEM_ORE_006'}, {'item_id': 'ITEM_GEMSTONE_009'}, {'item_id': 'ITEM_FUEL_004'}, {'item_id': 'ITEM_FOODSTUFF_011'}, {'item_id': 'ITEM_BEEHIVE_003'}, {'item_id': 'ITEM_MUSHROOM_007'}, {'item_id': 'ITEM_FISH_012'}, {'item_id': 'ITEM_FISH_013'}, {'item_id': 'ITEM_INSECT_007'}, {'item_id': 'ITEM_WOOD_006'}, {'item_id': 'ITEM_MYSTIC_002'}]
-29	0.4910720221606648	0.6126700336700337	Shop	[{'item_id': 'ITEM_WEAPON_A_03'}, {'item_id': 'ITEM_WEAPON_B_03'}, {'item_id': 'ITEM_WEAPON_C_04'}, {'item_id': 'ITEM_WEAPON_D_03'}, {'item_id': 'ITEM_WEAPON_E_03'}, {'item_id': 'ITEM_WEAPON_F_02'}, {'item_id': 'ITEM_ARMOR_06'}, {'item_id': 'ITEM_ACCESSORY_07'}, {'item_id': 'ITEM_ATTACK_008'}, {'item_id': 'ITEM_ATTACK_009'}, {'item_id': 'ITEM_ATTACK_010'}, {'item_id': 'ITEM_ATTACK_011'}, {'item_id': 'ITEM_HEAL_006'}, {'item_id': 'ITEM_BUFF_003'}, {'item_id': 'ITEM_DEBUFF_004'}, {'item_id': 'ITEM_MIX_036'}, {'item_id': 'ITEM_MIX_037'}]
-30	0.48870637119113575	0.6132188552188552	Shop	[{'item_id': 'ITEM_MIX_028'}, {'item_id': 'ITEM_MIX_030'}, {'item_id': 'ITEM_MIX_031'}, {'item_id': 'ITEM_MIX_032'}, {'item_id': 'ITEM_MIX_033'}, {'item_id': 'ITEM_MIX_035'}, {'item_id': 'ITEM_MIX_038'}, {'item_id': 'ITEM_MIX_039'}, {'item_id': 'ITEM_MIX_040'}, {'item_id': 'ITEM_MIX_041'}, {'item_id': 'ITEM_MIX_042'}, {'item_id': 'ITEM_MIX_043'}]
-31	0.4908739612188365	0.6356531986531987	Shop	[{'item_id': 'ITEM_MIX_028'}, {'item_id': 'ITEM_MIX_030'}, {'item_id': 'ITEM_MIX_031'}, {'item_id': 'ITEM_MIX_032'}, {'item_id': 'ITEM_MIX_033'}, {'item_id': 'ITEM_MIX_035'}, {'item_id': 'ITEM_MIX_038'}, {'item_id': 'ITEM_MIX_039'}, {'item_id': 'ITEM_MIX_040'}, {'item_id': 'ITEM_MIX_041'}, {'item_id': 'ITEM_MIX_042'}, {'item_id': 'ITEM_MIX_043'}]
-32	0.486331024930748	0.6223468013468013	Shop	[{'potential_0': 'ITEM_TRAIT_TRAIT_021'}, {'potential_0': 'ITEM_TRAIT_TRAIT_022'}, {'potential_0': 'ITEM_TRAIT_TRAIT_023'}, {'potential_0': 'ITEM_TRAIT_TRAIT_024'}, {'potential_0': 'ITEM_TRAIT_TRAIT_025'}, {'potential_0': 'ITEM_TRAIT_TRAIT_026'}, {'potential_0': 'ITEM_TRAIT_TRAIT_027'}, {'potential_0': 'ITEM_TRAIT_TRAIT_028'}, {'potential_0': 'ITEM_TRAIT_TRAIT_029'}, {'potential_0': 'ITEM_TRAIT_TRAIT_030'}, {'potential_0': 'ITEM_TRAIT_TRAIT_031'}, {'potential_0': 'ITEM_TRAIT_TRAIT_032'}, {'potential_0': 'ITEM_TRAIT_TRAIT_033'}, {'potential_0': 'ITEM_TRAIT_TRAIT_034'}, {'potential_0': 'ITEM_TRAIT_TRAIT_035'}]
-33	0.6220567867036011	0.768976430976431	Shop	[{'item_id': 'ITEM_LIQUID_009'}, {'item_id': 'ITEM_PLANT_016'}, {'item_id': 'ITEM_PLANT_017'}, {'item_id': 'ITEM_UNI_004'}, {'item_id': 'ITEM_FLOWER_014'}, {'item_id': 'ITEM_FLOWER_015'}, {'item_id': 'ITEM_MEDICAL_009'}, {'item_id': 'ITEM_MEDICAL_010'}, {'item_id': 'ITEM_SAND_006'}, {'item_id': 'ITEM_STONE_010'}, {'item_id': 'ITEM_STONE_011'}, {'item_id': 'ITEM_ORE_009'}, {'item_id': 'ITEM_GEMSTONE_010'}, {'item_id': 'ITEM_POWDER_005'}, {'item_id': 'ITEM_FOODSTUFF_012'}, {'item_id': 'ITEM_WOOD_007'}, {'item_id': 'ITEM_MYSTIC_004'}]
-34	0.6221052631578947	0.772070707070707	Shop	[{'item_id': 'ITEM_WEAPON_A_04'}, {'item_id': 'ITEM_WEAPON_B_04'}, {'item_id': 'ITEM_WEAPON_C_01'}, {'item_id': 'ITEM_WEAPON_D_04'}, {'item_id': 'ITEM_WEAPON_E_04'}, {'item_id': 'ITEM_WEAPON_F_03'}, {'item_id': 'ITEM_ARMOR_09'}, {'item_id': 'ITEM_ACCESSORY_09'}, {'item_id': 'ITEM_ATTACK_012'}, {'item_id': 'ITEM_ATTACK_013'}, {'item_id': 'ITEM_ATTACK_014'}, {'item_id': 'ITEM_HEAL_009'}, {'item_id': 'ITEM_BUFF_005'}, {'item_id': 'ITEM_DEBUFF_005'}, {'item_id': 'ITEM_MIX_056'}, {'item_id': 'ITEM_MIX_057'}]
-35	0.6213130193905817	0.7618855218855218	Shop	[{'item_id': 'ITEM_MIX_044'}, {'item_id': 'ITEM_MIX_045'}, {'item_id': 'ITEM_MIX_046'}, {'item_id': 'ITEM_MIX_047'}, {'item_id': 'ITEM_MIX_048'}, {'item_id': 'ITEM_MIX_049'}, {'item_id': 'ITEM_MIX_050'}, {'item_id': 'ITEM_MIX_051'}, {'item_id': 'ITEM_MIX_052'}, {'item_id': 'ITEM_MIX_053'}, {'item_id': 'ITEM_MIX_054'}]
-36	0.6175914127423823	0.7804579124579124	Shop	[{'item_id': 'ITEM_MIX_044'}, {'item_id': 'ITEM_MIX_045'}, {'item_id': 'ITEM_MIX_046'}, {'item_id': 'ITEM_MIX_047'}, {'item_id': 'ITEM_MIX_048'}, {'item_id': 'ITEM_MIX_049'}, {'item_id': 'ITEM_MIX_050'}, {'item_id': 'ITEM_MIX_051'}, {'item_id': 'ITEM_MIX_052'}, {'item_id': 'ITEM_MIX_053'}, {'item_id': 'ITEM_MIX_054'}]
