id	x	z	location	note	collect_tag	fire	ice	bolt	air	neutral
29360240	0.33679903047091414	0.2126175084175084	Sivash	Particles	REVERBERATION_PIECE_COLLECT_INFO_ROTTENSEA	{'elem_1': 'fire', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'fire', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'fire', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'ice', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '3 - 8', 'rate1_2': 50, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'ice', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '4 - 9', 'rate2_2': 100, 'num2_3': '2 - 4', 'rate2_3': 50, 'elem_3': 'ice', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '5 - 10', 'rate3_2': 100, 'num3_3': '5 - 10', 'rate3_3': 100}	{'elem_1': 'bolt', 'num1_1': '3 - 8', 'rate1_1': 75, 'num1_2': '1 - 3', 'rate1_2': 25, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'bolt', 'num2_1': '4 - 9', 'rate2_1': 75, 'num2_2': '4 - 9', 'rate2_2': 75, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'bolt', 'num3_1': '5 - 10', 'rate3_1': 75, 'num3_2': '5 - 10', 'rate3_2': 75, 'num3_3': '5 - 10', 'rate3_3': 75}	{'elem_1': 'air', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'air', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'air', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'neutral', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'neutral', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '0 - 0', 'rate2_2': 0, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'neutral', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '0 - 0', 'rate3_2': 0, 'num3_3': '0 - 0', 'rate3_3': 0}
29360241	0.3378414127423823	0.21235387205387207	Sivash	Particles	REVERBERATION_PIECE_COLLECT_INFO_ROTTENSEA	{'elem_1': 'fire', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'fire', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'fire', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'ice', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '3 - 8', 'rate1_2': 50, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'ice', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '4 - 9', 'rate2_2': 100, 'num2_3': '2 - 4', 'rate2_3': 50, 'elem_3': 'ice', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '5 - 10', 'rate3_2': 100, 'num3_3': '5 - 10', 'rate3_3': 100}	{'elem_1': 'bolt', 'num1_1': '3 - 8', 'rate1_1': 75, 'num1_2': '1 - 3', 'rate1_2': 25, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'bolt', 'num2_1': '4 - 9', 'rate2_1': 75, 'num2_2': '4 - 9', 'rate2_2': 75, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'bolt', 'num3_1': '5 - 10', 'rate3_1': 75, 'num3_2': '5 - 10', 'rate3_2': 75, 'num3_3': '5 - 10', 'rate3_3': 75}	{'elem_1': 'air', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'air', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'air', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'neutral', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'neutral', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '0 - 0', 'rate2_2': 0, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'neutral', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '0 - 0', 'rate3_2': 0, 'num3_3': '0 - 0', 'rate3_3': 0}
29360242	0.3228717451523546	0.19290336700336697	Sivash	Particles	REVERBERATION_PIECE_COLLECT_INFO_ROTTENSEA	{'elem_1': 'fire', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'fire', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'fire', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'ice', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '3 - 8', 'rate1_2': 50, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'ice', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '4 - 9', 'rate2_2': 100, 'num2_3': '2 - 4', 'rate2_3': 50, 'elem_3': 'ice', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '5 - 10', 'rate3_2': 100, 'num3_3': '5 - 10', 'rate3_3': 100}	{'elem_1': 'bolt', 'num1_1': '3 - 8', 'rate1_1': 75, 'num1_2': '1 - 3', 'rate1_2': 25, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'bolt', 'num2_1': '4 - 9', 'rate2_1': 75, 'num2_2': '4 - 9', 'rate2_2': 75, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'bolt', 'num3_1': '5 - 10', 'rate3_1': 75, 'num3_2': '5 - 10', 'rate3_2': 75, 'num3_3': '5 - 10', 'rate3_3': 75}	{'elem_1': 'air', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'air', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'air', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'neutral', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'neutral', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '0 - 0', 'rate2_2': 0, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'neutral', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '0 - 0', 'rate3_2': 0, 'num3_3': '0 - 0', 'rate3_3': 0}
29360243	0.30874778393351804	0.19376868686868684	Sivash	Particles	REVERBERATION_PIECE_COLLECT_INFO_ROTTENSEA	{'elem_1': 'fire', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'fire', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'fire', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'ice', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '3 - 8', 'rate1_2': 50, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'ice', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '4 - 9', 'rate2_2': 100, 'num2_3': '2 - 4', 'rate2_3': 50, 'elem_3': 'ice', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '5 - 10', 'rate3_2': 100, 'num3_3': '5 - 10', 'rate3_3': 100}	{'elem_1': 'bolt', 'num1_1': '3 - 8', 'rate1_1': 75, 'num1_2': '1 - 3', 'rate1_2': 25, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'bolt', 'num2_1': '4 - 9', 'rate2_1': 75, 'num2_2': '4 - 9', 'rate2_2': 75, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'bolt', 'num3_1': '5 - 10', 'rate3_1': 75, 'num3_2': '5 - 10', 'rate3_2': 75, 'num3_3': '5 - 10', 'rate3_3': 75}	{'elem_1': 'air', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'air', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'air', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'neutral', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'neutral', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '0 - 0', 'rate2_2': 0, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'neutral', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '0 - 0', 'rate3_2': 0, 'num3_3': '0 - 0', 'rate3_3': 0}
29360246	0.2744908587257618	0.18313299663299662	Sivash	Particles	REVERBERATION_PIECE_COLLECT_INFO_ROTTENSEA	{'elem_1': 'fire', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'fire', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'fire', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'ice', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '3 - 8', 'rate1_2': 50, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'ice', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '4 - 9', 'rate2_2': 100, 'num2_3': '2 - 4', 'rate2_3': 50, 'elem_3': 'ice', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '5 - 10', 'rate3_2': 100, 'num3_3': '5 - 10', 'rate3_3': 100}	{'elem_1': 'bolt', 'num1_1': '3 - 8', 'rate1_1': 75, 'num1_2': '1 - 3', 'rate1_2': 25, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'bolt', 'num2_1': '4 - 9', 'rate2_1': 75, 'num2_2': '4 - 9', 'rate2_2': 75, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'bolt', 'num3_1': '5 - 10', 'rate3_1': 75, 'num3_2': '5 - 10', 'rate3_2': 75, 'num3_3': '5 - 10', 'rate3_3': 75}	{'elem_1': 'air', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'air', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'air', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'neutral', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'neutral', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '0 - 0', 'rate2_2': 0, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'neutral', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '0 - 0', 'rate3_2': 0, 'num3_3': '0 - 0', 'rate3_3': 0}
29360247	0.2712253462603878	0.1854720538720539	Sivash	Particles	REVERBERATION_PIECE_COLLECT_INFO_ROTTENSEA	{'elem_1': 'fire', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'fire', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'fire', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'ice', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '3 - 8', 'rate1_2': 50, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'ice', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '4 - 9', 'rate2_2': 100, 'num2_3': '2 - 4', 'rate2_3': 50, 'elem_3': 'ice', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '5 - 10', 'rate3_2': 100, 'num3_3': '5 - 10', 'rate3_3': 100}	{'elem_1': 'bolt', 'num1_1': '3 - 8', 'rate1_1': 75, 'num1_2': '1 - 3', 'rate1_2': 25, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'bolt', 'num2_1': '4 - 9', 'rate2_1': 75, 'num2_2': '4 - 9', 'rate2_2': 75, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'bolt', 'num3_1': '5 - 10', 'rate3_1': 75, 'num3_2': '5 - 10', 'rate3_2': 75, 'num3_3': '5 - 10', 'rate3_3': 75}	{'elem_1': 'air', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'air', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'air', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'neutral', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'neutral', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '0 - 0', 'rate2_2': 0, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'neutral', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '0 - 0', 'rate3_2': 0, 'num3_3': '0 - 0', 'rate3_3': 0}
29360340	0.27138476454293625	0.207010101010101	Sivash	Particles	REVERBERATION_PIECE_COLLECT_INFO_ROTTENSEA	{'elem_1': 'fire', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'fire', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'fire', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'ice', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '3 - 8', 'rate1_2': 50, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'ice', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '4 - 9', 'rate2_2': 100, 'num2_3': '2 - 4', 'rate2_3': 50, 'elem_3': 'ice', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '5 - 10', 'rate3_2': 100, 'num3_3': '5 - 10', 'rate3_3': 100}	{'elem_1': 'bolt', 'num1_1': '3 - 8', 'rate1_1': 75, 'num1_2': '1 - 3', 'rate1_2': 25, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'bolt', 'num2_1': '4 - 9', 'rate2_1': 75, 'num2_2': '4 - 9', 'rate2_2': 75, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'bolt', 'num3_1': '5 - 10', 'rate3_1': 75, 'num3_2': '5 - 10', 'rate3_2': 75, 'num3_3': '5 - 10', 'rate3_3': 75}	{'elem_1': 'air', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'air', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'air', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'neutral', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'neutral', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '0 - 0', 'rate2_2': 0, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'neutral', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '0 - 0', 'rate3_2': 0, 'num3_3': '0 - 0', 'rate3_3': 0}
29360244	0.28439681440443215	0.20782491582491583	Sivash	Particles	REVERBERATION_PIECE_COLLECT_INFO_ROTTENSEA	{'elem_1': 'fire', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'fire', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'fire', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'ice', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '3 - 8', 'rate1_2': 50, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'ice', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '4 - 9', 'rate2_2': 100, 'num2_3': '2 - 4', 'rate2_3': 50, 'elem_3': 'ice', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '5 - 10', 'rate3_2': 100, 'num3_3': '5 - 10', 'rate3_3': 100}	{'elem_1': 'bolt', 'num1_1': '3 - 8', 'rate1_1': 75, 'num1_2': '1 - 3', 'rate1_2': 25, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'bolt', 'num2_1': '4 - 9', 'rate2_1': 75, 'num2_2': '4 - 9', 'rate2_2': 75, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'bolt', 'num3_1': '5 - 10', 'rate3_1': 75, 'num3_2': '5 - 10', 'rate3_2': 75, 'num3_3': '5 - 10', 'rate3_3': 75}	{'elem_1': 'air', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'air', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'air', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'neutral', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'neutral', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '0 - 0', 'rate2_2': 0, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'neutral', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '0 - 0', 'rate3_2': 0, 'num3_3': '0 - 0', 'rate3_3': 0}
29360245	0.2853447368421053	0.20782491582491583	Sivash	Particles	REVERBERATION_PIECE_COLLECT_INFO_ROTTENSEA	{'elem_1': 'fire', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'fire', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'fire', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'ice', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '3 - 8', 'rate1_2': 50, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'ice', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '4 - 9', 'rate2_2': 100, 'num2_3': '2 - 4', 'rate2_3': 50, 'elem_3': 'ice', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '5 - 10', 'rate3_2': 100, 'num3_3': '5 - 10', 'rate3_3': 100}	{'elem_1': 'bolt', 'num1_1': '3 - 8', 'rate1_1': 75, 'num1_2': '1 - 3', 'rate1_2': 25, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'bolt', 'num2_1': '4 - 9', 'rate2_1': 75, 'num2_2': '4 - 9', 'rate2_2': 75, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'bolt', 'num3_1': '5 - 10', 'rate3_1': 75, 'num3_2': '5 - 10', 'rate3_2': 75, 'num3_3': '5 - 10', 'rate3_3': 75}	{'elem_1': 'air', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'air', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'air', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'neutral', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'neutral', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '0 - 0', 'rate2_2': 0, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'neutral', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '0 - 0', 'rate3_2': 0, 'num3_3': '0 - 0', 'rate3_3': 0}
29360248	0.26228545706371187	0.20264612794612794	Sivash	Particles	REVERBERATION_PIECE_COLLECT_INFO_ROTTENSEA	{'elem_1': 'fire', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'fire', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'fire', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'ice', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '3 - 8', 'rate1_2': 50, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'ice', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '4 - 9', 'rate2_2': 100, 'num2_3': '2 - 4', 'rate2_3': 50, 'elem_3': 'ice', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '5 - 10', 'rate3_2': 100, 'num3_3': '5 - 10', 'rate3_3': 100}	{'elem_1': 'bolt', 'num1_1': '3 - 8', 'rate1_1': 75, 'num1_2': '1 - 3', 'rate1_2': 25, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'bolt', 'num2_1': '4 - 9', 'rate2_1': 75, 'num2_2': '4 - 9', 'rate2_2': 75, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'bolt', 'num3_1': '5 - 10', 'rate3_1': 75, 'num3_2': '5 - 10', 'rate3_2': 75, 'num3_3': '5 - 10', 'rate3_3': 75}	{'elem_1': 'air', 'num1_1': '3 - 8', 'rate1_1': 50, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'air', 'num2_1': '4 - 9', 'rate2_1': 50, 'num2_2': '2 - 4', 'rate2_2': 50, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'air', 'num3_1': '5 - 10', 'rate3_1': 50, 'num3_2': '5 - 10', 'rate3_2': 50, 'num3_3': '3 - 5', 'rate3_3': 50}	{'elem_1': 'neutral', 'num1_1': '3 - 8', 'rate1_1': 100, 'num1_2': '0 - 0', 'rate1_2': 0, 'num1_3': '0 - 0', 'rate1_3': 0, 'elem_2': 'neutral', 'num2_1': '4 - 9', 'rate2_1': 100, 'num2_2': '0 - 0', 'rate2_2': 0, 'num2_3': '0 - 0', 'rate2_3': 0, 'elem_3': 'neutral', 'num3_1': '5 - 10', 'rate3_1': 100, 'num3_2': '0 - 0', 'rate3_2': 0, 'num3_3': '0 - 0', 'rate3_3': 0}
