monster_id	text_eng	desc_eng	text_jpn	desc_jpn	text_chs	desc_chs	text_cht	desc_cht	text_deu	desc_deu	text_fra	desc_fra	text_kor	desc_kor	text_rus	desc_rus	text_spa	desc_spa	img_no	race	break_symbol	break_weak_phys	fire	ice	bolt	air	star_hp	star_atk	star_def	star_spd	status_resist	disp_flag	rate	drop	rare_rate	rare_drop	trait	trait_rate	piece	piece_rate	table_id	drop_tag	rare_drop_tag	trait_id
MONSTER_WOOPER_01	Aqua Shadow	A flying monster that travels using cold air. While it has been spotted twirling around treasure chests, this behavior is both very rare and impossible to explain.	アクアシャドウ	冷気と共に飛来する魔物。極稀に宝箱の周りをぐるぐると回っている姿が目撃されるが、なぜそのようなことをするのかについてはわかっていない	海蓝暗影	伴随寒气一同飞来的魔物。在极稀有的情况下，能看到其绕着宝箱盘旋，但背后的原因仍然无人知晓。	海藍暗影	伴隨寒氣一同飛來的魔物。在極稀有的情況下，能看到其繞著寶箱盤旋，但箇中原因仍無人知曉。	Aquaschatten	Ein fliegendes Monster, das sich mit kalter Luft fortbewegt. Es wurde zwar schon gesehen, wie es um Schatztruhen herumwirbelte, aber dieses Verhalten ist sowohl sehr selten als auch unmöglich zu erklären.	Ombre aqueuse	Un monstre volant qui se déplace en utilisant l'air froid. On l'aperçoit parfois virevoltant au-dessus de coffres au trésor, un comportement aussi rare qu'inexplicable.	아쿠아 섀도	냉기를 두르고 하늘을 나는 몬스터. 간혹 보물상자 주위를빙글빙글 돌고 있는 모습을 볼 수 있지만, 왜 그런 행동을하는지에 대해서는 알려지지 않았다	Водяная тень	Это летающее чудовище парит в потоках морозного воздуха. Иногда его замечают кружащимся над сундуками с сокровищами, но делает оно это очень редко и неизвестно по какой причине.	Sombra de agua	Un monstruo volador que se desplaza con el aire frío. Si bien se le ha visto revolotear sobre cofres de tesoros, este comportamiento es muy inusual e imposible de explicar.	29	Salamander	5	True		RESIST	WEAK		2	2	3	2	[0, 0, 0, 0, 100, 0, 0, 0, 50, 0]	1	30	Salamander Down	100	Salamander Tears	Salamander Slayer	10	ICE	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_005	ITEM_ANIMAL_004	ITEM_TRAIT_TRAIT_053
MONSTER_WOOPER_02	Salamandara	A monster that glides by using air currents. Although generally quite docile, anyone who approaches it will be welcomed with menacing cries and gale-force winds.	サラマンダー	大気を自在に操ることができる魔物。普段は大人しいが、近づくと風をまとい、威嚇の鳴き声を上げながら追いかけてくる。竜巻のような風を起こし、相手を攻撃する	沙拉曼达	能自由操控空气的魔物。平常很温驯，但一旦有人靠近便会身缠旋风，发出威吓的叫声追赶过来。会卷起宛如龙卷风般的暴风攻击敌人。	沙羅曼達	能自由操控空氣的魔物。平常很溫馴，但一旦有人靠近便會身纏旋風，發出威嚇的叫聲追趕過來。會捲起宛如龍捲風的暴風攻擊敵人。	Salamandara	Ein Monster, das mit Hilfe von Luftströmungen gleitet. Obwohl es im Allgemeinen recht sanftmütig ist, wird jeder, der sich ihm nähert, mit bedrohlichen Schreien und orkanartigen Winden begrüßt.	Salamandara	Un monstre qui plane en utilisant les courants d'air. Plutôt docile en temps normal, il accueille quiconque l'approche par des cris menaçants et des vents tempétueux.	샐러맨더	대기를 자유롭게 다룰 수 있는 몬스터. 평소에는 얌전하지만, 다가가면 바람을 두른 채 위협적인 울음소리를 내며 쫓아온다. 회오리바람을 일으켜 상대를 공격한다	Саламандра	Чудовище, парящее в воздушных потоках. В целом довольно миролюбивое, но любой, кто к нему приблизится, будет встречен угрожающими криками и ураганным ветром.	Salamandora	Un monstruo que planea aprovechando las corrientes de aire. Aunque son dóciles en general, cualquiera que se le acerque será recibido con gritos amenazadores y vientos huracanados.	30	Salamander	5	True	WEAK			RESIST	3	2	2	3	[0, 0, 0, 0, 0, 0, 100, 0, 50, 0]	1	30	Salamander Down	100	Salamander Tears	Salamander Slayer	10	THUNDER	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_005	ITEM_ANIMAL_004	ITEM_TRAIT_TRAIT_053
MONSTER_WOOPER_03	Million Lux	"Only individual monsters of this species that are struck by lightning take on this form. Its many powerful techniques have earned it the nickname ""Lightning Incarnate."""	ミリオンルクス	この種の中で、落雷に撃たれた個体だけがなれるのが、この姿。繰り出す技のすべてが強力で、雷の化身と呼ばれることもある	百万光彩	在该种族的魔物中，只有被落雷击中的个体能进化成这个模样。施展出的所有技能都非常强大，因此也有人将其视为雷电的化身。	百萬光彩	在這個種族的魔物中，只有被落雷擊中的個體能進化成這個模樣。施展出的招式全都非常強大，因此也有人將其視為雷電的化身。	Millionlux	Nur einzelne Monster dieser Gattung, die vom Blitz getroffen werden, nehmen diese Form an. Seine vielen mächtigen Techniken haben ihm den Spitznamen „leibhaftiger Blitz“ verliehen.	Luxagogo	Seuls les membres de cette espèce frappés par la foudre prennent cette forme. Ses nombreuses techniques puissantes lui ont valu le surnom d'« incarnation de la foudre ».	밀리언 럭스	이 종족 중에서, 벼락에 맞은 개체만이 될 수 있는 모습. 모든 기술이 강력하며 천둥의 화신이라 불리기도 한다	Тысячесвет	Чудовища этого вида принимают такую форму, только если их поразит молния. Благодаря своим мощным приемам заслужили прозвище «живая молния».	Million Lux	"Los monstruos de esta especie que han sido alcanzados por un rayo son aquellos que adoptan esta forma. Sus numerosas y gallardas técnicas le han valido el apodo de ""encarnación del rayo""."	31	Salamander	5	True			RESIST	WEAK	3	3	4	2	[0, 0, 0, 0, 0, 100, 0, 0, 50, 0]	1	30	Salamander Down	100	Salamander Tears	Salamander Slayer	10	AIR	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_005	ITEM_ANIMAL_004	ITEM_TRAIT_TRAIT_053
MONSTER_WOOPER_04	Admiragills	A monster that is able to use powerful magic after having absorbed mana for a long time. Since it excels at long distance attacks, the best course of action is to attempt to get close.	アドミラブルギルス	長い間マナを吸収し、強力な魔法を使えるようになった魔物。遠距離からの攻撃を得意とするため、リスクを負って近づくのが有効	敬服之鳃	长时间吸收玛那，得到强大魔法能力的魔物。擅长远距离攻击，因此冒险逼近它会是有效的对付手段。	敬服之鰓	長時間吸收瑪那，得到強大魔法能力的魔物。擅長遠距離攻擊，因此冒險逼近牠會是有效的對付手段。	Admirakiem	Ein Monster, das mächtige Magie einsetzen kann, nachdem es lange Zeit Mana absorbiert hat. Da es sich besonders auf Fernangriffe spezialisiert, sollte man es möglichst aus der Nähe angreifen.	Salabranchies	Un monstre capable d'utiliser une magie puissante après avoir absorbé le mana pendant longtemps. Il est redoutable à longue portée, alors pour le vaincre, la meilleure chose à faire est de tenter de s'approcher.	애드미라블 길스	오랫동안 마나를 흡수해 강력한 마법을 구사할 수 있게 된몬스터.원거리 공격이 특기이기 때문에 리스크를 지고 접근하는 것이 효과적이다	Чудожабрий	Это чудовище годами поглощало ману и теперь способно использовать мощную магию. Его сильная сторона — атаки на дальней дистанции, так что верный способ с ним бороться — атаковать с ближнего расстояния.	Admirandra	Un monstruo capaz de usar la magia tras haber absorbido maná durante mucho tiempo. Destaca en ataques de largo alcance, por lo que se recomienda un enfrentamiento cercano.	32	Salamander	30	True	RESIST	WEAK			3	4	4	3	[0, 0, 0, 100, 0, 0, 0, 0, 50, 0]	1	30	Form Gem	100	Salamander Tears	Block Burns	10	FIRE	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_MAT_235	ITEM_ANIMAL_004	ITEM_TRAIT_TRAIT_069
MONSTER_OWL_00	Birdnyx	An enormous, nocturnal bird monster. It seeks out its prey from the tops of trees or the open sky, launching swift sneak attacks on whatever catches its sharp eyes. Skilled sharpshooters who manage to hit one in flight will cause it to falter and drop closer to the ground.	バードニクス	夜行性の巨大な鳥の魔物。基本的に木の上か空を飛んでいる魔物で、敵を見つけると上から奇襲をかける。飛んでいるところを射撃すると、よろよろと地上付近へ落ちてくる	暗夜猫头鹰	夜行性的巨大鸟类魔物。基本上不是站在树上就是飞在空中，一旦发现敌人，便会从上空发动奇袭。在其飞行时向其射击，就会摇摇晃晃地向地面附近降落。	暗夜貓頭鷹	夜行性的巨大鳥類魔物。基本上不是站在樹上就是在空中飛，一旦發現敵人，便會從上空發動奇襲。在其飛行時向其射擊，就會搖搖晃晃地向著地面下降。	Vonyx	Ein riesiges, nachtaktives Vogelmonster. Es jagt seine Beute in den Wipfeln der Bäume oder am offenen Himmel und greift alles an, was ihm ins Auge fällt. Geschickte Scharfschützen, denen es gelingt, es im Flug zu treffen, bringen es ins Wanken und so näher zur Erde.	Hibounyx	Un énorme monstre-oiseau nocturne. Il traque ses proies depuis la cime des arbres ou les cieux, et se lance furtivement en un éclair sur ce qui a capté son attention. Les tireurs habiles qui parviennent à en toucher un en plein vol le verront fléchir et voler plus bas.	버드닉스	야행성의 거대한 새 몬스터. 기본적으로 나무 위나 하늘을날고 있는 몬스터로 적을 발견하면 위쪽에서 기습을 가한다. 날고 있을 때 사격하면 비틀거리면서 땅으로 떨어진다	Птичникс	Огромная ночная птица. Выслеживает добычу с неба или сидя на вершине дерева и стремительно набрасывается на нее, как только увидит. Лишь самые меткие стрелки могут подбить ее в полете, заставив ослабеть и упасть на землю.	Avenyx	Un enorme monstruo alado y nocturno. Acecha a sus presas desde la copa de los árboles o a cielo abierto y se lanza en picado contra todo lo que capta su apetente mirada. Los cazadores expertos que consigan acertar a uno en pleno vuelo lograrán que se tambalee y que se acerque al suelo.	33	Horned Owl	10	True		WEAK		RESIST	1	2	1	2	[0, 100, 0, 0, 0, 0, 100, 0, 50, 0]	1	30	Predator Talons	100	Hunter's Eye	Horned Owl Slayer	10	AIR	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_006	ITEM_ANIMAL_007	ITEM_TRAIT_TRAIT_054
MONSTER_OWL_01	Amarillo	A monster with red wings and a characteristic crest. It circles its prey from high above, striking with startling accuracy. Its sharp talons make short work of whatever it catches.	アマリージョ	赤い翼と目立つトサカを持った魔物。円を描くように空を飛びながら、地上の獲物を狙う狩人。鋭いかぎ爪で獲物を引き裂く	赤羽猫头鹰	拥有红色翅膀与显眼鸟冠的魔物。可谓天生的猎人。会在空中绕圈盘旋瞄准地面的猎物，并用尖锐的钩爪将其撕裂。	赤羽貓頭鷹	擁有紅色翅膀與顯眼鳥冠的魔物。可謂天生的獵人。會在空中繞圈盤旋瞄準地面的獵物，並用尖銳的鉤爪將其撕裂。	Amarillo	Ein Monster mit roten Flügeln und einem markanten Kamm. Es umkreist seine Beute von hoch oben und schlägt mit verblüffender Genauigkeit zu. Mit seinen scharfen Klauen macht es kurzen Prozess mit allem, was es fängt.	Amarillo	Un monstre au plumage rouge et à la crête caractéristique. Il vole en cercles au-dessus de sa proie et attaque avec une précision déconcertante. Ses serres acérées sont impitoyables pour ses proies.	아마리죠	붉은 날개와 눈에 띄는 볏을 가진 몬스터. 원을 그리듯 하늘을 날면서 지상에 있는 먹잇감을 노리는 사냥꾼. 날카로운 갈고리발톱으로 사냥감을 찢는다	Амарильо	Чудовище с красными крыльями и характерным гребнем. Кружит в вышине над жертвой, наносит поразительно точные удары и разрывает добычу острыми когтями.	Amarelo	Un monstruo de alas rojas y una cresta característica. Acecha a su presa desde arriba y la castiga con una precisión sorprendente. Sus garras afiladas no tardan en dar buena cuenta de lo que atrapa.	34	Horned Owl	10	True		WEAK		RESIST	2	2	2	3	[0, 100, 0, 0, 0, 0, 100, 0, 50, 0]	1	30	Predator Talons	100	Hunter's Eye	Horned Owl Slayer	10	AIR	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_006	ITEM_ANIMAL_007	ITEM_TRAIT_TRAIT_054
MONSTER_OWL_02	Evil Wing	This creature prefers to lie in wait for its quarry from the treetops, swooping down the second it wanders into range. This fiendish winged monster is feared as the hunter of the skies.	イビルウィング	木の上でじっと獲物を待ち構え、近づいたところを急降下で襲い掛かるのが得意。まさに悪魔のような魔物で、獰猛な空の狩人と恐れられている	邪恶羽翼	擅长在树上静静地等待猎物靠近，然后迅速发起俯冲袭击的魔物。因此被视为像恶魔般凶猛的空中猎人而备受畏惧。	邪惡羽翼	擅長在樹上動也不動地等待獵物的魔物。會如惡魔般俯衝撲向靠近的獵物。因此被視為凶猛的空中獵人而備受畏懼。	Beflügeltes Grauen	Diese Kreatur zieht es vor, ihrer Beute in den Baumwipfeln aufzulauern und stürzt sich auf sie, sobald sie in Reichweite ist. Dieses teuflische geflügelte Monster ist als Jäger der Lüfte gefürchtet.	Volatile maléfique	Cette créature préfère guetter sa proie depuis la cime des arbres avant de fondre sur elle dès qu'elle se trouve à portée. Véritablement diabolique, ce monstre ailé est redouté comme le chasseur des cieux.	이블 윙	나무 위에서 가만히 사냥감을 기다린 뒤 가까이 다가오면 급강하하면서 습격하는 것이 특징. 그야말로 악마 같은 몬스터로, 사나운 하늘의 사냥꾼으로 두려움을 받고 있다	Злобокрыл	Наводящий ужас небесный охотник. Это злобное крылатое чудовище обычно подстерегает свою добычу на верхушках деревьев и пикирует вниз, как только та оказывается в пределах досягаемости.	Ala malvada	Esta criatura prefiere agazaparse para acechar a su presa en la copa de los árboles y se abalanza sobre ella en cuanto se pone a tiro. Se trata de un monstruo alado que infunde miedo como cazador de los cielos.	35	Horned Owl	10	True		WEAK		RESIST	2	3	2	3	[0, 100, 0, 0, 0, 0, 100, 0, 50, 0]	1	30	Predator Talons	100	Hunter's Eye	Horned Owl Slayer	10	AIR	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_006	ITEM_ANIMAL_007	ITEM_TRAIT_TRAIT_054
MONSTER_OWL_03	Abyss Roc	This winged creature's feathers are as tough and heavy as stone. It is stronger and more aggressive than other members of its species, occasionally opting to attack its targets directly instead of sneaking up on them.	アビスロック	岩のように硬くて重い羽を持つ。同族たちの中でも凶暴かつ強力な種類で、奇襲だけでなく真正面から敵に向かって来ることも少なくない	深渊之岩	拥有如岩石般坚硬沉重的羽毛的魔物。在同族中也属于相当凶暴与强大的种类，不仅会发动奇袭，也经常直接正面冲向敌人。	深淵之岩	擁有如岩石般堅硬沉重的羽毛的魔物。在同族中也屬於相當凶暴與強大的種類，不只會發動奇襲，也經常直接正面衝向敵人。	Abyssrok	Die Federn dieses geflügelten Wesens sind so hart und schwer wie Stein. Es ist stärker und aggressiver als andere Artgenossen und greift sein Ziel manchmal direkt an, anstatt sich anzuschleichen.	Rok abyssal	Les plumes de cette créature ailée sont aussi dures et lourdes que de la roche. Plus forte et plus agressive que les autres membres de son espèce, elle décide parfois d'attaquer ses proies directement plutôt que de les approcher furtivement.	어비스 록	날개가 바위처럼 단단하고 무겁다. 동족들 중에서도 흉포하고 강력한 종이며, 기습뿐 아니라 적을 향해 정면으로 날아가는 일도 적지 않다	Рок Бездны	Перья этого крылатого существа твердые и тяжелые, словно камень. Оно сильнее и агрессивнее других представителей своего вида. Иногда предпочитает не подкрадываться к жертве, а сразу атаковать.	Rok abisal	Las plumas de esta criatura son tan duras y pesadas como una piedra. Es más fuerte y agresivo que otros miembros de su especie y, en ocasiones, opta por atacar a su objetivo de forma directa en lugar de acercarse sigilosamente.	36	Horned Owl	10	True		WEAK		RESIST	3	3	2	4	[0, 100, 0, 0, 0, 0, 100, 0, 50, 0]	1	30	Predator Talons	100	Hunter's Eye	Horned Owl Slayer	10	AIR	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_006	ITEM_ANIMAL_007	ITEM_TRAIT_TRAIT_054
MONSTER_OWL_04	Midnight Owl	A monster that has been called the ruler of the night since ancient times. It has better night vision than others like it, allowing it to attack with precision even in the dark. The attack it performs with the wind generated from its wings is particularly powerful and must be watched out for.	ミッドナイトオウル	古の時代から夜を司るとされた魔物。他の個体と比べて、夜目がよく利くため、暗い場所でも的確に攻撃を行う。特に、翼から生み出した風による攻撃はかなり強力で注意が必要	午夜猫头鹰	传说自古执掌夜晚的魔物。与其他个体相比，夜视能力极佳，在黑暗之处也能准确攻击。其拍动翅膀所制造出来的强风攻击威力尤其强劲，必须多加注意。	午夜貓頭鷹	傳說自古執掌夜晚的魔物。與其他個體相比，夜視能力極佳，在黑暗之處也能準確攻擊。其拍動翅膀製造出來的強風，攻擊威力尤其強勁，必須多加注意。	Mitternachtseule	Ein Monster, das seit der Antike als Herrscher der Nacht bezeichnet wird. Es hat ein besseres Nachtsichtvermögen als seine Artgenossen und kann daher auch in der Dunkelheit präzise angreifen. Der mit seinen Flügeln erzeugte Windangriff ist besonders mächtig.	Hibou de minuit	Un monstre appelé le « maître de la nuit » depuis les temps anciens. Il voit mieux dans le noir que ses congénères, ce qui lui permet d'attaquer avec précision, même la nuit. Faites attention au vent qu'il génère avec ses ailes, c'est une attaque extrêmement puissante.	미드나이트 오울	고대부터 밤을 관장한다고 알려진 몬스터.다른 개체보다 밤눈이 밝기 때문에 어두운 곳에서도 정확하게 공격한다.특히 날개로 만든 바람에 의한 공격은 상당히 강력하므로 주의가 필요하다	Полуночная сова	Это чудовище с древности именуют владычицей ночи. Ее ночное зрение позволяет атаковать со смертоносной точностью даже в полной темноте. Особенно мощны и опасны атаки, усиленные ветром от ее крыльев.	Búho de medianoche	Un monstruo conocido como el rey de medianoche desde tiempos inmemoriales. Ve mejor que otros de su especie, lo que le permite abalanzarse con precisión en la total oscuridad. El viento que genera con sus alas es muy violento y hay que tener cuidado con él.	37	Horned Owl	40	True		WEAK		RESIST	4	3	3	4	[0, 100, 0, 0, 0, 0, 100, 0, 50, 0]	1	30	Hunter's Training Feather	100	Hunter's Eye	Block Poison	10	AIR	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_MAT_236	ITEM_ANIMAL_007	ITEM_TRAIT_TRAIT_067
MONSTER_BEAVER_00	Grim Beaver	A small, rodent-type monster. Every day, they work on their den, constantly commuting from their ideal base of operations to lumber-rich areas. While watching these adorable creatures work is rather heartwarming, getting too close to one will result in a nasty bite.	グリムビーバー	小型動物科の魔物。巣作りが日課で、いつも木と巣になりそうな場所を行ったり来たりしている。行動はかわいらしいが、近づくと強靭な歯で嚙みついてくるので注意	凶暴河狸	小型动物科的魔物。每天的例行公事就是筑巢，总在树木与适合筑巢的地点间来来往往。虽然行动相当可爱，但一旦有人靠近，它就会用强韧的牙齿咬人，因此千万要小心。	凶暴河狸	小型動物科的魔物。以築巢為每天的例行公事，總是在樹木與適合築巢的地點間來來往往。雖然行動相當可愛，但一旦有人靠近，牠就會用強韌的牙齒咬人，因此千萬要小心。	Grimmbiber	Ein kleines, nagetierartiges Monster. Jeden Tag arbeitet es an seiner Höhle und pendelt ständig zwischen seinem idealen Standort und holzreichen Gebieten hin und her. Diesen niedlichen Kreaturen bei der Arbeit zuzusehen, ist zwar herzerwärmend, aber wenn man ihnen zu nahe kommt, können sie rasch zubeißen.	Castor sinistre	Un petit monstre qui ressemble à un rongeur. Chaque jour, il bâtit sa tanière et fait des allers-retours entre son quartier général et des zones boisées. Regarder ces adorables créatures travailler est attendrissant, mais attention à ne pas trop vous approcher, vous risqueriez de vous faire mordre.	그림 비버	소형 동물 몬스터. 보금자리를 짓는 것이 일과이며, 항상 나무와 보금자리가 될 만한 장소를 찾아 돌아다닌다. 행동거지는 귀엽지만, 다가가면 튼튼한 이빨로 물려고 할 테니 주의할 것	Мрачный бобер	Эти грызуны каждый день трудятся над своей хаткой, курсируя между ней и лесом. Хотя наблюдать за работой этих очаровательных зверушек довольно трогательно, если подойти к ним слишком близко, могут больно укусить.	Castor macabro	Un pequeño monstruo roedor y muy adorable. Todos los días se afanan en su guarida y se desplazan constantemente entre su base de operaciones y otras zonas ricas en madera. Aunque verlos trabajar es reconfortante, acercarse a uno es pedir una mordedura desagradable.	38	Beaver	5	False		RESIST	WEAK		2	1	2	2	[0, 0, 0, 0, 50, 0, 0, 0, 50, 0]	1	30	Palma Fruit	100	Uni	Beaver Slayer	10	AIR	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_008	ITEM_UNI_001	ITEM_TRAIT_TRAIT_055
MONSTER_BEAVER_01	Jewel Keeper	A monster with particularly tough skin. A steady diet of ore has helped turn its body rock solid. It uses this trait to its advantage, curling up and rolling at enemies to attack them.	ジュエルキーパー	硬い皮膚を持った魔物。鉱石を食べることで少しずつ自らの身体を岩のように硬く変貌させる習性を持つ。そんな硬い身体を車輪のように回転させて攻撃するのが得意	宝石守卫	拥有坚硬皮肤的魔物。习性吞食矿石，让自己的身体逐渐变得像岩石一样坚硬。擅长如车轮般旋转坚硬的身体，以此对敌人发动攻击。	寶石守衛	擁有堅硬皮膚的魔物。習性是透過吞食礦石，讓自己的身體慢慢變得像岩石一樣堅硬。擅長讓堅硬的身體如車輪般旋轉，對敵人發動攻擊。	Juwelenhorter	Ein Monster mit besonders harter Haut. Der ständige Verzehr von Erz hat dazu beigetragen, seinen Körper steinhart zu machen. Es nutzt diese Eigenschaft zu seinem Vorteil, indem es sich zusammenrollt und auf Gegner zurollt, um sie anzugreifen.	Gardien des joyaux	Un monstre à la peau particulièrement dure. Son régime alimentaire principalement constitué de minerais a rendu son corps solide comme un roc. Il utilise cette caractéristique à son avantage : roulé en boule, il se jette sur ses ennemis.	주얼 키퍼	피부가 단단한 몬스터. 광석을 먹으며 자신의 몸을 조금씩바위처럼 단단하게 바꾸는 습성을 가지고 있다. 그런 단단한 몸을 바퀴처럼 회전하듯 공격하는 것이 특징	Камнехранитель	Чудовище с чрезвычайно прочной шкурой. Постоянно питается рудой, из-за чего его тело стало твердым, как камень. Умело этим пользуется, сворачиваясь калачиком и катясь на врагов.	Guardajoyas	La piel de este monstruo es especialmente dura. La dieta basada casi con totalidad en minerales ha contribuido a que su cuerpo sea sólido como una roca. Utiliza este rasgo a su favor y se enrosca para rodar hacia sus enemigos.	39	Beaver	5	False		RESIST	WEAK		2	2	3	2	[0, 0, 0, 0, 50, 0, 0, 0, 50, 0]	1	30	Palma Fruit	100	Dryad Jade	Beaver Slayer	10	ICE	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_008	ITEM_GEMSTONE_004	ITEM_TRAIT_TRAIT_055
MONSTER_BEAVER_02	Hell's Cherry	A monster with brightly colored fur that builds its den in flowery fields. Should something enter its territory, it will rear back on its hind legs, spreading its arms wide in intimidation. If that fails to dissuade the intruder, it will not hesitate to run and attack them.	ヘルチェリー	花畑に巣を作る、鮮やかな体毛を持つ魔物。自分の住処である花畑に入るものに対して、両手を広げて威嚇し、それでも侵入しようとする者に対しては、走って襲い掛かる	地狱樱桃	体毛鲜艳的魔物。习惯在花田筑巢。一旦有人进入自身巢穴所在的花田，便会张开双手威吓对方。假如对方仍企图入侵，就会冲过去发动攻击。	地獄櫻桃	體毛鮮豔的魔物。習慣在花田築巢，一旦有人進入自身巢穴所在的花田，便會張開雙手進行威嚇。假如對方仍企圖入侵，就會衝過去發動攻擊。	Höllenkirsche	Ein Monster mit farbenfrohem Fell, das seine Höhle in blühenden Feldern baut. Wenn jemand in sein Revier eindringt, zieht es sich auf die Hinterbeine zurück und breitet seine Arme zur Einschüchterung weit aus. Gelingt es ihm nicht, den Eindringling abzuschrecken, zögert es nicht, ihn anzugreifen.	Cerise infernale	Un monstre à la fourrure colorée qui construit sa tanière dans des champs de fleurs. Face à toute intrusion sur son territoire, il se dressera sur ses pattes arrières et ouvrira grand les bras pour intimider sa cible. Si cela ne suffit pas à dissuader l'intrus, il n'hésitera pas à foncer et attaquer.	헬 체리	꽃밭에 보금자리를 짓는, 선명한 털을 가진 몬스터. 자신의 거처인 꽃밭에 들어오는 자를 두 팔 벌려 위협하고, 그럼에도 침입하려고 하는 자를 향해 매섭게 달려든다	Адский вишневик	Чудовище с ярким мехом, обитающее в цветочных полях. Когда кто-то проникает на его территорию, оно встает на задние лапы, а передние угрожающе раскидывает в стороны. Если это не отпугнет непрошеного гостя, без колебаний бросается в атаку.	Cereza infernal	Un monstruo con una piel de vívidos colores que construye su guarida en campos floridos. Si algo o alguien entra en su territorio, retrocede sobre sus patas traseras y extiende las patas delanteras para intimidar. Si no consigue disuadir al intruso, no dudará en correr y atacarle.	40	Beaver	5	False		RESIST	WEAK		2	2	3	3	[0, 0, 0, 0, 50, 0, 0, 0, 50, 0]	1	30	Palma Fruit	100	Moonlit Berry	Beaver Slayer	10	ICE	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_008	ITEM_FOODSTUFF_003	ITEM_TRAIT_TRAIT_055
MONSTER_BEAVER_03	Crunch-all	This monster uses its vice-like jaw to gather the metal and ore with which it makes its dam. It takes much pride in its work, leading it to rage against anyone who threatens its dam, stubbornly driving them off.	クランチオール	万力のように強力な顎を利用し、金属や鉱石などを集めてダムを作るのが得意。自慢のダムを攻撃されると激怒し、かなりしつこく追いかけてくる	碎岩河狸	擅长利用有如老虎钳般有力的下颚，收集金属与矿石等材料来制作水坝的魔物。当引以为傲的水坝遭到攻击时，会非常愤怒地对攻击者展开纠缠不休的追击。	碎岩河狸	擅長利用如老虎鉗般有力的上下顎，收集金屬與礦石等材料製作水壩的魔物。當引以為傲的水壩遭到攻擊時，會非常憤怒地對攻擊者展開糾纏不休的追擊。	Allesvernichter	Mit seinem schraubstockähnlichen Kiefer sammelt das Monster das Metall und Erz ein, aus dem es seinen Damm baut. Es ist auf seine Arbeit so stolz, dass es gegen jeden wütet, der seinen Damm bedroht, und ihn hartnäckig vertreibt.	Croque-tout	Ce monstre utilise sa mâchoire comme un étau pour collecter le métal et les minerais avec lesquels il construit son barrage. Il est très fier de son ouvrage, ce qui le pousse à se déchaîner contre quiconque le menace.	크런치 올	고정기구처럼 강한 턱을 이용해 금속이나 광석 등을 모아 댐을 만드는 것이 특징. 소중한 댐을 공격당하면 크게 분노하여 상당히 끈질기게 쫓아온다	Всепогрыз	Это чудовище добывает своими мощными челюстями металл и руду, из которых потом строит плотину. Очень гордится своей работой и может обрушить весь свой гнев на тех, кто посягнет на нее.	Romperrocas	Este monstruo emplea su mandíbula para recoger metales y menas para fabricar una presa. Se enorgullece de su trabajo, tanto que se enfurece contra cualquiera que lo ponga en peligro y lo expulsa sin miramientos.	41	Beaver	5	False		RESIST	WEAK		3	2	3	3	[0, 0, 0, 0, 50, 0, 0, 0, 50, 0]	1	30	Palma Fruit	100	Smoldering Uni	Beaver Slayer	10	ICE	50	['MONSTER_DROP_TABLE_00', 'MONSTER_DROP_TABLE_01', 'MONSTER_DROP_TABLE_02']	ITEM_ANIMAL_008	ITEM_UNI_002	ITEM_TRAIT_TRAIT_055
