item_id	text_eng	desc_eng	text_jpn	desc_jpn	text_chs	desc_chs	text_cht	desc_cht	text_deu	desc_deu	text_fra	desc_fra	text_kor	desc_kor	text_rus	desc_rus	text_spa	desc_spa	imgNo	multiImgNo	lv	duplicate_cost	range	fire	ice	bolt	air	category	material	convert_material_num	exchange_rate	disp_flag	atk	def	spd	use_num	mana	cool_time	target_type	aoe
ITEM_SAND_001	White Sand	Sparkling white sand that's often used in pottery. Finer sand sells for a higher price.	白砂	キラキラとした白い砂。陶器を作る際に利用されることが多く、砂粒がきめ細かいほど価値がある	白砂	闪闪发光的白砂。经常被用来制作陶器，砂粒越细越有价值。	白砂	閃閃發光的白砂。經常被用來製作陶器，砂粒越細緻越有價值。	Weißer Sand	Glitzernder weißer Sand, der oft in der Töpferei Anwendung findet. Je feiner der Sand, umso teurer lässt er sich verkaufen.	Sable blanc	Du sable blanc étincelant souvent utilisé en poterie. Plus le sable est fin, plus son prix est élevé.	하얀 모래	반짝이는 하얀 모래. 도기를 만들 때 이용되는 경우가 많고, 모래알이 미세할수록 가치가 있다	Белый песок	Искрящийся белый песок, который часто используется в гончарном деле. Чем мельче песок, тем выше его цена.	Arena blanca	Arena blanca brillante que suele utilizarse en alfarería. La arena más fina se vende a mejor precio.	69	-1	5	5	1	False	False	True	False	['(Sand)']	['Powder']	[1, '']	[5, 6, 7, 10, 12, 15]	1								
ITEM_SAND_002	Black Sand	Black sand with grains that are almost as small as atoms. It can stain your hands and clothes black, so it's best to keep it away from any white clothing. Often used to make ink.	黒砂	粒子に近いくらいきめ細かい黒い砂。服や手に付くと真っ黒になってしまうため、少なくとも白い服で近づかない方がいい。インクの材料として使われることが多い	黑砂	细到近乎粒子的黑砂。衣服或手一沾到就会变黑，因此穿白衣服时最好不要靠近。经常用来当作墨水的材料。	黑砂	細到近乎粒子的黑砂。衣服或手一沾到就會變黑，因此穿白衣服時最好不要靠近。經常用來當作墨水的材料。	Schwarzer Sand	Schwarzer Sand, dessen Körner beinahe so klein sind wie Atome. Da der Sand leicht auf Hände und Kleidung abfärbt, sollte man ihn von weißer Kleidung fernhalten. Wird oft in der Herstellung von Tinte verwendet.	Sable noir	Du sable noir aux grains presque aussi fins que des atomes. Il peut aisément tacher les mains et les vêtements, alors évitez de porter du blanc quand vous en manipulez. Souvent utilisé pour fabriquer de l'encre.	검은 모래	입자에 가까울 정도로 미세한 검은 모래. 옷이나 손에 묻으면 시커멓게 변하기 때문에 적어도 흰 옷을 입고 접근하지 않는 것이 좋다. 잉크의 재료로 사용되는 경우가 많다	Черный песок	Черный песок, такой мелкий, что его крупинки едва больше атомов. Руки и одежда от него окрашиваются черным, так что держите его подальше от белых нарядов. Часто используется для изготовления чернил.	Arena negra	Arena negra con granos tan pequeños como átomos. Puede manchar las manos y la ropa, así que es mejor mantenerla alejada de cualquier tela blanca. A menudo se usa para fabricar tinta.	70	-1	9	5	2	True	False	False	False	['(Sand)', '(Gunpowder)']	['Powder']	[1, '']	[7, 8, 10, 14, 17, 21]	1								
ITEM_SAND_003	Emerald Glass	Emerald-colored sand. A closer look reveals the grains are made up of small, glassy rock particles. It's most commonly found among other ores and rarely ever found on its own.	エメラルドグラス	エメラルドのような色をした砂。よく見ると分かるが、極めて細かいガラス質の石粒の集まり。これ単体で見つかることは珍しく、大抵は他の鉱石などと一緒に見つかることが多い	翡翠玻璃	颜色犹如翡翠的砂。仔细一看便能发现是由极细的玻璃质石粉所组成。经常会与其他矿石等物一起被发现，很少单独出现。	翡翠玻璃	顏色猶如翡翠的砂子。若仔細一看，能發現是由極細的玻璃質石頭粉末所組成。經常與其他礦石等物一起被發現，很少會單獨出現。	Smaragdglas	Smaragdfarbener Sand. Bei genauer Betrachtung lässt sich erkennen, dass die Körner aus kleinen, gläsernen Steinpartikeln bestehen. Wird häufig in der Nähe anderer Erze gefunden und kommt selten allein vor.	Verre émeraude	Du sable couleur émeraude. Après examen, il s'avère que les grains sont en fait de minuscules particules de pierres vitreuses. Rarement découvert seul, ce sable est généralement extrait avec d'autres minerais.	에메랄드 글라스	에메랄드 같은 색의 모래. 자세히 보면 매우 작은 유리질의 알갱이로 이루어져 있다. 이것 하나만 발견되는 경우는 거의 없고, 주로 다른 광석 등과 함께 발견되는 일이 많다	Изумрудное стекло	Песок изумрудного цвета. При ближайшем рассмотрении видно, что его крупинки — это крошечные частицы стекловидной породы. Чаще всего он встречается среди другой руды, и почти никогда — сам по себе.	Vidrio esmeralda	Arena de color esmeralda. De cerca, se aprecia que los granos están formados por partículas diminutas de roca vítrea. Se suele encontrar junto a otros minerales y rara vez por sí sola.	71	-1	16	5	3	False	False	False	True	['(Sand)']	['Powder', 'Saltpeter']	[1, 1]	[9, 10, 13, 18, 22, 27]	1								
ITEM_SAND_004	Harmonic Sand	The various metallic fragments mixed into the sand are what give this ingredient its uniquely shifting colors. Handling it can make your hands prickle.	ハーモニックサンド	粉々になったいろいろな金属が集まり、砂と混ざり合ったもの。多数の金属成分が集まり反応したことにより独特な色に変色している。触り心地は、少しチクチクするらしい	调和之砂	收集各种粉碎的金属再与砂子混合而成之物。因大量金属成分聚集在一起后的反应，而呈现出独特的颜色。触感似乎有一点刺人。	調和之砂	收集各種粉碎的金屬再與砂子混合而成之物。因大量金屬成分聚集在一起後的反應，而呈現出獨特的顏色。觸感似乎有一點刺人。	Idyllischer Sand	Die zahlreichen metallischen Fragmente, die mit dem Sand vermengt sind, sorgen dafür, dass die Farben dieser Zutat stetig wechseln. Das bloße Anfassen des Sandes kann ein prickelndes Gefühl der Haut verursachen.	Sable harmonieux	Ce sable contient divers fragments métalliques qui lui confèrent ses reflets aux couleurs changeantes. Manipuler cet ingrédient peut donner des fourmis dans les mains.	조화의 모래	산산조각이 난 여러 금속이 모여 모래랑 섞인 것. 많은 금속 성분이 모여 반응함으로써 독특한 색으로 바뀌었다. 촉감은 약간 따끔거리는 듯하다	Гармонический песок	Частицы различных металлов, перемешанные с песком, заставляют этот материал переливаться всеми цветами радуги. Осторожно: при работе с ним можно исколоть себе руки.	Arena armónica	Los diversos fragmentos metálicos que están mezclados en la arena son lo que aporta a este ingrediente sus colores cambiantes. Tocarlo con las manos provoca un cosquilleo.	72	-1	25	5	3	False	False	True	False	['(Sand)']	['Powder', 'Saltpeter']	[1, 1]	[12, 14, 18, 24, 30, 36]	1								
ITEM_SAND_005	Eisenstaub	Fine iron powder similar to sand. Though it's commonly mistaken for iron sand, it's composed entirely of crushed iron. No one knows how it gets turned into such a fine powder.	アイゼンシュタオプ	砂のように細かい鉄の粉。砂鉄と間違われやすいが、これは金属が砕けて細かい鉄粉になったもの。なぜここまで粉々になったのかについては分かっていない	铁粉	如砂子般细致的铁粉。容易被误认为铁砂，实际上是金属粉碎后形成的细铁粉。至于为什么会粉碎得这么彻底，就无从得知了。	鐵粉	如砂子般細緻的鐵粉。雖然容易被誤認為鐵砂，實際上卻是金屬粉碎後形成的細緻鐵粉。至於為什麼會粉碎得這麼徹底，就無從得知了。	Eisenstaub	Feiner Staub aus Eisen, ähnlich wie Sand. Auch wenn er oft mit Eisensand verwechselt wird, besteht er doch ausschließlich aus zerkleinertem Eisen. Niemand weiß, wie er zu so einem feinen Pulver werden konnte.	Eisenstaub	De la poussière de fer aussi fine que du sable. On la confond souvent avec du sable ferreux, mais c'est bien du fer réduit en poussière. Personne ne sait comment ce fer a pu être réduit en une poussière aussi fine.	아이젠슈타옵	모래처럼 고운 쇳가루. 사철로 오해하기 쉽지만, 이는 금속이 부서져 고운 쇳가루가 된 것이다. 왜 이렇게 부스러졌는지에 대해서는 알려지지 않았다	Айзенштауб	Мелкий железный порошок, похожий на песок. Его часто принимают за железный песок, но на самом деле это просто дробленое железо — никто не знает, что его так измельчает.	Eisenstaub	Polvo fino de hierro similar a la arena. Aunque se suele confundir con la arena férrea, está compuesta en su totalidad por hierro triturado. Nadie sabe cómo se convierte en un polvo tan fino.	73	-1	33	5	3	True	False	False	False	['(Sand)', '(Metal)']	['Powder']	[1, '']	[15, 18, 22, 30, 37, 45]	1								
ITEM_SAND_006	Fallen Stardust	Shimmering particles said to have rained down from the sky during a meteor shower. A number of unknown minerals are mixed in, so they are widely believed to have come from beyond the stars.	堕ちた星屑	星の降る夜、空から降り注いだと言われる輝く粒子。見たことのない成分を多く含んでいるため、空の彼方からやってきたと考えられている	坠落的星尘	据说是繁星坠落的夜晚从天而降的耀眼粒子。由于蕴含许多前所未见的成分，被认为是来自天空的另一端。	墜落的星塵	據說是繁星墜落的夜晚從天而降的耀眼粒子。由於蘊含許多前所未見的成分，被認為是來自天空的另一端。	Gefallener Sternenstaub	Glitzernde Partikel, von denen man sagt, sie wären einst infolge eines Meteorschauers vom Himmel gefallen. Eine Vielzahl an unterschiedlichen Materialien sind darunter vermengt, daher nimmt man an, dass sie von weit jenseits der Sterne stammen.	Poussière d'étoile	On raconte que ces particules scintillantes seraient tombées du ciel lors d'une pluie de météorites. La présence de divers minéraux inconnus prête à penser qu'elles proviennent des confins du cosmos.	떨어진 별무리	별빛이 가득한 밤, 하늘에서 쏟아졌다는 빛나는 입자. 본 적 없는 성분이 많이 함유되어 있어 하늘 저편에서 왔다고 여겨지고 있다	Упавшая звездная пыль	Мерцающие частицы, которые, как говорят, упали с неба во время метеоритного дождя. Частицы содержат множество неизвестных минералов, поэтому считается, что они прилетели откуда-то из глубин космоса.	Polvo estelar	Partículas brillantes que, según dicen, cayeron del cielo durante una lluvia de meteoritos. Se han mezclado con minerales desconocidos y por eso se cree que proceden de las estrellas.	74	-1	40	5	5	False	True	False	True	['(Sand)', '(Magical)']	['Powder', 'Saltpeter']	[1, 1]	[20, 24, 30, 40, 50, 60]	1								
ITEM_STONE_001	Stone Fragments	Broken-off pieces of stone. To put it simply, they're just rocks. Go for a stroll and you'll probably trip over dozens of these. They're practically worthless.	砕けた石片	砕けた状態で見つかる石片。言ってしまえば、石ころ。大体足元を見れば落ちているものなので、価値はない	碎裂的石片	在碎裂状态下被发现的石片。说白了就是小石头。通常只要低头就能看见其散落一地，因此毫无价值。	碎裂的石片	在碎裂狀態下被發現的石片。說白了就是小石頭。通常只要低頭就能看見其散落一地，因此毫無價值。	Steinsplitter	Ein Stück eines zerbrochenen und gewöhnlichen Steines. Diese Art Stein ist allerorts in zahlreichen Mengen zu finden und im Grunde vollkommen wertlos.	Fragment de pierre	Un fragment de roche brisée. Soyons francs, c'est juste une pierre. Vous trébucherez sur une dizaine de ces pierres à la moindre promenade. Elle n'a presque aucune valeur.	부서진 돌조각	부서진 상태로 발견되는 돌조각. 한마디로 단순한 돌조각.대체로 발밑에 떨어져 있어서 가치는 없다	Фрагменты камня	Отколовшийся кусок породы — то есть, проще говоря, камень. Сходите прогуляйтесь, и вы наверняка споткнетесь о десятки таких камней. Практически ничего не стоит.	Fragmentos de piedra	Un trozo de roca o, en otras palabras, una simple piedra. Si sales a dar un paseo, es probable que tropieces con decenas de ellas. Prácticamente no tiene valor.	75	449	2	5	1	False	False	False	True	['(Stone)']	['Stone']	[1, '']	[5, 6, 7, 10, 12, 15]	1								
ITEM_STONE_002	Waterside Moss Stone	A stone that's been enveloped in moss. These are pretty easy to find near areas with water, such as beaches and riverbanks.	水辺の苔石	繁殖したコケに包まれた石。海辺や川沿いなど、水気の多い場所の石を見れば、簡単に発見できる	水边苔石	被繁殖的苔藓覆盖住表面的石头。在海边、河畔等多水的地方能轻易发现。	水邊苔石	被繁殖的苔蘚覆蓋住表面的石頭。在海邊、河畔等多水的地方能輕易發現。	Wassermoos-Stein	Ein von Moos bedeckter Stein. Er ist leicht in Gebieten zu finden, die Wasser aufweisen, wie zum Beispiel an Stränden oder Flussufern.	Pierre moussue de berge	Une pierre couverte de mousse. On en trouve relativement aisément aux bords des cours d'eau, sur les plages ou près des rivières.	물가의 이끼돌	번식한 이끼로 뒤덮인 돌. 해변이나 강가 등 물기가 많은 곳의 돌을 확인하면 쉽게 찾을 수 있다	Камень водяного мха	Камень, поросший мхом. Такие часто встречаются возле водоемов — например, на пляжах или по берегам рек.	Piedra musgosa de la ribera	Una piedra envuelta en musgo. Son fáciles de avistar cerca de las masas de agua, como las playas y las riberas.	76	-1	6	5	1	False	True	False	False	['(Stone)']	['Stone']	[1, '']	[7, 8, 10, 14, 17, 21]	1								
ITEM_STONE_003	Ethereal Stone	A mysterious stone with a pale glow. There are many tales about the stone, like how it has spiritual power, or that it came from a meteorite. But the only thing anyone knows for sure is that it glows.	白霊岩	青白い発光をし続ける不思議な石。霊的な力が秘められている、元々は白熱した隕石だった、といった話はいくつもあるが、本当かどうかは分からない。ただ、発光していることだけは間違いない	白灵岩	持续发出淡蓝色光芒的神奇石头。有着蕴含灵力，或原为白炽的陨石等各式各样的说法，但真伪无从得知。不过的确会发光。	白靈岩	持續發出淡藍色光芒的神奇石頭。雖然有著蘊含靈力，或原本是白熾的隕石等各式各樣的說法，但真偽無從得知。不過的確會發光。	Ätherischer Stein	Ein mysteriöser Stein, der schwach schimmert. Viele Erzählungen ranken sich um diesen Stein, zum Beispiel, dass er eine spirituelle Kraft in sich trägt oder dass er einst Teil eines Meteoriten war. Das Einzige jedoch, was man von ihm mit Sicherheit weiß, ist die Tatsache, dass er leuchtet.	Pierre éthérée	Une pierre mystérieuse qui émet une lueur blafarde et fait l'objet de nombreuses légendes. On raconte notamment qu'elle possède des pouvoirs spirituels ou que c'est un fragment de météorite. Tout ce qui est sûr, c'est qu'elle brille.	백령암	푸르스름한 빛을 내는 신비한 돌. 영적인 힘이 깃들었다, 원래는 열을 띤 운석이었다, 등 여러 설이 있지만, 사실인지 아닌지는 알 수 없다. 단, 빛을 내고 있는 것만은 분명하다	Эфирный камень	Таинственный камень, испускающий бледное свечение. О нем ходит множество легенд — например, что он обладает силой духов, или что это осколок метеорита. Но единственное, что известно достоверно, — это то, что он светится.	Piedra etérea	Una piedra misteriosa con un brillo pálido. Hay muchas leyendas sobre esta piedra, sobre sus poderes espirituales y su origen en un meteorito, pero lo único que sabemos con certeza es que brilla.	77	-1	9	5	2	False	False	True	False	['(Stone)']	['Stone']	[1, '']	[9, 10, 13, 18, 22, 27]	1								
ITEM_STONE_004	Ancient Fossil	The fossil of a creature that inhabited the region long ago. It's common to find fossils of undiscovered creatures, but since they contain many precious elements, most aren't turned in for research.	古代生物の化石	遥か昔、この地に生息していた生物の化石。本にも載っていない未確認生物の化石が見つかることも割とよくあるのだが、化石内部に貴重な成分が多数含まれているため、研究のために持ち帰られる数は少ない	古代生物化石	远古时代栖息在这片土地的生物的化石。虽然经常会发现连书上都没有记载的未知生物的化石，但因化石里含有诸多珍贵成分，被带回去研究的数量很少。	古代生物化石	遠古時代棲息在這片土地的生物的化石。雖然經常會發現連書上都沒有記載的未知生物的化石，但因為化石裡含有許多珍貴成分，因此被帶回去研究的數量很少。	Antikes Fossil	Das Fossil eines Lebewesens, das vor langer Zeit einmal diese Region bewohnte. Es ist nicht ungewöhnlich, Fossile von unentdeckten Lebewesen zu finden. Da sie aber viele wertvolle Elemente beinhalten, werden sie selten Wissenschaftlern überreicht.	Ancien fossile	Le fossile d'une créature qui habitait la région il y a fort longtemps. Il est fréquent de trouver des fossiles de créatures inconnues, mais comme ils contiennent des éléments précieux, peu sont envoyés aux instituts de recherche.	고대생물의 화석	먼 옛날, 이 땅에 살았던 생물의 화석. 책에도 실리지 않은 미확인생물의 화석은 비교적 자주 발견되지만, 귀중한 성분이 많이 들어 있어 연구를 위해 가져갈 수 있는 개수는 적다	Древняя окаменелость	Окаменевшие останки существа, когда-то давно обитавшего в этих краях. Окаменелости неизвестных существ — частая находка, но в руки ученых они попадают редко, поскольку содержат много ценных элементов.	Fósil ancestral	El fósil de un ser que habitó la región hace mucho tiempo. Es habitual encontrar fósiles de criaturas aún por descubrir, pero, al contener elementos tan valiosos, la mayoría no se destinan a la investigación.	78	-1	16	5	2	False	False	True	False	['(Stone)', '(Animal Mat.)']	['Stone']	[1, '']	[11, 13, 16, 22, 27, 33]	1								
ITEM_STONE_005	Breeze Stone	A mysterious ore containing the power of air. When smashed open, it releases all of the air energy contained within. Caution is needed when smashing larger ones to avoid getting blown away.	ブリーズストーン	風の力を内包している不思議な鉱石。衝撃を与えて割ると、内包している力に応じた強さの風が放たれる。大きな物を割る際は、その力で吹き飛ばされかねないため注意が必要	微风石	蕴含风之力量的神奇矿石。以外力施加冲击将其打破后，石头会释放出与其蕴含力量相当的强风。打破较大的矿石则可能会被内含的力量吹飞，必须小心。	微風石	蘊含風之力量的神奇礦石。以外力施加衝擊將其打破時，會釋放出與其蘊含的力量相應的強風。打破較大的礦石時可能會被那股力量吹飛，因此須要小心。	Brisenstein	Ein mysteriöses Erz, das die Kräfte der Luft beherbergt. Bricht man dieses Erz auf, entkommt sämtliche Luftenergie, die in ihm eingeschlossen ist. Vorsicht ist geboten, sollte man größere Brisensteine aufbrechen, da man sonst Gefahr läuft, hinfort geweht zu werden.	Pierre de brise	Un minerai précieux qui renferme la puissance du vent. Une fois fendu, il libère toute l'énergie contenue à l'intérieur. Si vous brisez un fragment de belle taille, faites attention à ne pas être emporté par le vent.	브리즈 스톤	바람의 힘이 내포된 신기한 광석. 충격을 가해 부수면, 광석이 내포하고 있는 힘에 상응하는 바람을 일으킨다. 크기가 큰 광석을 부술 때는, 그 힘으로 날아갈 수도 있기 때문에 주의할 것	Камень бриза	Таинственная руда, содержащая силу воздуха. Если ее расколоть, она высвобождает всю накопившуюся силу, так что при работе с большими самородками нужно соблюдать осторожность, чтобы не взорваться.	Piedra de la brisa	Una mena misteriosa que contiene el poder del aire. Al romperla, libera toda la energía de la brisa que retiene en su interior. Se recomienda tener cuidado al quebrar las más grandes para evitar salir volando.	79	-1	23	5	3	False	False	False	True	['(Stone)', '(Gases)']	['Stone']	[1, '']	[13, 15, 19, 26, 32, 39]	1								
ITEM_STONE_006	Ashen Stone	A craggy gray stone made from a mixture of sand and ash. It's coarse, and simply running your finger along the surface is enough to scrape some off, but it's highly impact-resistant.	灰英石	ごつごつとした灰色の石。その正体は砂と灰が混じって固まった岩石。ざらざらとした触感で、指で撫でるだけでも簡単に削れてしまうが、衝撃にはとても強い	灰英石	粗糙的灰色石头。实际上是砂与灰烬混合后凝结的岩石。触感粗糙，用手轻轻指触摸便能轻易刮下粉末，但非常耐冲击。	灰英石	粗糙的灰色石頭。實際上是砂子與灰燼混合後凝結的岩石。觸感粗糙，光是用手指觸摸就能輕易刮下粉末，但非常耐衝擊。	Aschfahler Stein	Ein unebener, grauer Stein, der aus einer Mischung aus Sand und Asche besteht. Er ist sehr spröde, sodass schon bei Berührung mit dem Finger einige Körner herabfallen können. Allerdings ist er sehr robust.	Pierre de cendres	Une pierre grise anguleuse composée d'un mélange de sable et de cendres. Sa surface est friable, il suffit de passer le doigt dessus pour l'effriter, mais sa résistance aux chocs est prodigieuse.	회영석	울퉁불퉁한 잿빛 돌. 그 정체는 모래와 재가 섞인 뒤 굳어진 암석. 감촉이 거칠고, 손가락으로 쓰다듬기만 해도 쉽게 깎여 나가지만, 충격에는 매우 강하다	Пепельный камень	Грубый серый камень из смеси песка и золы. Он шероховатый наощупь, и достаточно просто провести по нему пальцем, чтобы немного соскоблить, зато ему нипочем никакие удары.	Piedra cenicienta	Una piedra áspera gris fabricada con una mezcla de arena y cenizas. Es basta y con solo pasar la yema del dedo por su superficie podría levantarte algo de piel, pero es muy resistente a los golpes.	80	-1	25	5	3	True	False	False	False	['(Stone)']	['Stone']	[1, '']	[15, 18, 22, 30, 37, 45]	1								
ITEM_STONE_007	Puzzle Stone	A stone craft made by people in ancient times. It's believed these were used in contests of wit, and anyone able to separate the pieces earned the respect of their peers. It's very fragile, so it must be handled with care.	ジニアストンリング	太古の人々が作った石細工。知恵比べに用いられていたと言われ、これを外すことができた者は人々から一目置かれていたという。割れたり折れたりしやすいので注意が必要	天才石环	由太古之人制作的石质工艺品。据说是用来测量智力的道具，成功解开石环的人将受到众人景仰。极易破损或折断，使用时需小心。	天才石環	太古的人們製作的石質工藝品。據說是用來比智慧的道具，成功解開石環的人會受到眾人景仰。很容易破損或斷掉，因此須要小心。	Tüftelstein	Ein Kunsthandwerk aus Stein, das von Menschen aus dem Altertum erschaffen wurde. Man glaubt, dass es einst in Konkurrenzkämpfen des Wissens Einsatz fand. Jeder, der die Teile entzweien konnte, erntete den Respekt seiner Mitmenschen. Es ist sehr zerbrechlich, daher sollte es mit Vorsicht behandelt werden.	Pierre puzzle	Une pierre fabriquée par les artisans des temps anciens, probablement utilisée pour des concours d'esprit. Quiconque parvenait à séparer les différents éléments gagnait le respect de ses pairs. Elle est très fragile, alors manipulez-la avec précaution.	지니어스톤링	태고의 사람들이 만든 돌 세공품. 지혜를 겨루기 위해 사용되었다고 하며, 이를 분리한 사람은 다른 이들로부터 인정을 받았다고 한다. 깨지거나 부러지기 쉬우므로 주의할 것	Головоломный камень	Древняя каменная поделка. Считается, что такие использовали в состязаниях на смекалку: тот, кто мог разделить головоломку на части, был достоин уважения товарищей. Штука очень хрупкая, и обращаться с ней нужно осторожно.	Piedra rompecabezas	Una piedra artesanal fabricada por pueblos de la antigüedad. Se cree que se utilizaba en concursos de ingenio y la persona capaz de separar las piezas que la componen se ganaba el respeto de sus compañeros. Es muy frágil, así que debe tratarse con cuidado.	81	-1	30	5	2	False	False	True	False	['(Stone)']	['Stone']	[1, '']	[17, 20, 25, 34, 42, 51]	1								
ITEM_STONE_008	Mobius Stone	The surface and underside of this stone are twisted into each other. This strange shape is naturally occurring. No one has been able to identify which is the surface and which is the underside.	メビウス石	表面と裏面がつながった形状の石。人工的に作られた物ではなく、自然によって生み出された不思議なもの。幾人もがこの石の表裏を区別しようとしたがいまだにその答えは出されていない	莫比乌斯石	正面与反面相连的石头。这是大自然的神奇产物，并非人工制作。有许多人曾试图区分这块石头的正反面，但至今尚未能得出结论。	莫比烏斯石	形狀為正面與反面連接在一起的石頭。這是大自然創造的神奇產物，並非人工製作出來的。有許多人試圖區分這塊石頭的正反面，但至今都還沒有得出結論。	Möbiusstein	Die Ober- und die Unterseite dieses Steins sind ineinander verdreht. Diese ungewöhnliche Form ist natürlichen Ursprungs. Bisher konnte nicht herausgefunden werden, was die Ober- und was die Unterseite dieses Steins ist.	Pierre de Mobius	Les deux faces de cette pierre s'enroulent naturellement l'une autour de l'autre. Personne n'a encore réussi à déterminer celle qui correspond à la partie supérieure, et celle qui correspond à la partie inférieure.	뫼비우스석	앞면과 뒷면이 연결된 모양의 돌. 인공적으로 만들어진 것이 아닌, 자연적으로 만들어진 신기한 것. 몇몇 사람이 이 돌의 앞뒤를 구분하려 했지만 아직껏 그 해답은 나오지 않았다	Камень Мебиуса	Этот камень перекручен так, что у него нет внешней или внутренней стороны: они сливаются в одну. Удивительно, но такая странная форма появилась естественным образом.	Piedra de Moebius	La parte superior y la inferior de esta piedra se retuercen entre sí. Esta figura tan extraña es de origen natural. Nadie ha sabido identificar cuál es la superficie y cuál es la cara inferior.	82	-1	31	5	3	False	False	False	True	['(Stone)']	['Stone']	[1, '']	[19, 22, 28, 38, 47, 57]	1								
ITEM_STONE_009	Cobalt Stone	A stone speckled with cobalt, though the scant amount contained within means that this shimmering stone is generally treated like any other rock. Occasionally, it is refined and used in pigment creation.	コバルト石	コバルトを含んだ石。含有量が石の部分よりも少ないため、石材として使われることが多い。精製して顔料に使われることもある	钴蓝石	含有钴蓝的石头。由于钴蓝的比例低于石头的部分，经常被当作石材使用。也有人会在萃取后用作颜料使用。	鈷藍石	含有鈷藍的石頭。由於鈷藍的比例低於石頭的部分，經常被當作石材使用。也有人會在萃取後拿來當顏料。	Kobaltstein	Ein mit Kobalt besprenkelter Stein. Aufgrund der geringen Menge dieses wertvollen Materials wird dieser schimmernde Stein wie ein gewöhnlicher Kiesel behandelt. Gelegentlich wird er gemahlen und zur Farbherstellung verwendet.	Pierre cobalt	Une pierre mouchetée de cobalt. La quantité de métal est tellement insignifiante que cette pierre scintillante est généralement considérée comme un caillou ordinaire. Il arrive parfois qu'on la raffine et qu'on s'en serve pour produire des pigments.	코발트석	코발트가 함유된 돌. 함유량이 돌 부분보다 적기 때문에 석재로 쓰이는 경우가 많다. 정제하여 안료로 사용되기도 한다	Кобальтовый камень	Камень с вкраплениями кобальта, но его содержание так невелико, что, по сути, это просто обычный, хоть и мерцающий, камень. Изредка его очищают и используют для создания пигментов.	Piedra de cobalto	Una piedra con motas de cobalto, aunque es una cantidad tan ínfima que, por lo general, esta piedra brillante se trata como cualquier roca. De vez en cuando, se refina para crear pigmentos.	83	-1	32	5	4	False	True	False	False	['(Stone)', '(Ore)']	['Stone']	[1, '']	[19, 22, 28, 38, 47, 57]	1								
ITEM_STONE_010	Guardian Stone	A rock shaped like a knight's shield. While it's meant to serve as a wall decoration, it seems like it could be taken down and used as an actual shield during times of trouble. It has the strength of metal despite being stone.	ガーディアンストーン	騎士が持つ盾のような形状をした石。装飾として壁などに飾れるものだが、問題が生じた際に、取り外して盾としても使用できそうだ。石ではあるが、金属同様の強度を持つ	守护者之石	形状如骑士盾牌的石头。原始用途是挂在墙壁等处的装饰品，但出事时也能取下来当盾牌使用。虽然是石头，却拥有和金属相同的强度。	守護者之石	形狀如騎士盾牌的石頭。原始用途是掛在牆壁等處的裝飾品，但出事時也能取下來當盾牌使用。雖然是石頭，卻擁有和金屬相同的強度。	Stein des Schützers	Ein Stein in der Form eines Ritterschilds. Er kann zwar als Wanddekoration dienen, aber auch, falls erforderlich, als ein richtiger Schild verwendet werden. Obwohl es sich um einen Stein handelt, ist er genauso massiv wie Metall.	Pierre gardienne	Une pierre en forme de bouclier de chevalier. Principalement utilisée comme décoration murale, elle fera un parfait bouclier dans les périodes de trouble. Bien qu'il soit en pierre, ce bouclier est aussi solide que le métal.	가디언 스톤	기사의 방패처럼 생긴 돌. 벽 등에 장식할 수 있는 것이지만, 문제가 생겼을 때 떼서 방패로도 사용할 수 있을 것 같다. 돌이지만, 금속과 같은 강도를 지녔다	Камень стража	Камень в форме рыцарского щита. Пусть он и служит украшением на стену, но сделан таким образом, чтобы в случае необходимости его можно было бы снять и использовать как настоящий щит. Хоть это и камень, он обладает прочностью металла.	Piedra guardiana	Una roca con forma de escudo de caballero. Aunque se puede usar como adorno para la pared, se ha fabricado para poder desmontarse y usarse como escudo auténtico en momentos de apuro. Es tan fuerte como el metal a pesar de ser una piedra.	84	-1	39	5	5	True	False	False	False	['(Stone)', '(Ore)']	['Stone']	[1, '']	[22, 26, 33, 44, 55, 66]	1								
