mix_skill_id	karma	name	desc
MIX_SKILL__12	0	"{'text_eng': ""A Smithy's Expertise"", 'text_jpn': '鍛冶屋の心得', 'text_chs': '铁匠心得', 'text_cht': '鐵匠心得', 'text_deu': 'Des Schmieds Können', 'text_fra': 'Expertise de forgeron', 'text_kor': '대장장이의 소양', 'text_rus': 'Мастерство кузнеца', 'text_spa': 'Especialidad de herrería'}"	"{'text_eng': 'Increases resonance area by <NUM0> and ATK by <NUM1> when adding an ingredient from the ingot category.', 'text_jpn': '「インゴット」カテゴリの材料投入時、共鳴範囲＋<NUM0>、攻撃力＋<NUM1>', 'text_chs': '放入类别为“金属块”的材料时，共鸣范围+<NUM0>、攻击力+<NUM1>。', 'text_cht': '放入「金屬塊」類別的材料時，共鳴範圍+<NUM0>、攻擊力+<NUM1>。', 'text_deu': 'Vergrößert den Resonanzbereich um <NUM0> und ANG um <NUM1>, wenn eine Zutat der Kategorie „Barren“ hinzugefügt wird.', 'text_fra': ""Augmente la zone de résonance de <NUM0> et l'ATQ de <NUM1> en ajoutant un ingrédient de la catégorie Lingot."", 'text_kor': '「잉곳」 카테고리의 재료를 투입하면공명범위＋<NUM0>, 공격력＋<NUM1>', 'text_rus': 'Усиливает область воздействия на <NUM0> и АТК на <NUM1> при добавлении ингредиента из категории слитков.', 'text_spa': 'Potencia la zona de influencia en <NUM0> y el ATQ en <NUM1> cuando se añade un ingrediente de la categoría de lingotes.'}"
MIX_SKILL__13	0	"{'text_eng': ""An Armorer's Expertise"", 'text_jpn': '防具屋の心得', 'text_chs': '防具工匠心得', 'text_cht': '防具工匠心得', 'text_deu': 'Des Waffenschmieds Wissensschatz', 'text_fra': ""Expertise d'armurier"", 'text_kor': '방어구점장의 소양', 'text_rus': 'Опыт оружейника', 'text_spa': 'Experiencia de armería'}"	{'text_eng': 'Increases resonance area by <NUM0> and DEF by <NUM1> when adding an ingredient from the cloth category.', 'text_jpn': '「クロース」カテゴリの材料投入時、共鳴範囲＋<NUM0>、防御力＋<NUM1>', 'text_chs': '放入类别为“布料”的材料时，共鸣范围+<NUM0>、防御力+<NUM1>。', 'text_cht': '放入「布料」類別的材料時，共鳴範圍+<NUM0>、防禦力+<NUM1>。', 'text_deu': 'Vergrößert den Resonanzbereich um <NUM0> und VRT um <NUM1>, wenn eine Zutat der Kategorie „Stoff“ hinzugefügt wird.', 'text_fra': 'Augmente la zone de résonance de <NUM0> et la DÉF de <NUM1> en ajoutant un ingrédient de la catégorie Tissu.', 'text_kor': '「클로스」 카테고리의 재료를 투입하면공명범위＋<NUM0>, 방어력＋<NUM1>', 'text_rus': 'Усиливает область воздействия на <NUM0> и ЗЩТ на <NUM1> при добавлении ингредиента из категории тканей.', 'text_spa': 'Potencia la zona de influencia en <NUM0> y la DEF en <NUM1> cuando se añade un ingrediente de la categoría de tela.'}
MIX_SKILL__16	-10	{'text_eng': 'Proficient Alchemist', 'text_jpn': '熟練錬金術士', 'text_chs': '熟练炼金术士', 'text_cht': '熟練鍊金術士', 'text_deu': 'Geübter Alchemist', 'text_fra': 'Alchimiste chevronné', 'text_kor': '숙련된 연금술사', 'text_rus': 'Опытный алхимик', 'text_spa': 'Alquimista competente'}	{'text_eng': 'Increases resonance area by <NUM0>, quality by <NUM1>, and resonance Lv. by <NUM2> when adding an ingredient from the elixir category.', 'text_jpn': '「エリキシル」カテゴリの材料投入時、共鳴範囲＋<NUM0>、品質＋<NUM1>、共鳴＋<NUM2>', 'text_chs': '放入类别为“万灵药”的材料时，共鸣范围+<NUM0>、品质+<NUM1>、共鸣+<NUM2>。', 'text_cht': '放入「萬靈藥」類別的材料時，共鳴範圍+<NUM0>、品質+<NUM1>、共鳴+<NUM2>。', 'text_deu': 'Verbessert den Resonanzbereich um <NUM0>, die Qualität um <NUM1> und die Sphären-St. um <NUM2>, wenn eine Zutat aus der Kategorie Elixier hinzugefügt wird.', 'text_fra': 'Augmente la zone de résonance de <NUM0>, la qualité de <NUM1>, et le Niv. de résonance de <NUM2> en ajoutant un ingrédient de la catégorie Élixir.', 'text_kor': '「엘릭시르」 카테고리의 재료를 투입하면공명범위＋<NUM0>, 품질＋<NUM1>, 공명＋<NUM2>', 'text_rus': 'Усиливает область воздействия на <NUM0>, повышает качество на <NUM1> и уровень сферы на <NUM2> при добавлении ингредиента из категории эликсиров.', 'text_spa': 'Potencia la zona de influencia en <NUM0>, la calidad en <NUM1> y el nv. de esfera en <NUM2> al añadir un ingrediente de la categoría de elixires.'}
MIX_SKILL__17	-10	{'text_eng': 'Draw Out Quality', 'text_jpn': '品質を引き出す', 'text_chs': '激发品质', 'text_cht': '激發品質', 'text_deu': 'Qualität verfeinern', 'text_fra': 'Intensification de qualité', 'text_kor': '품질 개발', 'text_rus': 'Повышение качества', 'text_spa': 'Extraer calidad'}	"{'text_eng': 'Boosts the quality gained when adding ingredients by <NUM0>x.', 'text_jpn': '材料投入時の品質上昇値が<NUM0>倍', 'text_chs': '放入材料时的品质提升值变为<NUM0>倍。', 'text_cht': '放入材料時的品質上升值為<NUM0>倍。', 'text_deu': 'Verbessert die Qualität beim Hinzufügen von Zutaten <NUM0>-mal.', 'text_fra': ""Augmente la qualité obtenue de <NUM0> lors de l'ajout d'ingrédients."", 'text_kor': '재료 투입 시품질 상승치가 <NUM0>배', 'text_rus': 'Повышает качество, полученное при добавлении ингредиентов, в <NUM0>\xa0р.', 'text_spa': 'Potencia la calidad obtenida al añadir ingredientes en x<NUM0>.'}"
MIX_SKILL__18	-10	"{'text_eng': 'Draw Out Abilities', 'text_jpn': '能力を引き出す', 'text_chs': '激发能力', 'text_cht': '激發能力', 'text_deu': 'Fähigkeiten verfeinern', 'text_fra': ""Intensification d'aptitudes"", 'text_kor': '능력 개발', 'text_rus': 'Улучшение способностей', 'text_spa': 'Extraer talentos'}"	"{'text_eng': 'Boosts the stats gained when adding ingredients by <NUM0>x.', 'text_jpn': '材料投入時のステータス上昇量が<NUM0>倍', 'text_chs': '放入材料时的能力提升量变为<NUM0>倍。', 'text_cht': '放入材料時的能力上升量為<NUM0>倍。', 'text_deu': 'Verbessert die Werte, die beim Hinzufügen von Zutaten gewonnen werden, <NUM0>-mal.', 'text_fra': ""Augmente les stats obtenues de <NUM0> lors de l'ajout d'ingrédients."", 'text_kor': '재료 투입 시스테이터스 상승량이 <NUM0>배', 'text_rus': 'Повышает параметры, полученные при добавлении ингредиентов, в <NUM0>\xa0р.', 'text_spa': 'Potencia las estadísticas obtenidas al añadir ingredientes en x<NUM0>.'}"
MIX_SKILL__20	10	{'text_eng': 'Forced Unlocking', 'text_jpn': '強制開放', 'text_chs': '强制解锁', 'text_cht': '強制解鎖', 'text_deu': 'Erzwungene Freischaltung', 'text_fra': 'Déverrouillage forcé', 'text_kor': '강제 개방', 'text_rus': 'Принудительное открытие', 'text_spa': 'Desbloqueo forzoso'}	"{'text_eng': ""Sets the recipe's level to maximum for this synthesis only."", 'text_jpn': 'この調合のみレシピレベルを最大状態にする', 'text_chs': '仅限此次调合，配方等级升至最高状态。', 'text_cht': '僅於此次調合將配方等級提升至最高狀態。', 'text_deu': 'Setzt die Stufe des Rezepts nur für diese Synthese auf den Höchstwert.', 'text_fra': 'Définit le niveau de la recette au maximum pour cette synthèse uniquement.', 'text_kor': '해당 조합에서만 레시피 레벨을최대 상태로 만든다', 'text_rus': 'Устанавливает максимальный уровень рецепта только для этого синтеза.', 'text_spa': 'Establece el nivel de la receta al máximo solo para esta síntesis.'}"
MIX_SKILL__23	10	{'text_eng': 'Chain Reaction', 'text_jpn': '連鎖反応', 'text_chs': '连锁反应', 'text_cht': '連鎖反應', 'text_deu': 'Kettenreaktion', 'text_fra': 'Réaction en chaîne', 'text_kor': '연쇄 반응', 'text_rus': 'Цепная реакция', 'text_spa': 'Reacción en cadena'}	"{'text_eng': ""When adding ingredients, if the expanding resonance area contacts another slot, then that slot's resonance area will increase by 1/4th of the size of the ingredient's resonance area."", 'text_jpn': '材料投入時に広がる共鳴範囲が、他のスロットに触れた場合、触れたスロットを中心に投入した材料の４分の１サイズの共鳴範囲が拡散する', 'text_chs': '放入材料时，扩散的共鸣范围若接触到其他材料槽，共鸣范围将以接触到的材料槽为中心，扩散所放入材料四分之一的大小。', 'text_cht': '放入材料時擴散的共鳴範圍若接觸到其他材料槽，共鳴範圍將以接觸到的材料槽為中心，擴散所放入材料四分之一的大小。', 'text_deu': 'Wenn beim Hinzufügen von Zutaten der sich ausdehnende Resonanzbereich einen anderen Platz berührt, breitet sich dieser Resonanzbereich auch von diesem Platz mit 1/4 seiner ursprünglichen Größe aus.', 'text_fra': ""En ajoutant des ingrédients, si la zone de résonance entre en contact avec un autre emplacement, celle-ci augmentera de 1/4 de la taille de la zone de résonance de l'ingrédient touché."", 'text_kor': '재료 투입 시 넓어지는 공명범위가다른 슬롯에 닿으면, 닿은 슬롯을중심으로 투입한 재료의 1/4 사이즈의공명범위가 확산된다', 'text_rus': 'Если при добавлении ингредиентов расширяющаяся область резонанса соприкасается с другой ячейкой, то область резонанса этой ячейки увеличится на 1/4\xa0размера области резонанса ингредиента.', 'text_spa': 'Al añadir ingredientes, si la zona de resonancia en expansión entra en contacto con otra ranura, se extenderá también a esa ranura pero con 1/4 del tamaño original de la zona de resonancia del ingrediente.'}"
MIX_SKILL__50	0	{'text_eng': 'Quality Multiplier', 'text_jpn': '品質補正', 'text_chs': '品质调整', 'text_cht': '品質調整', 'text_deu': 'Qualitäts-Erhöhung', 'text_fra': 'Multiplicateur de qualité', 'text_kor': '품질 보정', 'text_rus': 'Множитель качества', 'text_spa': 'Multiplicador de calidad'}	{'text_eng': 'Boosts quality by <NUM0>%.', 'text_jpn': '品質＋<NUM0>％', 'text_chs': '品质+<NUM0>%', 'text_cht': '品質+<NUM0>%', 'text_deu': 'Verbessert die Qualität um <NUM0> %.', 'text_fra': 'Augmente la qualité de <NUM0>\xa0%.', 'text_kor': '품질＋<NUM0>%', 'text_rus': 'Повышает качество на <NUM0>%.', 'text_spa': 'Potencia la calidad un <NUM0>\xa0%.'}
MIX_SKILL__53	0	{'text_eng': 'Duplication Method', 'text_jpn': '複製法', 'text_chs': '复制法', 'text_cht': '複製法', 'text_deu': 'Duplizier-Methode', 'text_fra': 'Méthode de duplication', 'text_kor': '복제법', 'text_rus': 'Метод удвоения', 'text_spa': 'Método de duplicación'}	{'text_eng': 'Increases quantity by <NUM0>.', 'text_jpn': '作成個数＋<NUM0>', 'text_chs': '制作个数+<NUM0>', 'text_cht': '製作個數+<NUM0>', 'text_deu': 'Erhöht Menge um <NUM0>.', 'text_fra': 'Augmente la quantité de <NUM0>.', 'text_kor': '제작개수＋<NUM0>', 'text_rus': 'Увеличивает количество на <NUM0>.', 'text_spa': 'Aumenta la cantidad en <NUM0>.'}
MIX_SKILL__54	0	{'text_eng': 'HP Multiplier', 'text_jpn': 'HP補正', 'text_chs': 'HP调整', 'text_cht': 'HP調整', 'text_deu': 'LP-Erhöhung', 'text_fra': 'Multiplicateur PV', 'text_kor': 'HP 보정', 'text_rus': 'Множитель ОЗ', 'text_spa': 'Multiplicador de PS'}	"{'text_eng': 'Boosts equipment HP by <NUM0>%.', 'text_jpn': '装備品のHP＋<NUM0>％', 'text_chs': '装备的HP+<NUM0>%', 'text_cht': '裝備的HP+<NUM0>%', 'text_deu': 'Erhöht die LP um <NUM0> %.', 'text_fra': ""Augmente les PV de l'équipement de <NUM0>\xa0%."", 'text_kor': '장비품의 HP＋<NUM0>%', 'text_rus': 'Повышает ОЗ на <NUM0>%.', 'text_spa': 'Potencia los PS un <NUM0>\xa0%.'}"
MIX_SKILL__55	0	{'text_eng': 'ATK Multiplier', 'text_jpn': '攻撃力補正', 'text_chs': '攻击力调整', 'text_cht': '攻擊力調整', 'text_deu': 'ANG-Erhöhung', 'text_fra': 'Multiplicateur ATQ', 'text_kor': '공격력 보정', 'text_rus': 'Множитель АТК', 'text_spa': 'Multiplicador de ATQ'}	"{'text_eng': 'Boosts equipment ATK by <NUM0>%.', 'text_jpn': '装備品の攻撃力＋<NUM0>％', 'text_chs': '装备的攻击力+<NUM0>%', 'text_cht': '裝備的攻擊力+<NUM0>%', 'text_deu': 'Erhöht Ausrüstungs-ANG um <NUM0> %.', 'text_fra': ""Augmente l'ATQ de l'équipement de <NUM0>\xa0%."", 'text_kor': '장비품의 공격력＋<NUM0>%', 'text_rus': 'Повышает АТК снаряжения на <NUM0>%.', 'text_spa': 'Potencia un <NUM0>\xa0% el ATQ del equipo.'}"
MIX_SKILL__56	0	{'text_eng': 'DEF Multiplier', 'text_jpn': '防御力補正', 'text_chs': '防御力调整', 'text_cht': '防禦力調整', 'text_deu': 'VRT-Erhöhung', 'text_fra': 'Multiplicateur DÉF', 'text_kor': '방어력 보정', 'text_rus': 'Множитель ЗЩТ', 'text_spa': 'Multiplicador de DEF'}	"{'text_eng': 'Boosts equipment DEF by <NUM0>%.', 'text_jpn': '装備品の防御力＋<NUM0>％', 'text_chs': '装备的防御力+<NUM0>%', 'text_cht': '裝備的防禦力+<NUM0>%', 'text_deu': 'Erhöht Ausrüstungs-VRT um <NUM0> %.', 'text_fra': ""Augmente la DÉF de l'équipement de <NUM0>\xa0%."", 'text_kor': '장비품의 방어력＋<NUM0>%', 'text_rus': 'Повышает ЗЩТ снаряжения на <NUM0>%.', 'text_spa': 'Potencia un <NUM0>\xa0% la DEF del equipo.'}"
MIX_SKILL__57	0	{'text_eng': 'SPD Multiplier', 'text_jpn': '素早さ補正', 'text_chs': '敏捷调整', 'text_cht': '敏捷調整', 'text_deu': 'TMP-Erhöhung', 'text_fra': 'Multiplicateur VIT', 'text_kor': '민첩성 보정', 'text_rus': 'Множитель СКР', 'text_spa': 'Multiplicador de VEL'}	"{'text_eng': 'Boosts equipment SPD by <NUM0>%.', 'text_jpn': '装備品の素早さ＋<NUM0>％', 'text_chs': '装备的敏捷+<NUM0>%', 'text_cht': '裝備的敏捷+<NUM0>%', 'text_deu': 'Erhöht Ausrüstungs-TMP um <NUM0> %.', 'text_fra': ""Améliore la VIT de l'équipement de <NUM0>\xa0%."", 'text_kor': '장비품의 민첩성＋<NUM0>%', 'text_rus': 'Повышает СКР снаряжения на <NUM0>%.', 'text_spa': 'Potencia un <NUM0>\xa0% la VEL del equipo.'}"
MIX_SKILL__58	0	{'text_eng': 'Quality Multiplier+', 'text_jpn': '品質補正＋', 'text_chs': '品质调整+', 'text_cht': '品質調整+', 'text_deu': 'Qualitätserhöhung +', 'text_fra': 'Multiplicateur de qualité+', 'text_kor': '품질 보정＋', 'text_rus': 'Множитель качества+', 'text_spa': 'Multiplicador de calidad +'}	{'text_eng': 'Boosts quality by <NUM0>%.', 'text_jpn': '品質＋<NUM0>％', 'text_chs': '品质+<NUM0>%', 'text_cht': '品質+<NUM0>%', 'text_deu': 'Verbessert Qualität um <NUM0> %.', 'text_fra': 'Augmente la qualité de <NUM0>\xa0%.', 'text_kor': '품질＋<NUM0>%', 'text_rus': 'Повышает качество на <NUM0>%.', 'text_spa': 'Potencia la calidad un <NUM0>\xa0%.'}
