Index	Area	GatherType	ItemName1	ItemName2	ItemName3	Floors	TraitName1	TraitName2	TraitName3	ItemId1	ItemId2	ItemId3
9	Baynort Road	Gather	Magic Herb	Lucky Clover	Sweet Flower					1424270696	397281673	1978153648
9	Baynort Road	Gather	Magic Herb	Lucky Clover	Sweet Flower					1424270696	397281673	1978153648
9	Baynort Road	Gather	Magic Herb	Lucky Clover	Sweet Flower					1424270696	397281673	1978153648
9	Baynort Road	Gather	Thin Fruit	Nectar Fruit	Feather Draft					138006015	1094510958	1812681674
9	Baynort Road	Gather	Thin Fruit	Nectar Fruit	Feather Draft					138006015	1094510958	1812681674
9	Baynort Road	Gather	Thin Fruit	Nectar Fruit	Feather Draft					138006015	1094510958	1812681674
9	Baynort Road	Gather	Thin Fruit	Nectar Fruit	Feather Draft					138006015	1094510958	1812681674
9	Baynort Road	Gather	Demon Uni	Frost Uni	Emperor Uni					494157157	962577040	1112982328
9	Baynort Road	Gather	Demon Uni	Frost Uni	Emperor Uni					494157157	962577040	1112982328
9	Baynort Road	Gather	Demon Uni	Frost Uni	Emperor Uni					494157157	962577040	1112982328
9	Baynort Road	Gather	Demon Uni	Frost Uni	Emperor Uni					494157157	962577040	1112982328
9	Baynort Road	Gather	Orange Glass	Magic Tome Page	Seele Pilós				Life Awakening	305037626	427835170	281089758
9	Baynort Road	Gather	Orange Glass	Magic Tome Page	Seele Pilós				Life Awakening	305037626	427835170	281089758
9	Baynort Road	Gather	Orange Glass	Magic Tome Page	Seele Pilós				Life Awakening	305037626	427835170	281089758
9	Baynort Road	Gather	Orange Glass	Magic Tome Page	Seele Pilós				Life Awakening	305037626	427835170	281089758
9	Baynort Road	Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
9	Baynort Road	Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
9	Baynort Road	Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
9	Baynort Road	Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
9	Baynort Road	Bug Net	Star Ladybug	Big Horned Beetle	Moonlight Firefly					1067270463	1799948489	132802549
9	Baynort Road	Bug Net	Star Ladybug	Big Horned Beetle	Moonlight Firefly					1067270463	1799948489	132802549
9	Baynort Road	Bug Net	Star Ladybug	Big Horned Beetle	Moonlight Firefly					1067270463	1799948489	132802549
9	Baynort Road	Bug Net	Star Ladybug	Big Horned Beetle	Moonlight Firefly					1067270463	1799948489	132802549
9	Baynort Road	Gather	Sweet Flower	Mana Petal	Minuit Fleur					1978153648	1748601842	128073268
9	Baynort Road	Gather	Sweet Flower	Mana Petal	Minuit Fleur					1978153648	1748601842	128073268
9	Baynort Road	Gather	Sweet Flower	Mana Petal	Minuit Fleur					1978153648	1748601842	128073268
9	Baynort Road	Gather	Sweet Flower	Mana Petal	Minuit Fleur					1978153648	1748601842	128073268
9	Baynort Road	Gather	Thin Fruit	Nectar Fruit	Feather Draft					138006015	1094510958	1812681674
9	Baynort Road	Gather	Thin Fruit	Nectar Fruit	Feather Draft					138006015	1094510958	1812681674
9	Baynort Road	Gather	Thin Fruit	Nectar Fruit	Feather Draft					138006015	1094510958	1812681674
9	Baynort Road	Gather	Thin Fruit	Nectar Fruit	Feather Draft					138006015	1094510958	1812681674
9	Baynort Road	Gather	Uni	Demon Uni	Gold Uni					183895365	494157157	1489882358
9	Baynort Road	Gather	Uni	Demon Uni	Gold Uni					183895365	494157157	1489882358
9	Baynort Road	Gather	Uni	Demon Uni	Gold Uni					183895365	494157157	1489882358
9	Baynort Road	Gather	Uni	Demon Uni	Gold Uni					183895365	494157157	1489882358
9	Baynort Road	Gather	Poison Powder	Poison Cube	Tíkometal					2123468430	335903222	1340797831
9	Baynort Road	Gather	Poison Powder	Poison Cube	Tíkometal					2123468430	335903222	1340797831
9	Baynort Road	Gather	Poison Powder	Poison Cube	Tíkometal					2123468430	335903222	1340797831
9	Baynort Road	Gather	Poison Powder	Poison Cube	Tíkometal					2123468430	335903222	1340797831
9	Baynort Road	Bug Net	Honeypot Ant	Baby Menace	Ingot Beetle					266580340	227038212	230663821
9	Baynort Road	Bug Net	Honeypot Ant	Baby Menace	Ingot Beetle					266580340	227038212	230663821
9	Baynort Road	Bug Net	Honeypot Ant	Baby Menace	Ingot Beetle					266580340	227038212	230663821
9	Baynort Road	Bug Net	Honeypot Ant	Baby Menace	Ingot Beetle					266580340	227038212	230663821
3	Forgotten Ruins	Chest	Intro to Bombs, Vol. 1							1946031151		
3	Forgotten Ruins	Chest	Bomb							1742723430		
3	Forgotten Ruins	Chest	Dark Water							2125911407		
3	Forgotten Ruins	Chest	Luminous Lance							610408189		
3	Forgotten Ruins	Chest	Hallfein Pendant							1351947491		
3	Forgotten Ruins	Chest	Glass Goblet							534325421		
3	Forgotten Ruins	Gather	Magic Herb	Poison Grass	Colored Cotton Grass					1424270696	1576550248	1735586464
3	Forgotten Ruins	Gather	Magic Herb	Poison Grass	Colored Cotton Grass					1424270696	1576550248	1735586464
3	Forgotten Ruins	Gather	Magic Herb	Poison Grass	Colored Cotton Grass					1424270696	1576550248	1735586464
3	Forgotten Ruins	Axe	Medicinal Moss	Glowing Diatom	Mossy Stone					2081308022	640096788	840586544
3	Forgotten Ruins	Axe	Medicinal Moss	Glowing Diatom	Mossy Stone					2081308022	640096788	840586544
3	Forgotten Ruins	Axe	Dried Lumber	Evihibrow	Bewitching Chip					1381031294	1486197725	754021132
3	Forgotten Ruins	Axe	Dried Lumber	Evihibrow	Bewitching Chip					1381031294	1486197725	754021132
3	Forgotten Ruins	Gather	Broken Rock	Regicite	Metal Ore					339858290	1877818421	159522154
3	Forgotten Ruins	Gather	Broken Rock	Regicite	Metal Ore					339858290	1877818421	159522154
3	Forgotten Ruins	Gather	Broken Tools	Rusted Sword	Ancient Sword					212934097	1606996164	1938765783
3	Forgotten Ruins	Gather	Broken Tools	Rusted Sword	Ancient Sword					212934097	1606996164	1938765783
3	Forgotten Ruins	Gather	Broken Tools	Rusted Sword	Ancient Sword					212934097	1606996164	1938765783
3	Forgotten Ruins	Gather	Eicheloa	Darkshroom	Honey Fungus					1198196565	500555235	256557618
3	Forgotten Ruins	Gather	Eicheloa	Darkshroom	Honey Fungus					1198196565	500555235	256557618
3	Forgotten Ruins	Gather	Eicheloa	Darkshroom	Honey Fungus					1198196565	500555235	256557618
3	Forgotten Ruins	Gather	Green Spiky Fruit	Ripe Fruit	Golden Fruit					2048061213	1859085243	432558893
3	Forgotten Ruins	Gather	Green Spiky Fruit	Ripe Fruit	Golden Fruit					2048061213	1859085243	432558893
3	Forgotten Ruins	Gather	Green Spiky Fruit	Ripe Fruit	Golden Fruit					2048061213	1859085243	432558893
3	Forgotten Ruins	Gather	Uni	Demon Uni	Emperor Uni					183895365	494157157	1112982328
3	Forgotten Ruins	Gather	Uni	Demon Uni	Emperor Uni					183895365	494157157	1112982328
3	Forgotten Ruins	Gather	Beehive	Silver Beehive	Gold Beehive					306157533	484566882	1012836089
3	Forgotten Ruins	Gather	Beehive	Silver Beehive	Gold Beehive					306157533	484566882	1012836089
3	Forgotten Ruins	Gather	Ashen Sand	Magic Tome Page	Rotwood Miasma					1502820116	427835170	661694671
3	Forgotten Ruins	Gather	Ashen Sand	Magic Tome Page	Rotwood Miasma					1502820116	427835170	661694671
3	Forgotten Ruins	Gather	Ashen Sand	Magic Tome Page	Rotwood Miasma					1502820116	427835170	661694671
3	Forgotten Ruins	Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
3	Forgotten Ruins	Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
3	Forgotten Ruins	Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
3	Forgotten Ruins	Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
3	Forgotten Ruins	Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
3	Forgotten Ruins	Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
3	Forgotten Ruins	Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
3	Forgotten Ruins	Gather	Taun	Natural Oil	Minuit Fleur					899419154	1396615881	128073268
3	Forgotten Ruins	Bug Net	Star Ladybug	Big Horned Beetle	Moonlight Firefly					1067270463	1799948489	132802549
3	Forgotten Ruins	Bug Net	Star Ladybug	Big Horned Beetle	Moonlight Firefly					1067270463	1799948489	132802549
3	Forgotten Ruins	Gather	Paper Scraps	Magic Tome Page	Mine Ant					1698723307	427835170	744769546
3	Forgotten Ruins	Gather	Paper Scraps	Magic Tome Page	Mine Ant					1698723307	427835170	744769546
3	Forgotten Ruins	Gather	Paper Scraps	Magic Tome Page	Mine Ant					1698723307	427835170	744769546
