RecipeId	Index	Quantity	Uses	Flag	ItemName	IngredientName1	IngredientName2	IngredientName3	IngredientName4	Category1	Category2	Category3	ItemId	IngredientId1	IngredientId2	IngredientId3	IngredientId4	DlcId
2020263403	64	1	0	1	Plant Food	Crackling Water	Magic Herb	Medicinal Moss		(Flowers)	(Poisons)	(Medicinal)	634849287	676625675	1424270696	2081308022	0	0
1727378931	40	1	0	1	Alchemic Clay	Sparkling Sand	Mossy Stone	Mud Ball		(Elixirs)	(Poisons)	(Marine)	1720435215	1979772462	840586544	1940833085	0	0
55662990	44	1	0	1	Holynut Lumber	Sand Crystals	Gaudy Stone	Broken Tools		(Neutralizers)	(Mushrooms)	(Sand)	1892292940	1044984926	305486315	212934097	0	0
494438694	65	1	0	1	Tasty-Looking Bait	Glowing Diatom	Sea Horse	Mushroom Colony		(Beehives)	(Medicinal)	(Marine)	1086670024	640096788	1449850316	598069781	0	0
691023512	27	1	0	1	Alchemy Fibers	Silver Web	Shining Powder	Expiation Worm		(Mushrooms)	(Bugs)	(Metal)	1955455862	1901592439	965253675	1439921084	0	0
100340209	69	1	0	1	Polishing Powder	Sparkling Sand	Shining Powder	Ferrous Isopod		(Gunpowder)	(Uni)	(Edibles)	92628493	1979772462	965253675	852104421	0	0
788007987	29	1	0	1	Golden Thread	Silver Web	Mine Ant	Honeypot Ant		(Lumber)	(Bugs)	(Gases)	1485850211	1901592439	744769546	266580340	0	0
2016900610	23	1	0	1	Spirit Tears	Pure Water	Groundwater	Sky Bubble		(Flowers)	(Edibles)	(Animal Mat.)	241122386	379975768	106063423	1946887621	0	0
1182404784	39	1	0	1	Polish	Shining Powder	Mana Petal	Flaming Black Sand		(Plants)	(Mushrooms)	(Medicinal)	1650709411	965253675	1748601842	610492753	0	0
1018831623	59	1	0	1	Superpowder	Gold Beehive	Elder Garlic	Bitter Root		(Mushrooms)	(Fruit)	(Food)	269000885	1012836089	534185689	543538616	0	0
1886767578	31	1	0	1	Stretchy Band	Golden Thread	Baby Wyrm	Thick Tongue		(Plants)	(Lumber)	(Uni)	102597514	1485850211	866643034	1214334651	0	0
1518612344	63	1	0	1	Alchemy Filter	Flaming Black Sand	Rusted Sword	Broken Tools		(Sand)	(Fuel)	(Stone)	121234074	610492753	1606996164	212934097	0	0
92177036	57	1	0	1	Great Gift	Fatal Nebula	Poison Cube	Yuqtul Frog		(Spices)	(Medicine)	(Food)	83948920	722057469	335903222	1804340826	0	0
1242459631	66	1	0	1	Mana Light	Mana Gem	Glowing Diatom	Mana Petal		(Neutralizers)	(Magical)	(Water)	1013327807	536848308	640096788	1748601842	0	0
2106690206	72	1	0	1	Ancient Scroll	Zettel	Devil's Soul	Baby Wyrm		(Gases)	(Threads)	(Poisons)	200917198	1618932768	1736712702	866643034	0	0
2092449666	53	1	0	1	Leather	Moffcloth	Poison Powder	Yuqtul Frog		(Water)	(Poisons)	(Medicinal)	47170434	1365773232	2123468430	1804340826	0	0
1416071357	48	1	0	1	Undine's Sigh	Giant Bird Feather	Groundwater	Honey Fungus		(Medicine)	(Sand)	(Medicinal)	116972722	312039597	106063423	256557618	0	0
1964186272	20	1	0	1	Reinforced Zettel	Zettel	Gold Steel Web	Muddied Crystal		(Misc.)	(Metal)	(Spices)	109599334	1618932768	1621516709	202769447	0	0
1997602856	67	1	0	1	Multicolor Dye	Jellyfish Larvae	Rainbow Wing Fragment	Shining Crystal		(Water)	(Fuel)	(Neutralizers)	2003793884	1617692500	1009573662	1002031115	0	0
567868924	41	1	0	1	Flame Emperor Dust	Magma Powder	Crimson Ore	Muddied Crystal		(Stone)	(Fuel)	(Gemstones)	1254474818	1573310408	202033108	202769447	0	0
824915428	55	1	0	1	Charmanduft	Heilige Blume	Honeypot Ant	Bewitching Chip		(Gases)	(Spices)	(Sand)	2061437532	889118699	266580340	754021132	0	0
155218639	54	1	0	1	Cure-all Base	Superpowder	Bitter Root	Indignant Scream		(Beehives)	(Elixirs)	(Fruit)	2000129743	269000885	543538616	385805320	0	0
1577396712	50	1	0	1	Typhon Keim	Eternal Breeze	Feather Draft	Devil's Soul		(Water)	(Gunpowder)	(Threads)	372842310	978862733	1812681674	1736712702	0	0
1545713673	30	1	0	1	Heavenly String	Golden Thread	Typhon Keim	Supple Vine		(Neutralizers)	(Plants)	(Gases)	1888697275	1485850211	372842310	1472841198	0	0
1846058098	43	1	0	1	Sperrholz Plywood	Rotting Arbor Twig	Unknown Augite	Gold Ball		(Gases)	(Metal)	(Beehives)	640985812	1429070285	740285902	1300087836	0	0
14166435	32	1	0	1	Klavier Band	Golden Thread	Ancient Beehive	Sperrholz Plywood		(Ore)	(Magical)	(Plants)	1933797735	1485850211	313808601	640985812	0	0
160478433	68	1	0	1	Daydream Crystal	Alchemic Clay	Ash Ball	Rainbow Wing Fragment		(Ore)	(Water)	(Elixirs)	622999379	1720435215	626577908	1009573662	0	0
1690460869	70	1	0	1	Sublime Dome	Charmanduft	Multicolor Dye	Spirit Dew		(Mushrooms)	(Sand)	(Medicinal)	754865253	2061437532	2003793884	1077131905	0	0
1917695406	71	1	0	1	Holy Crystal Weight	Tíkometal	Metal Ore	Rainbow Coral Fragment		(Elixirs)	(Flowers)	(Food)	1460589967	1340797831	159522154	645736256	0	0
1763532843	56	1	0	1	Tanning Fluid	Liquefier	Leather	Ancient Beehive		(Marine)	(Mushrooms)	(Bugs)	882945479	1363720703	47170434	313808601	0	0
738749391	60	1	0	1	Natural Yeast	Thousand Scale Fruit	Cure-all Base	Silver Beehive		(Mushrooms)	(Medicine)	(Beehives)	1907729955	2044054235	2000129743	484566882	0	0
998557927	49	1	0	1	Langwolke	Typhon Keim	Liquefier	Mist Liquid		(Beehives)	(Poisons)	(Neutralizers)	1941503559	372842310	1363720703	1402637106	0	0
1338409182	28	1	0	1	Strong Alchemy Fibers	Golden Thread	Whitefly	Wake-Up Flower		(Neutralizers)	(Plants)	(Bugs)	310070576	1485850211	807133879	43485105	0	0
1399861893	61	1	0	1	Weisscream	Superpowder	Ancient Beehive	Charicheese		(Fruit)	(Marine)	(Beehives)	946670395	269000885	313808601	602638490	0	0
862694175	74	1	0	1	Glass Goblet	Celestial Silver Stone	Undastone	Mysterious Metal Shard		(Magical)	(Neutralizers)	(Fuel)	534325421	1970930026	1347401143	612791486	0	0
1946933726	24	1	0	1	Liquefier	Sperrholz Plywood	Blazing Beehive	Ancient Blue Water		(Metal)	(Neutralizers)	(Marine)	1363720703	640985812	7632746	385395481	0	0
862024775	33	1	0	1	Vajra Wire	Strong Alchemy Fibers	Stretchy Band	Dragon Wing	Goldinite	(Beehives)	(Stone)	(Plants)	1090139267	310070576	102597514	1560118844	174236913	0
1072976720	21	1	0	1	Calm Blue Flame	Haine Fire Stone	Flame Emperor Dust	Blazing Beehive	Heatwave Water	(Water)	(Medicine)	(Sand)	109777341	1439191365	1254474818	7632746	929171891	0
1423093513	35	1	0	1	Asterisíma	Dragon Eye	Calm Blue Flame	Brenn Ore	Golem Core	(Dragon Mat.)	(Neutralizers)	(Animal Mat.)	659156941	879017728	109777341	2135732137	67038407	0
488511536	37	1	0	1	Black Agujero	Asterisíma	Mana Light	Everlasting Saft		(Metal)	(Elixirs)	(Fuel)	1802916448	659156941	1013327807	1889313019	0	0
317625913	36	1	0	1	Book of Hades	Reinforced Zettel	Forbidden Grimoire	Forest Sage		(Plants)	(Neutralizers)	(Misc.)	311484869	109599334	1991884338	1864267219	0	0
1201103606	73	1	0	1	Tool Set	Starlight Axe	Luminous Sickle	Moonlight Bug Net		(Metal)	(Stone)	(Gemstones)	1206457610	125476027	543711375	335168293	0	0
358624394	34	1	0	1	Snowflake Crystal	Tears of the Fallen Star	Diopside	Whitefly	Everfreeze Beehive	(Water)	(Flowers)	(Metal)	1661495002	1688546280	893217111	807133879	1477771629	0
725618238	38	1	0	1	Alles Welt	Black Agujero	Mana Light	Red Hot Crystal	Inverted Scale	(Gunpowder)	(Fuel)	(Water)	1429729854	1802916448	1013327807	1777659865	1978014181	0
1771713188	75	1	0	1	Lumiere Potpourri	Snowflake Crystal	Asterisíma	Langwolke	Spirit Dew	(Fuel)	(Neutralizers)	(Medicine)	401460900	1661495002	659156941	1941503559	1077131905	0
347345056	45	1	0	1	Sternovia	Alles Welt	Glass Goblet	Black Agujero	Demon Claws	(Magical)	(Stone)	(Misc.)	1484350495	1429729854	534325421	1802916448	1956188286	0
1278227450	100	1	5	1	Craft	Uni	Gunpowder Base			(Bugs)	(Sand)	(Gases)	16598907	183895365	643238484	0	0	0
722644453	101	1	5	1	Bomb	Red Sand	Red Neutralizer	Gunpowder Base		(Gunpowder)	(Uni)	(Water)	1742723430	844027819	1064908757	643238484	0	0
310040092	102	1	5	1	Ice Bomb	Crackling Water	Blue Neutralizer	Frost Uni		(Gunpowder)	(Flowers)	(Gemstones)	1737131770	676625675	774064894	962577040	0	0
1999316175	103	1	5	1	Lightning Bomb	Zapping Water	Yellow Neutralizer	Gunpowder Base		(Sand)	(Water)	(Gunpowder)	304588275	1360721953	1715438513	643238484	0	0
1616435421	104	1	5	1	Luft	Gunpowder Base	Green Neutralizer	Balloon Fruit		(Animal Mat.)	(Neutralizers)	(Gases)	89414113	643238484	2102227943	665091287	0	0
717659584	105	1	3	1	Catastro Craft	Demon Uni	Alchemic Clay	Rusted Sword		(Fuel)	(Misc.)	(Dragon Mat.)	1712056639	494157157	1720435215	1606996164	0	0
1955362910	107	1	3	1	Blizzard Ice Bomb	Diopside	Feather Draft	Honey Fungus		(Fuel)	(Beehives)	(Edibles)	24914108	893217111	1812681674	256557618	0	0
1306788769	106	1	3	1	Flare Nova Bomb	Heatwave Water	Flaming Black Sand	Gold Ball		(Gunpowder)	(Fuel)	(Ore)	19494688	929171891	610492753	1300087836	0	0
299731595	108	1	3	1	Gungnir Plajig	Wurzel Aqua	Gold Ball	Fortima Ore		(Fuel)	(Neutralizers)	(Threads)	1959857079	846196548	1300087836	1326849943	0	0
112096921	109	1	3	1	Tornado Luft	Typhon Keim	Sunbeam Powder	Devil's Soul		(Magical)	(Water)	(Misc.)	1671624613	372842310	1080036459	1736712702	0	0
344810708	110	1	4	1	Magic Cannon	Alchemy Filter	Ash Ball	Balloon Fruit		(Medicine)	(Gunpowder)	(Neutralizers)	1175597279	121234074	626577908	665091287	0	0
1756324478	111	1	3	1	Luminous Lance	Langwolke	Mana Light	Ancient Sword		(Gases)	(Fuel)	(Magical)	610408189	1941503559	1013327807	1938765783	0	0
1570864891	112	1	2	1	N/A	Black Agujero	Calm Blue Flame	Black Volcanic Ore	Mysterious Metal Shard	(Magical)	(Neutralizers)	(Fuel)	590617477	1802916448	109777341	758740077	612791486	0
995610815	113	1	2	1	Himmelstein	Lumiere Potpourri	Asterisíma	Inverted Scale	Shining Disk	(Water)	(Medicine)	(Fuel)	1170388417	401460900	659156941	1978014181	22664860	0
1042407804	114	1	5	1	Puni Missile	Flame Emperor Dust	Blue Puniball	Celestial Silver Stone		(Neutralizers)	(Puni)	(Gases)	1529700422	1254474818	1098182389	1970930026	0	0
210063479	115	1	2	1	Meteor	Dragon Hourglass	Asterisíma	Fairystone Fragment	Dragon Egg	(Magical)	(Ore)	(Fuel)	1461612714	938219941	659156941	1753176835	1779635598	0
1306385802	116	1	3	1	Magician's Flute	Water Beast Fossil	Beast Fossil	Typhon Keim	Alchemy Filter	(Neutralizers)	(Gases)	(Dragon Mat.)	860403960	1631991673	603419839	372842310	121234074	0
724267980	117	1	2	1	Flame of Origin	Alles Welt	Sternovia	Golem Core	Forbidden Grimoire	(Misc.)	(Gunpowder)	(Fuel)	1438521010	1429729854	1484350495	67038407	1991884338	0
1687367898	118	1	2	1	N/A Type Rho	Alles Welt	Black Agujero	Asterisíma	Rainbow Neutralizer	(Gunpowder)	(Metal)	(Magical)	291725372	1429729854	1802916448	659156941	1002960756	0
1865759557	119	1	2	1	Decorated Spellbook	Book of Hades	Sublime Dome	Rose Crystal	Riverstone	(Uni)	(Elixirs)	(Dragon Mat.)	1261238346	311484869	754865253	1644632644	265854221	0
1458154082	120	1	2	1	Thunder Feet	Vajra Wire	Calm Blue Flame	Hygea Ore	Celestial Silver Stone	(Metal)	(Magical)	(Ore)	74907247	1090139267	109777341	522572005	1970930026	0
911655646	121	1	1	1	Sun Ring	Sternovia	Calm Blue Flame	Red Hot Crystal	Klavier Band	(Misc.)	(Metal)	(Magical)	1842209283	1484350495	109777341	1777659865	1933797735	0
1352690840	122	1	1	1	Moon Ring	Sternovia	Snowflake Crystal	Rose Crystal	Klavier Band	(Misc.)	(Metal)	(Magical)	188435527	1484350495	1661495002	1644632644	1933797735	0
812033715	140	1	4	1	Healing Salve	Taun	Taun			(Medicinal)	(Flowers)	(Edibles)	763193597	899419154	899419154	0	0	0
1662177751	141	1	3	1	Healing Elixir	Refresh Oil	Nightglow Flower	Crackling Water		(Medicinal)	(Sand)	(Flowers)	1466857876	1838937352	844434397	676625675	0	0
561485939	142	1	3	1	Puni Jelly	Superpowder	Blue Puniball	Red Puniball		(Puni)	(Edibles)	(Threads)	1148918095	269000885	1098182389	675238874	0	0
822260784	143	1	3	1	Healing Bell	Polish	Rainbow Wing Fragment	Rainbow Coral Fragment		(Metal)	(Threads)	(Medicinal)	1833504999	1650709411	1009573662	645736256	0	0
396948017	144	1	3	1	Custarias Pie	Giant Bird Egg	Superpowder	Gold Spiky Fruit		(Edibles)	(Spices)	(Food)	1507426613	1099367838	269000885	1551025926	0	0
507312961	145	1	2	1	Riaflan	Dragon Egg	Honey	Delicious Milk		(Spices)	(Food)	(Edibles)	708858626	1779635598	937459136	892774773	0	0
190149992	146	1	2	1	Hallfein Parfum	Charmanduft	Refresh Oil	Coralia		(Flowers)	(Lumber)	(Fruit)	209109006	2061437532	1838937352	102239912	0	0
1138413989	147	1	1	1	Elixir	Lumiere Potpourri	Liquefier	Rainbow Neutralizer	Dunkelheit	(Medicinal)	(Elixirs)	(Edibles)	2007398888	401460900	1363720703	1002960756	31946281	0
2073168421	160	1	3	1	Puni Candy	Blue Puniball	Green Puniball	Honey		(Fruit)	(Puni)	(Spices)	513706777	1098182389	1341465297	937459136	0	0
591451613	161	1	3	1	Riaslade Ice Cream	Sweet Flower	Jelly Gems	Frost Uni		(Spices)	(Beehives)	(Edibles)	1910473168	1978153648	123425903	962577040	0	0
1479117497	162	1	2	1	Squall Winder	Alchemic Clay	Alchemy Filter	Giant Bird Feather	Lapis Papillion	(Gases)	(Bugs)	(Neutralizers)	1594507219	1720435215	121234074	312039597	1856092025	0
1674331751	163	1	2	1	Warding Incense	Cure-all Base	Forest Sage	Ancient Beehive		(Medicinal)	(Medicine)	(Magical)	274138787	2000129743	1864267219	313808601	0	0
543713861	164	1	1	1	Riasoup	Superpowder	Wish Carrot	Marbled Meat	Dragon Egg	(Food)	(Spices)	(Poisons)	1164241785	269000885	105382290	599611575	1779635598	0
2039832581	170	1	3	1	Dark Water	Black Water	Esplante	Rotwood Miasma		(Water)	(Poisons)	(Fruit)	2125911407	216224640	1244005587	661694671	0	0
384455788	171	1	3	1	Imp's Mischief	Devil's Soul	Poison Cube	Crackling Water		(Poisons)	(Medicine)	(Medicinal)	854824807	1736712702	335903222	676625675	0	0
757959426	172	1	2	1	Puni Whip	Green Puniball	Red Puniball	Stretchy Band		(Gunpowder)	(Puni)	(Mushrooms)	154421263	1341465297	675238874	102597514	0	0
2121479489	173	1	2	1	Worn Out Circle	Ancient Scroll	Tanning Fluid	Forbidden Grimoire		(Poisons)	(Plants)	(Fuel)	911148001	200917198	882945479	1991884338	0	0
1128189728	174	1	1	1	Codex of Creation	Book of Hades	Rainbow Neutralizer	Ancient Scroll		(Misc.)	(Fuel)	(Elixirs)	184744382	311484869	1002960756	200917198	0	0
966464110	180	1	0	1	Star Staff	Ingot	Rainbow Crystal	Blue Puniball		(Stone)	(Ingots)	(Flowers)	806431220	737921160	529144620	1098182389	0	0
1601027116	181	1	0	1	Explorer's Staff	Silvalia	Sparkling Sand	Green Puniball		(Ore)	(Ingots)	(Lumber)	1458014134	1805598216	1979772462	1341465297	0	0
678071486	182	1	0	1	Azure Cage	Gold Eisen	Mana Petal	Pink Puniball		(Gemstones)	(Ingots)	(Plants)	568375072	1653445612	1748601842	215919209	0	0
1240590049	183	1	0	1	Rustivaria	Ōkeagyrn	Ancient Blue Water	Red Puniball		(Water)	(Ingots)	(Ore)	1081859453	1179128739	385395481	675238874	0	0
1056364151	184	1	0	1	Gracia Staff	Iridescence	Rose Crystal	Pink Puniball	Benevolent Twisted Tree	(Magical)	(Ingots)	(Puni)	930934251	918727047	1644632644	215919209	1443459007	0
796156218	185	1	0	1	Guardian's Spear	Ingot	Sand Crystals	Sturdy Claws		(Stone)	(Ingots)	(Metal)	1867905340	737921160	1044984926	1486125131	0	0
1233309564	186	1	0	1	Stone-Smashing Lance	Silvalia	Ethereal Stone	Ingot Bug		(Ore)	(Ingots)	(Gemstones)	161699710	1805598216	1192353482	1912722015	0	0
1048969194	187	1	0	1	Sterglanz	Gold Eisen	Metal Ore	Unknown Augite		(Gemstones)	(Ingots)	(Metal)	2124703720	1653445612	159522154	740285902	0	0
1595839927	188	1	0	1	Vactarius	Ōkeagyrn	Hainelight	Riverstone		(Water)	(Ingots)	(Ore)	524225973	1179128739	1482100967	265854221	0	0
672769313	189	1	0	1	Perchel Zwei	Iridescence	Brenn Ore	Lunastone	Demon Claws	(Magical)	(Ingots)	(Metal)	1748516131	918727047	2135732137	1340712083	1956188286	0
1923267287	190	1	0	1	Parrying Dagger	Ingot	Amatite Ore	Sharp Claws		(Stone)	(Ingots)	(Animal Mat.)	847454933	737921160	2083546144	225276371	0	0
341054611	191	1	0	1	Dragonfang Stiletto	Silvalia	Flaming Black Sand	Sturdy Claws		(Ore)	(Ingots)	(Animal Mat.)	1416989841	1805598216	610492753	1486125131	0	0
1666393093	192	1	0	1	Shadowend	Gold Eisen	Rusted Sword	Beast Shell		(Gemstones)	(Ingots)	(Dragon Mat.)	594721799	1653445612	1606996164	1860622521	0	0
46681690	193	1	0	1	Dusk Blade	Ōkeagyrn	Ancient Sword	Goldinite		(Water)	(Ingots)	(Ore)	1122621020	1179128739	1938765783	174236913	0	0
1976532688	194	1	0	1	Full Hellmoon	Iridescence	Demon Claws	Dragon Eye	Inverted Scale	(Magical)	(Ingots)	(Dragon Mat.)	904849102	918727047	1956188286	879017728	1978014181	0
166043447	195	1	0	1	Magic Broom	Ingot	Evihibrow	Gaudy Stone		(Stone)	(Ingots)	(Lumber)	7316651	737921160	1486197725	305486315	0	0
1863528819	196	1	0	1	Stylish Broom	Silvalia	Bewitching Chip	Crimson Ore		(Ore)	(Ingots)	(Flowers)	1721305839	1805598216	754021132	202033108	0	0
403964389	197	1	0	1	Enchanted Broom	Gold Eisen	Heatwave Water	Tail Fern		(Gemstones)	(Ingots)	(Lumber)	295582329	1653445612	929171891	1310382082	0	0
2039442362	198	1	0	1	Maiden Broom	Ōkeagyrn	Blazing Beehive	Benevolent Twisted Tree		(Water)	(Ingots)	(Ore)	1879396388	1179128739	7632746	1443459007	0	0
243817264	199	1	0	1	Spirit Broom	Iridescence	Alchemist's Broom	Water Beast Fossil	Haine Fire Stone	(Magical)	(Ingots)	(Lumber)	117596338	918727047	904424455	1631991673	1439191365	0
1451635804	200	1	0	1	Alchemist's Staff	Ingot	Nightglow Flower	Gaudy Stone		(Stone)	(Ingots)	(Lumber)	1704718967	737921160	844434397	305486315	0	0
812685850	201	1	0	1	Spirit Staff	Silvalia	Mana Gem	Spiral Bone		(Ore)	(Ingots)	(Plants)	57498675	1805598216	536848308	1095053287	0	0
1199024784	202	1	0	1	Philosopher's Staff	Gold Eisen	Forest Sage	Indignant Scream		(Gemstones)	(Ingots)	(Elixirs)	1953131685	1653445612	1864267219	385805320	0	0
653050067	203	1	0	1	Great Fairy's Staff	Ōkeagyrn	Minuit Fleur	Diamant Gemstone		(Water)	(Ingots)	(Ore)	368117498	1179128739	128073268	638721037	0	0
1374416965	204	1	0	1	Holy Winged Staff	Iridescence	Rainbow Wing Fragment	Dunkelheit	Rainbow Neutralizer	(Magical)	(Ingots)	(Elixirs)	1660302960	918727047	1009573662	31946281	1002960756	0
68121927	205	1	0	1	Starting Staff	Ingot	Gaudy Stone	Trois Mineral		(Stone)	(Ingots)	(Metal)	923972460	737921160	305486315	1019624928	0	0
1660541699	206	1	0	1	Flourish Heart	Silvalia	Unknown Augite	Eternal Breeze		(Ore)	(Ingots)	(Flowers)	1373904170	1805598216	740285902	978862733	0	0
369027989	207	1	0	1	Wandering Staff	Gold Eisen	Forest Sage	Fairystone Fragment		(Gemstones)	(Ingots)	(Lumber)	652422592	1653445612	1864267219	1753176835	0	0
1952809418	208	1	0	1	Prosper Heart	Ōkeagyrn	Fortima Ore	Rotting Arbor Branch		(Water)	(Ingots)	(Ore)	1199065059	1179128739	1326849943	870010761	0	0
56799584	209	1	0	1	Eternal Cycle Staff	Iridescence	Dragon Eye	Thousand Scale Fruit	Book of Hades	(Magical)	(Ingots)	(Dragon Mat.)	813660021	918727047	879017728	2044054235	311484869	0
58239683	220	1	0	1	Traveler's Vest	Cloth	Animal Hide			(Animal Mat.)	(Cloth)	(Flowers)	795804530	1879695076	789742580	0	0	0
1703806087	221	1	0	1	Leather Protector	Cloth	Cloth	Gaudy Stone		(Gemstones)	(Cloth)	(Stone)	1234808120	1879695076	1879695076	305486315	0	0
310981649	222	1	0	1	Yarn Coat	Moffcloth	Fluffy Wool	Palma Fruit		(Fruit)	(Cloth)	(Poisons)	1050582434	1365773232	568788969	813481749	0	0
1930583630	223	1	0	1	Radiant Plate	Moffcloth	Regicite	Sturdy Claws		(Lumber)	(Animal Mat.)	(Cloth)	1594226685	1365773232	1877818421	1486125131	0	0
68513500	224	1	0	1	Woodsprite Raiment	Flügel	Bewitching Chip	Eternal Breeze		(Flowers)	(Cloth)	(Elixirs)	671270763	2028095357	754021132	978862733	0	0
1659093150	225	1	0	1	Scale Armor	Flügel	Sperrholz Plywood	Beast Shell		(Bugs)	(Cloth)	(Animal Mat.)	1324640559	2028095357	640985812	1860622521	0	0
367325192	226	1	0	1	Verdant Dress	Velvetis	Mist Liquid	Bewitching Chip		(Ore)	(Cloth)	(Medicine)	972249529	581904303	1402637106	754021132	0	0
2057572967	227	1	0	1	Commander's Plate	Velvetis	Diamant Gemstone	Fail Plywood		(Elixirs)	(Metal)	(Cloth)	1454619606	581904303	638721037	1968561703	0	0
228795121	228	1	0	1	Maiden's Jacket	Flügel	Heavenly String	Purifying Liquid		(Puni)	(Cloth)	(Misc.)	565480256	2028095357	1888697275	831901668	0	0
1835313942	229	1	0	1	Warrior's Attire	Velvetis	Dragon Wing	Ingot Beetle		(Sand)	(Dragon Mat.)	(Cloth)	1098056357	581904303	1560118844	230663821	0	0
442735492	230	1	0	1	Resurrection Wear	Geranóvirgen	Charmanduft	Forest Sage	Wake-Up Flower	(Medicinal)	(Cloth)	(Misc.)	913584691	921957720	2061437532	1864267219	43485105	0
2090153414	231	1	0	1	White Order	Geranóvirgen	Glass Goblet	Fine Pelt	Whitefly	(Gases)	(Cloth)	(Spices)	1350737015	921957720	534325421	2062748672	807133879	0
194118992	232	1	0	1	Griffon Plate	Geranóvirgen	Dragon Meat	Fine Pelt	Demon Claws	(Dragon Mat.)	(Cloth)	(Magical)	663071969	921957720	1643172121	2062748672	1956188286	0
509902531	240	1	0	1	Bunny Tail	Fluffy Wool	Animal Hide	Cotton Grass		(Puni)	(Cloth)	(Plants)	663889013	568788969	789742580	513455225	0	0
2147423392	241	1	0	1	Monochrome Glasses	Seele Pilós	Sparkling Sand			(Plants)	(Animal Mat.)	(Misc.)	1175014954	281089758	1979772462	0	0	0
1984518325	242	1	0	1	Blue Puni Charm	Blue Puniball	Green Puniball	Alchemy Fibers		(Puni)	(Bugs)	(Uni)	1337917955	1098182389	1341465297	1955455862	0	0
420068058	243	1	0	1	Feather Pin	Blessed Feather	Fluffy Wool	Supple Vine		(Cloth)	(Plants)	(Flowers)	553640044	922905939	568788969	1472841198	0	0
