ItemMixId	Item1	Item2	Item3	text_ENG	Number1	Number2	Unknown2	Unknown3	SkillId	ItemId1	ItemId2	ItemId3	text_JPN	text_CHS	text_CHT	text_KOR
1812830470	Worn Out Circle	Flare Nova Bomb		Cursed Bomb	20	0	0	0	1071553170	911148001	19494688	0	カースドフラム	诅咒炎烧	詛咒炎燒	커스드 프람
214569185	Healing Salve	Puni Jelly		Puni Salve	0	0	0	0	661906926	763193597	1148918095	0	プニプニサルヴ	噗尼噗尼软膏	噗尼噗尼軟膏	푸니푸니샐브
2077040759	Healing Elixir	Healing Elixir		Enhanced Healing Elixir	0	0	0	0	501108497	1466857876	1466857876	0	強化リフュールボトル	强化补给瓶	強化補給瓶	강화 리퓨얼 보틀
195548410	Puni Candy	Healing Bell		Cheer Bell	0	0	0	0	1207189462	513706777	1833504999	0	エールのベル	声援之铃	聲援之鈴	엘의 벨
2090919024	Warding Incense	Healing Bell		Cheer Bell	0	0	0	0	1207189462	274138787	1833504999	0	エールのベル	声援之铃	聲援之鈴	엘의 벨
441862698	Squall Winder	Healing Bell		Cheer Bell	0	0	0	0	1207189462	1594507219	1833504999	0	エールのベル	声援之铃	聲援之鈴	엘의 벨
1834056380	Riaslade Ice Cream	Healing Bell		Cheer Bell	0	0	0	0	1207189462	1910473168	1833504999	0	エールのベル	声援之铃	聲援之鈴	엘의 벨
34707667	Riasoup	Healing Bell		Cheer Bell	0	0	0	0	1207189462	1164241785	1833504999	0	エールのベル	声援之铃	聲援之鈴	엘의 벨
1964419141	Puni Jelly	Elixir		Sweet Elixir	0	0	0	0	285889057	1148918095	2007398888	0	スイートエリキシル剤	甜味万灵药剂	甜味萬靈藥劑	스위트 엘릭시르제
669467428	Riaflan	Elixir		Sweet Elixir	0	0	0	0	285889057	708858626	2007398888	0	スイートエリキシル剤	甜味万灵药剂	甜味萬靈藥劑	스위트 엘릭시르제
1356886966	Custarias Pie	Elixir		Sweet Elixir	0	0	0	0	285889057	1507426613	2007398888	0	スイートエリキシル剤	甜味万灵药剂	甜味萬靈藥劑	스위트 엘릭시르제
907468272	Puni Candy	Elixir		Sweet Elixir	0	0	0	0	285889057	513706777	2007398888	0	スイートエリキシル剤	甜味万灵药剂	甜味萬靈藥劑	스위트 엘릭시르제
1091693926	Riaslade Ice Cream	Elixir		Sweet Elixir	0	0	0	0	285889057	1910473168	2007398888	0	スイートエリキシル剤	甜味万灵药剂	甜味萬靈藥劑	스위트 엘릭시르제
545949499	Puni Jelly	Healing Elixir		Puni Drink	0	0	0	0	1992914810	1148918095	1466857876	0	プニプニドリンク	噗尼噗尼饮料	噗尼噗尼飲料	푸니푸니 드링크
1468905389	Puni Candy	Healing Elixir		Puni Drink	0	0	0	0	1992914810	513706777	1466857876	0	プニプニドリンク	噗尼噗尼饮料	噗尼噗尼飲料	푸니푸니 드링크
830151145	Puni Jelly	Riasoup		Puni Drink	0	0	0	0	1992914810	1148918095	1164241785	0	プニプニドリンク	噗尼噗尼饮料	噗尼噗尼飲料	푸니푸니 드링크
1182542207	Puni Candy	Riasoup		Puni Drink	0	0	0	0	1992914810	513706777	1164241785	0	プニプニドリンク	噗尼噗尼饮料	噗尼噗尼飲料	푸니푸니 드링크
691850002	Riasoup	Healing Elixir		Catastro Craft Cola	0	0	0	0	654383161	1164241785	1466857876	0	カタストクラフトコーラ	灾祸诡雷可乐	災禍卡夫可樂	카타스트 크래프트 코라
1580989320	Sun Ring	Moon Ring		Starfire Blaze	20	0	0	0	665020228	1842209283	188435527	0	星火燎原	星火燎原	星火燎原	성화요원
1364928545	Viel Einfugen	Healing Bell		Cheer Bell	0	0	0	0	1207189462	1573151133	1833504999	0	エールのベル	声援之铃	聲援之鈴	엘의 벨
