SkillId	text_ENG	desc_ENG	Unknown1	Numbers1	Unknown2	Power1	Values1	Power2	Values2	Number	Flag	Index	Unknown3	text_JPN	desc_JPN	text_CHS	desc_CHS	text_CHT	desc_CHT	text_KOR	desc_KOR
934681192	Brilliant Cheer	Boosts an ally's SPD by {7}% and Critical rate by {3}%. Increases the duration of the target's buff effects by {11}. (Cannot exceed initial value.)	[0, 0, 0, 826054873]	[15, 0, 15, 225]	[545316433, 0, 0, 0, 0, 0, 0, 0]	190	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[1836357896, 2100543155, 2024091195, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1509574515, 436849601, 268166948, 0, 0, 0]	ブリリアントエール	味方単体の素早さを{7}％、クリティカル率を{3}％上昇させ、対象のバフ効果のターン数を{11}回復する。ターン数は初期値を超えて回復しない	绝妙声援	我方单体敏捷提升{7}%，暴击率提升{3}%，并使目标的增益效果回合数恢复{11}。所恢复的回合数不会超过初始值。	絕妙聲援	我方單體的敏捷上升{7}%、重擊率上升{3}%，並使目標的增益效果回合數回復{11}。回復的回合數不會超過初始值。	브릴리언트 엘	단일 아군의 민첩성을 {7}%, 크리티컬 확률을 {3}% 상승시키고 대상의 강화 효과의 턴 수를 {11} 회복한다. 턴 수는 초기치를 초과해 회복되지 않는다
1445818427	Brilliant Cheer	Boosts an ally's SPD by {7}% and Critical rate by {3}%. Increases the duration of the target's buff effects by {11}. (Cannot exceed initial value.)	[0, 0, 0, 826054873]	[15, 0, 15, 225]	[545316433, 0, 0, 0, 0, 0, 0, 0]	200	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[1836357896, 2100543155, 2024091195, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 945892654, 1473701935, 1109705932, 0, 0, 0]	ブリリアントエール	味方単体の素早さを{7}％、クリティカル率を{3}％上昇させ、対象のバフ効果のターン数を{11}回復する。ターン数は初期値を超えて回復しない	绝妙声援	我方单体敏捷提升{7}%，暴击率提升{3}%，并使目标的增益效果回合数恢复{11}。所恢复的回合数不会超过初始值。	絕妙聲援	我方單體的敏捷上升{7}%、重擊率上升{3}%，並使目標的增益效果回合數回復{11}。回復的回合數不會超過初始值。	브릴리언트 엘	단일 아군의 민첩성을 {7}%, 크리티컬 확률을 {3}% 상승시키고 대상의 강화 효과의 턴 수를 {11} 회복한다. 턴 수는 초기치를 초과해 회복되지 않는다
556417197	Brilliant Cheer	Boosts all allies' SPD by {7}% and critical rate by {3}%. Increases the duration of the targets' buff effects by {11}. (Cannot exceed initial value.)	[0, 0, 0, 1883795445]	[30, 0, 30, 225]	[545316433, 0, 0, 0, 0, 0, 0, 0]	210	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[1836357896, 2100543155, 2024091195, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1332092344, 1790362015, 2135223676, 0, 0, 0]	ブリリアントエール	味方全体の素早さを{7}％、クリティカル率を{3}％上昇させ、対象のバフ効果のターン数を{11}回復する。ターン数は初期値を超えて回復しない	绝妙声援	我方全体敏捷提升{7}%、暴击率提升{3}%，并使目标的增益效果回合数恢复{11}。所恢复的回合数不会超过初始值。	絕妙聲援	我方全體的敏捷上升{7}%、重擊率上升{3}%，並使目標的增益效果回合數回復{11}。回復的回合數不會超過初始值。	브릴리언트 엘	모든 아군의 민첩성을 {7}%, 크리티컬 확률을 {3}% 상승시키고 대상의 강화 효과의 턴 수를 {11} 회복한다. 턴 수는 초기치를 초과해 회복되지 않는다
385594324	Rumble Twister	Deals air damage to an enemy. Advances the time card of the next ally in the turn order to immediately after this skill.	[0, 0, 0, 1415384097]	[25, 0, 25, 250]	[1618329858, 2006820131, 0, 0, 0, 0, 0, 0]	100	[62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[1441856830, 785661931, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1970008081, 0, 0, 0, 0, 0]	ランブルツイスター	敵単体に風ダメージを与え、行動順が最も近い味方のタイムカードを直後に移動させる	轰鸣旋风	对敌方单体造成风伤害，并使行动顺序最前的我方时间卡片移动至此行动之后。	轟鳴旋風	對敵方單體造成風傷害，並使行動順序第一的我方時間卡片移動至此行動之後。	럼블 트위스터	단일 적에게 풍 대미지를 주고 행동순서가 가장 가까운 아군의 타임카드를 바로 뒤로 이동시킨다
2110849858	Rumble Twister	Deals air damage to an enemy. Advances the time card of the next ally in the turn order to immediately after this skill.	[0, 0, 0, 1415384097]	[25, 0, 25, 250]	[1618329858, 2006820131, 0, 0, 0, 0, 0, 0]	110	[62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[1441856830, 785661931, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1970008081, 0, 0, 0, 0, 0]	ランブルツイスター	敵単体に風ダメージを与え、行動順が最も近い味方のタイムカードを直後に移動させる	轰鸣旋风	对敌方单体造成风伤害，并使行动顺序最前的我方时间卡片移动至此行动之后。	轟鳴旋風	對敵方單體造成風傷害，並使行動順序第一的我方時間卡片移動至此行動之後。	럼블 트위스터	단일 적에게 풍 대미지를 주고 행동순서가 가장 가까운 아군의 타임카드를 바로 뒤로 이동시킨다
181810136	Rumble Twister	Deals air damage to an enemy. Advances the time card of the next ally in the turn order to immediately after this skill.	[0, 0, 0, 1415384097]	[25, 0, 25, 250]	[1618329858, 2006820131, 0, 0, 0, 0, 0, 0]	120	[62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[1441856830, 785661931, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1970008081, 0, 0, 0, 0, 0]	ランブルツイスター	敵単体に風ダメージを与え、行動順が最も近い味方のタイムカードを直後に移動させる	轰鸣旋风	对敌方单体造成风伤害，并使行动顺序最前的我方时间卡片移动至此行动之后。	轟鳴旋風	對敵方單體造成風傷害，並使行動順序第一的我方時間卡片移動至此行動之後。	럼블 트위스터	단일 적에게 풍 대미지를 주고 행동순서가 가장 가까운 아군의 타임카드를 바로 뒤로 이동시킨다
1800231307	Rumble Twister	Deals air damage to an enemy. Advances the time card of the next ally in the turn order to immediately after this skill.	[0, 0, 0, 1415384097]	[25, 0, 25, 250]	[1618329858, 2006820131, 0, 0, 0, 0, 0, 0]	130	[62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[1441856830, 785661931, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1970008081, 0, 0, 0, 0, 0]	ランブルツイスター	敵単体に風ダメージを与え、行動順が最も近い味方のタイムカードを直後に移動させる	轰鸣旋风	对敌方单体造成风伤害，并使行动顺序最前的我方时间卡片移动至此行动之后。	轟鳴旋風	對敵方單體造成風傷害，並使行動順序第一的我方時間卡片移動至此行動之後。	럼블 트위스터	단일 적에게 풍 대미지를 주고 행동순서가 가장 가까운 아군의 타임카드를 바로 뒤로 이동시킨다
474638621	Rumble Twister	Deals air damage to an enemy. Advances the time card of the next ally in the turn order to immediately after this skill.	[0, 0, 0, 1415384097]	[25, 0, 25, 250]	[1618329858, 2006820131, 0, 0, 0, 0, 0, 0]	140	[62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[1441856830, 785661931, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1970008081, 0, 0, 0, 0, 0]	ランブルツイスター	敵単体に風ダメージを与え、行動順が最も近い味方のタイムカードを直後に移動させる	轰鸣旋风	对敌方单体造成风伤害，并使行动顺序最前的我方时间卡片移动至此行动之后。	轟鳴旋風	對敵方單體造成風傷害，並使行動順序第一的我方時間卡片移動至此行動之後。	럼블 트위스터	단일 적에게 풍 대미지를 주고 행동순서가 가장 가까운 아군의 타임카드를 바로 뒤로 이동시킨다
2002835849	Tornado Blow	Deals air damage to all enemies. Reduces targets' DEF by {3}% and increases the duration of their debuff effects by {7}. (Cannot exceed initial value.)	[0, 0, 0, 355072781]	[30, 0, 30, 275]	[1229902979, 307236835, 0, 0, 0, 0, 0, 0]	60	[43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3817057948, 620971004, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 951374847, 120534506, 0, 0, 0, 0]	トルネードブロー	敵全体に風ダメージを与える。さらに、対象の防御力を{3}％低下させ、デバフ効果のターン数を{7}回復する。ターン数は初期値を超えて回復しない	狂风重击	对敌方全体造成风伤害，目标防御力下降{3}%，减益效果回合数恢复{7}。所恢复的回合数不会超过初始值。	狂風重擊	對敵方全體造成風傷害。另外，使目標的防禦力下降{3}%，減益效果回合數回復{7}。回復的回合數不會超過初始值。	토네이도 블로	모든 적에게 풍 대미지를 준다. 추가로 대상의 방어력을 {3}% 저하시키고 약화 효과의 턴 수를 {7} 회복한다. 턴 수는 초기치를 초과해 회복되지 않는다
806232238	Tornado Blow	Deals air damage to all enemies. Reduces targets' DEF by {3}% and increases the duration of their debuff effects by {7}. (Cannot exceed initial value.)	[0, 0, 0, 355072781]	[30, 0, 30, 275]	[1229902979, 307236835, 0, 0, 0, 0, 0, 0]	70	[43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3817057948, 620971004, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1581415867, 1083133754, 0, 0, 0, 0]	トルネードブロー	敵全体に風ダメージを与える。さらに、対象の防御力を{3}％低下させ、デバフ効果のターン数を{7}回復する。ターン数は初期値を超えて回復しない	狂风重击	对敌方全体造成风伤害，目标防御力下降{3}%，减益效果回合数恢复{7}。所恢复的回合数不会超过初始值。	狂風重擊	對敵方全體造成風傷害。另外，使目標的防禦力下降{3}%，減益效果回合數回復{7}。回復的回合數不會超過初始值。	토네이도 블로	모든 적에게 풍 대미지를 준다. 추가로 대상의 방어력을 {3}% 저하시키고 약화 효과의 턴 수를 {7} 회복한다. 턴 수는 초기치를 초과해 회복되지 않는다
1191776312	Tornado Blow	Deals air damage to all enemies. Reduces targets' DEF by {3}% and increases the duration of their debuff effects by {7}. (Cannot exceed initial value.)	[0, 0, 0, 355072781]	[30, 0, 30, 275]	[1229902979, 307236835, 0, 0, 0, 0, 0, 0]	80	[43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3817057948, 620971004, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 692407597, 2112841354, 0, 0, 0, 0]	トルネードブロー	敵全体に風ダメージを与える。さらに、対象の防御力を{3}％低下させ、デバフ効果のターン数を{7}回復する。ターン数は初期値を超えて回復しない	狂风重击	对敌方全体造成风伤害，目标防御力下降{3}%，减益效果回合数恢复{7}。所恢复的回合数不会超过初始值。	狂風重擊	對敵方全體造成風傷害。另外，使目標的防禦力下降{3}%，減益效果回合數回復{7}。回復的回合數不會超過初始值。	토네이도 블로	모든 적에게 풍 대미지를 준다. 추가로 대상의 방어력을 {3}% 저하시키고 약화 효과의 턴 수를 {7} 회복한다. 턴 수는 초기치를 초과해 회복되지 않는다
647133797	Tornado Blow	Deals air damage to all enemies. Reduces targets' DEF by {3}% and increases the duration of their debuff effects by {7}. (Cannot exceed initial value.)	[0, 0, 0, 355072781]	[30, 0, 30, 275]	[1229902979, 307236835, 0, 0, 0, 0, 0, 0]	90	[43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3817057948, 620971004, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1222518642, 808469862, 0, 0, 0, 0]	トルネードブロー	敵全体に風ダメージを与える。さらに、対象の防御力を{3}％低下させ、デバフ効果のターン数を{7}回復する。ターン数は初期値を超えて回復しない	狂风重击	对敌方全体造成风伤害，目标防御力下降{3}%，减益效果回合数恢复{7}。所恢复的回合数不会超过初始值。	狂風重擊	對敵方全體造成風傷害。另外，使目標的防禦力下降{3}%，減益效果回合數回復{7}。回復的回合數不會超過初始值。	토네이도 블로	모든 적에게 풍 대미지를 준다. 추가로 대상의 방어력을 {3}% 저하시키고 약화 효과의 턴 수를 {7} 회복한다. 턴 수는 초기치를 초과해 회복되지 않는다
1368738547	Tornado Blow	Deals air damage to all enemies. Reduces targets' DEF by {3}% and increases the duration of their debuff effects by {7}. (Cannot exceed initial value.)	[0, 0, 0, 355072781]	[30, 0, 30, 275]	[1229902979, 307236835, 0, 0, 0, 0, 0, 0]	100	[43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[3817057948, 620971004, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1071192040, 223374550, 0, 0, 0, 0]	トルネードブロー	敵全体に風ダメージを与える。さらに、対象の防御力を{3}％低下させ、デバフ効果のターン数を{7}回復する。ターン数は初期値を超えて回復しない	狂风重击	对敌方全体造成风伤害，目标防御力下降{3}%，减益效果回合数恢复{7}。所恢复的回合数不会超过初始值。	狂風重擊	對敵方全體造成風傷害。另外，使目標的防禦力下降{3}%，減益效果回合數回復{7}。回復的回合數不會超過初始值。	토네이도 블로	모든 적에게 풍 대미지를 준다. 추가로 대상의 방어력을 {3}% 저하시키고 약화 효과의 턴 수를 {7} 회복한다. 턴 수는 초기치를 초과해 회복되지 않는다
6809887	Mistral Bringer	Deals air damage to an enemy and boosts the critical rate of attacks it receives by {3}%.	[0, 0, 0, 1415384097]	[40, 0, 40, 350]	[2000680125, 1889538411, 0, 0, 0, 0, 0, 0]	210	[156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[2976418699, 1862176439, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 97843791, 0, 0, 0, 0, 0]	ミストラルブリンガー	敵単体に風ダメージを与え、被クリティカル率を{3}％上昇させる	北风使者	对敌方单体造成风伤害，使其所受暴击率提升{3}%。	北風使者	對敵方單體造成風傷害，並使其所受重擊率上升{3}%。	미스트랄 블링거	단일 적에게 풍 대미지를 주고 피격 크리티컬 확률을 {3}% 상승시킨다
225315102	Mistral Bringer	Deals air damage to an enemy and boosts the critical rate of attacks it receives by {3}%.	[0, 0, 0, 1415384097]	[40, 0, 40, 350]	[2000680125, 1889538411, 0, 0, 0, 0, 0, 0]	220	[156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[2976418699, 1862176439, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 1663194123, 0, 0, 0, 0, 0]	ミストラルブリンガー	敵単体に風ダメージを与え、被クリティカル率を{3}％上昇させる	北风使者	对敌方单体造成风伤害，使其所受暴击率提升{3}%。	北風使者	對敵方單體造成風傷害，並使其所受重擊率上升{3}%。	미스트랄 블링거	단일 적에게 풍 대미지를 주고 피격 크리티컬 확률을 {3}% 상승시킨다
2053716360	Mistral Bringer	Deals air damage to an enemy and boosts the critical rate of attacks it receives by {3}%.	[0, 0, 0, 1415384097]	[40, 0, 40, 350]	[2000680125, 1889538411, 0, 0, 0, 0, 0, 0]	230	[156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0	0	0	[2976418699, 1862176439, 1590773769, 4294967295, 4294967295, 4294967295, 3212836864, 3212836864, 337994909, 0, 0, 0, 0, 0]	ミストラルブリンガー	敵単体に風ダメージを与え、被クリティカル率を{3}％上昇させる	北风使者	对敌方单体造成风伤害，使其所受暴击率提升{3}%。	北風使者	對敵方單體造成風傷害，並使其所受重擊率上升{3}%。	미스트랄 블링거	단일 적에게 풍 대미지를 주고 피격 크리티컬 확률을 {3}% 상승시킨다
