ItemId	Item	Name1	Name2	Name3	Name4	Name5	SkillId1	SkillId2	SkillId3	SkillId4	SkillId5	EffectId1	EffectId2	EffectId3	EffectId4	EffectId5	DlcId
1317181551	Iris Stone - Stone	Change to Stone										354258800					0
247006589	Iris Stone - Ore	Change to Ore										1279141162					0
288079967	Iris Stone - Gemstone	Change to Gemstones										1667378698					0
2084958305	Iris Stone - Gunpowder	Change to Gunpowder										250191229					0
74117187	Iris Stone - Fuel	Change to Fuel										1171518206					0
1748997748	Iris Stone - Metal	Change to Metal										866156909					0
1209445168	Iris Stone - Edible	Change to Edible										1399146427					0
76389490	Iris Stone - Mushroom	Change to Mushrooms										1992585765					0
713742719	Iris Stone - Fruit	Change to Fruit										1745746220					0
656570381	Iris Stone - Beehive	Change to Beehives										1772857547					0
178510745	Iris Stone - Marine	Change to Marine										1260050728					0
1415935313	Iris Stone - Bug	Change to Bugs										650713165					0
212827081	Iris Stone - Thread	Change to Threads										2114131669					0
155879079	Iris Stone - Lumber	Change to Lumber										1223918618					0
1785618426	Iris Stone - Gas	Change to Gases										686391213					0
2045565151	Iris Stone - Magical	Change to Magical										188790211					0
992634100	Iris Stone - Puni	Change to Puni										1231260321					0
1461982293	Iris Stone - Animal Mat.	Change to Animal Mat.										629700937					0
441917182	Iris Stone - Dragon Mat.	Change to Dragon Mat.										1761309668					0
34942089	Iris Stone - Neutralizer	Change to Neutralizers										2106902352					0
325708408	Iris Stone - Misc.	Change to Misc.										1629488163					0
1094440022	Iris Stone - Spices	Change to Spices										1514682561					0
651092156	Iris Stone - Ingot	Change to Ingots										2102523811					0
1968436987	Iris Stone - Cloth	Change to Cloth										785179108					0
1244076355	Iris Stone - Bomb	Change to Bombs										194911228					0
1157042664	Iris Stone - Medicine	Change to Medicine										918486973					0
504383907	Iris Stone - Food	Change to Food										1604930332					0
673907521	Starlight Mirrorstone	Trait Fixer										495354859					1022985541
1323150597	Oracle Aurolite	Ever-Changing Mirage Stone										2070949295					1022985541
379975768	Pure Water	No Effect	Synthesis: HP +4	Synthesis: HP +6								835902106	1462007004	539182154			0
241122386	Spirit Tears	No Effect	Synthesis: Recovery +4	Synthesis: Recovery +5								1102589463	918494849	1347006661			0
2000129743	Cure-all Base	No Effect	Synthesis: Recovery +7 (Blue/Red)	Synthesis: Recovery +8 (Blue/Red)								659456083	1208902206	1057575596			0
1685538182	Seife	No Effect	Synthesis: Recovery +2	Synthesis: Recovery +3								1607392079	684321753	1312769437			0
882945479	Tanning Fluid	No Effect	Synthesis: Level +8 (Red/Green)	Synthesis: Level +9 (Red/Green)								960001291	1487085400	799289282			0
83948920	Great Gift	No Effect	Synthesis: Level +2	Synthesis: Level +3								1230143876	1045803282	1360352125			0
1429729854	Alles Welt	No Effect	Applies Gemstones	Applies Gemstones								638739435	1961068686	1961068686			0
1650709411	Polish	No Effect	Applies Stone	Applies Stone								1695684190	303376072	303376072			0
1720435215	Alchemic Clay	No Effect	Synthesis: HP +8	Synthesis: HP +10								76119043	1652544071	360243921			0
1254474818	Flame Emperor Dust	No Effect	Synthesis: Uses +1	Synthesis: Uses +2								2050490560	222244906	1845017037			0
1838937352	Refresh Oil	No Effect	Applies Water	Applies Water								452954459	2080974623	2080974623			0
1618932768	Zettel	No Effect	Synthesis: Power +2	Synthesis: Power +3								1788181974	496127300	2070209286			0
109599334	Reinforced Zettel	No Effect	Synthesis: Power +4	Synthesis: Power +5								207868816	1663250943	337903977			0
109777341	Calm Blue Flame	No Effect	Synthesis: Uses +2 (Blue/Red)	Synthesis: Uses +3 (Blue/Red)								582561548	1438523294	860402136			0
1892292940	Holynut Lumber	No Effect	Applies Lumber	Applies Lumber								1146061134	634710803	634710803			0
269000885	Superpowder	No Effect	Applies Spices	Applies Spices								874870209	1126319447	1126319447			0
1907729955	Natural Yeast	No Effect	Applies Food	Applies Food								1533384624	1000480331	1000480331			0
946670395	Weisscream	No Effect	Synthesis: Recovery +9 (Purple/Green)	Synthesis: Recovery +10 (Purple/Green)								710115481	1565831183	1020254804			0
1955455862	Alchemy Fibers	No Effect	Synthesis: SPD +2	Synthesis: SPD +3								1271458502	759055488	1513714710			0
102597514	Stretchy Band	No Effect	Synthesis: SPD +4	Synthesis: SPD +5								897160825	1115596527	277826954			0
1485850211	Golden Thread	No Effect	Applies Animal Mat.	Applies Animal Mat.								1736998176	25088858	25088858			0
1933797735	Klavier Band	No Effect	Synthesis: HP +10	Synthesis: HP +12 (Purple/Green)								400722321	1625667847	101914435			0
310070576	Strong Alchemy Fibers	No Effect	Synthesis: HP +14 (Blue/Yellow)	Synthesis: HP +16 (Blue/Yellow)								1897146325	508872124	1767109934			0
1090139267	Vajra Wire	No Effect	Synthesis: SPD +9 (Blue/Yellow)	Synthesis: SPD +10 (Blue/Yellow)								160726217	2123582559	409330203			0
640985812	Sperrholz Plywood	No Effect	Synthesis: Level +6 (Blue/Green)	Synthesis: Level +7 (Blue/Green)								1868747405	251246802	2046724168			0
116972722	Undine's Sigh	No Effect	Synthesis: Level +4	Synthesis: Level +5								520627714	1745819284	122680571			0
1941503559	Langwolke	No Effect	Synthesis: SPD +8 (Blue/Red)	Synthesis: SPD +9 (Blue/Red)								1883817069	1911791608	116698990			0
372842310	Typhon Keim	No Effect	Synthesis: Power +6 (Yellow/Green)	Synthesis: Power +7 (Yellow/Green)								1610744108	386216382	1990089697			0
1888697275	Heavenly String	No Effect	Synthesis: Level +6 (Purple/Yellow)	Synthesis: Level +7 (Purple/Yellow)								26831735	1735378227	275314085			0
1661495002	Snowflake Crystal	No Effect	Synthesis: Power +9 (Blue/Green)	Synthesis: Power +10 (Blue/Green)								2133333962	137307996	1760079545			0
659156941	Asterisíma	No Effect	Applies Ore	Applies Ore								535797295	2031693931	2031693931			0
311484869	Book of Hades	No Effect	Synthesis: Level +9 (Yellow/Green)	Synthesis: Level +10 (Yellow/Green)								1871014560	411195958	2121593972			0
1802916448	Black Agujero	No Effect	Synthesis: Level +9 (Purple/Red)	Synthesis: Level +10 (Purple/Red)								158581990	1714628235	288626205			0
1064908757	Red Neutralizer	No Effect	Applies Fuel	Applies Fuel								1192722489	806400175	806400175			0
774064894	Blue Neutralizer	No Effect	Applies Medicinal	Applies Medicinal								568405629	1081754658	1081754658			0
1715438513	Yellow Neutralizer	No Effect	Applies Gases	Applies Gases								1368120050	646769252	646769252			0
2102227943	Green Neutralizer	No Effect	Applies Plants	Applies Plants								1053505693	1577890170	1577890170			0
1555963338	Purple Neutralizer	No Effect	Applies Poisons	Applies Poisons								1341992874	955916092	955916092			0
1002960756	Rainbow Neutralizer	No Effect	Applies Elixirs	Applies Elixirs								778454519	1217457075	1217457075			0
121234074	Alchemy Filter	No Effect	Applies Metal	Applies Metal								1356282188	667945438	667945438			0
634849287	Plant Food	No Effect	Applies Medicine	Applies Medicine								36098605	1691384937	1691384937			0
1086670024	Tasty-Looking Bait	No Effect	Applies Marine	Applies Marine								1917593252	88806966	88806966			0
1013327807	Mana Light	No Effect	Synthesis: Level +2	Synthesis: Level +3								347769062	2080008841	217930271			0
47170434	Leather	No Effect	Applies Threads	Applies Threads								1815794684	457040750	457040750			0
2003793884	Multicolor Dye	No Effect	Synthesis: Recovery +7 (Yellow/Green)	Synthesis: Recovery +8 (Yellow/Green)								181173694	1800869859	475015029			0
2061437532	Charmanduft	No Effect	Applies Flowers	Applies Flowers								2057734449	228702631	228702631			0
1363720703	Liquefier	No Effect	Synthesis: Power +8 (Blue/Red)	Synthesis: Power +9 (Blue/Red)								367422304	595281213	1417442731			0
622999379	Daydream Crystal	No Effect	Synthesis: Power +4	Synthesis: Power +5								847961071	1166928761	605454630			0
92628493	Polishing Powder	No Effect	Synthesis: ATK +4	Synthesis: ATK +5								1393668532	904339446	1121988448			0
754865253	Sublime Dome	No Effect	Synthesis: SPD +6 (Yellow/Green)	Synthesis: SPD +7 (Yellow/Green)								765512975	1520958873	979399806			0
1460589967	Holy Crystal Weight	No Effect	Synthesis: DEF +6 (Red/Green)	Synthesis: DEF +7 (Red/Green)								1298613484	730983086	1553390136			0
200917198	Ancient Scroll	No Effect	Applies Fuel	Applies Fuel								1024307301	1242202355	1242202355			0
1206457610	Tool Set	No Effect	Synthesis: Power +9 (Red/Purple)	Synthesis: Power +10 (Red/Purple)								1543183905	884735056	1136446682			0
534325421	Glass Goblet	No Effect	Synthesis: Level +8 (Blue/Red)	Synthesis: Level +9 (Blue/Red)								290269119	1716131625	12368237			0
401460900	Lumiere Potpourri	No Effect	Synthesis: HP +18 (Blue/Red)	Synthesis: HP +20 (Blue/Red)								2008779259	371254184	1629999922			0
937459136	Honey	No Effect	Synthesis: Recovery +2	Synthesis: Recovery +3								131169652	1893092834	529969037			0
737921160	Ingot	No Effect	Synthesis: ATK +2	Synthesis: ATK +3								1754373915	139859712	2136024682			0
1805598216	Silvalia	No Effect	Synthesis: ATK +4	Synthesis: ATK +5								430409772	1856026810	255578855			0
1653445612	Gold Eisen	No Effect	Synthesis: ATK +6 (Blue/Yellow)	Synthesis: ATK +7 (Blue/Yellow)								2017256049	516574261	1775074467			0
1179128739	Ōkeagyrn	No Effect	Synthesis: ATK +8 (Purple/Red)	Synthesis: ATK +9 (Purple/Red)								109944526	1904914012	1882322383			0
918727047	Iridescence	No Effect	Synthesis: ATK +9 (Blue/Green)	Synthesis: ATK +10 (Blue/Green)								121029977	1640000285	382163851			0
1879695076	Cloth	No Effect	Synthesis: DEF +2	Synthesis: DEF +3								2002530774	5964096	1722658566			0
1365773232	Moffcloth	No Effect	Synthesis: DEF +4	Synthesis: DEF +5								296394644	2129296893	166546795			0
2028095357	Flügel	No Effect	Synthesis: DEF +6 (Blue/Purple)	Synthesis: DEF +7 (Blue/Purple)								1764410510	506328088	2027641438			0
581904303	Velvetis	No Effect	Synthesis: DEF +8 (Yellow/Red)	Synthesis: DEF +9 (Yellow/Red)								266103500	1850146967	423636993			0
921957720	Geranóvirgen	No Effect	Synthesis: DEF +9 (Purple/Green)	Synthesis: DEF +10 (Purple/Green)								2142674501	145862355	1743867068			0
1484350495	Sternovia	No Effect	Synthesis: All Stats +7	Synthesis: All Stats +10								284589098	1162952290	844500728			0
1813148685	Dragon's Tear	No Effect	Synthesis: Power Amplifier +30	Synthesis: Power Amplifier +50								1621616017	396416263	557710182			1274983891
182770249	Time Control Hourglass	No Effect	Synthesis: Trait Change	Synthesis: Trait Change								1446693876	818701750	818701750			1274983891
2112088799	Medicinal Sap	No Effect	Synthesis: Recovery Amplifier +30	Synthesis: Recovery Amplifier +50								642793341	1364660203	933339567			1274983891
477659268	Mini Volcano	No Effect	Synthesis: Uses +1 (Buff)	Synthesis: Uses +2 (Buff)								1084657977	803631960	1491157954			1274983891
1803530262	Toxilixir	No Effect	Synthesis: Uses +1 (Debuff)	Synthesis: Uses +2 (Debuff)								942066213	1327626931	701977847			1274983891
227090000	Blue Flame Ember	No Effect	Synthesis: Simple Bestowal - Weapons	Synthesis: Simple Bestowal - Weapons								1590715489	1061883454	1061883454			1274983891
2056138438	Rainbow Veil	No Effect	Synthesis: Simple Bestowal - Armor	Synthesis: Simple Bestowal - Armor								783978734	1505599608	1505599608			1274983891
365874345	Lunar Drop	No Effect	Synthesis: HP & SPD Up +15	Synthesis: HP & SPD Up +20								1106932353	319527400	1678551410			1274983891
16598907	Craft	Physical Damage S	Physical Damage M	Physical Damage L	Thorn Attack	Thorn Attack	283082784	1982410330	19799756	1622504593	397558791						0
1742723430	Bomb	Fire Damage S	Fire Damage M	Fire Damage L	Mass of Heat	Mass of Heat	1319870154	677195916	1599733786	1052863047	1237736145						0
1737131770	Ice Bomb	Ice Damage S	Ice Damage M	Ice Damage L	Steal Heat	Steal Heat	824372777	1473527917	550727931	1095244454	911157808						0
304588275	Lightning Bomb	Bolt Damage S	Bolt Damage M	Bolt Damage L	Electric Shock	Electric Shock	1136424823	625662259	1380837797	869696504	1154593646						0
89414113	Luft	Air Damage S	Air Damage M	Air Damage L	Wreathe In Wind	Wreathe In Wind	528100548	2039251590	244036112	1863374925	404220123						0
1712056639	Catastro Craft	Wide Impact S	Wide Impact M	Wide Impact L	Furious Rush	Furious Rush	557292163	1203844295	818283601	1365077518	643456668						0
19494688	Flare Nova Bomb	Heatwave S	Heatwave M	Heatwave L	Crimson Fire	Crimson Fire	2135131221	431303185	1857165959	254374108	2016297038						0
24914108	Blizzard Ice Bomb	Freezing Wave S	Freezing Wave M	Freezing Wave L	Freezing Waltz	Freezing Waltz	13300916	1715231474	289106536	1889534011	128397485						0
1959857079	Gungnir Plajig	Piercing Surge S	Piercing Surge M	Piercing Surge L	Avalanche	Avalanche	1918135786	346211248	1671820090	37656933	1966713331						0
1671624613	Tornado Luft	Colossal Whirlwind S	Colossal Whirlwind M	Colossal Whirlwind L	Zephyr's Wrath	Zephyr's Wrath	781334111	1214552091	1063495821	1593361106	704639560						0
1175597279	Magic Cannon	Eldritch Cannonade S	Eldritch Cannonade M	Eldritch Cannonade L	Void Cannonade	Void Cannonade	1754506983	241502371	2036480053	418992744	1878942462						0
610408189	Luminous Lance	Spear of Light S	Spear of Light M	Spear of Light L	Heavenly Light Spear	Heavenly Light Spear	2109537385	457855533	1817010875	232130790	2060531824						0
590617477	N/A	Ultra Explosion S	Ultra Explosion M	Ultra Explosion L	Infinite Explosion	Infinite Explosion	661715634	1099322616	914449506	1461325373	538787499						0
1170388417	Himmelstein	Merciless Strike S	Merciless Strike M	Merciless Strike L	Heavenly Call	Heavenly Call	379117615	1886277227	124354301	1727141024	301278262						0
1529700422	Puni Missile	Homing Bullet S	Homing Bullet M	Homing Bullet L	Supersonic Missile	Supersonic Missile	1109833272	617617522	1406609636	843858617	1162572335						0
1461612714	Meteor	It's Raining Puni	It's Raining Uni	It's Raining Meteor	It's Raining Golems	It's Raining Golems	1637182017	123978757	1885664403	301965006	1727573592						0
1438521010	Flame of Origin	Primeval Strength S	Primeval Strength M	Primeval Strength L	Power of Creation	Power of Creation	336022443	1928455663	100062585	1684913956	325750706						0
860403960	Magician's Flute	Summon Clay Pot	Summon Ghost	Summon Island Fish	Summon Puni	Summon Puni	636440886	1125777268	874434534	1434822073	578983215						0
291725372	N/A Type Rho	Concentrated Mana S	Concentrated Mana M	Concentrated Mana L	Demonic Strike	Demonic Strike	832403897	1466685437	544008043	1106742582	921746848						0
1261238346	Decorated Spellbook	Sparkly Spellbook S	Sparkly Spellbook M	Sparkly Spellbook L	Super Cute Spellbook	Super Cute Spellbook	1753593364	242423890	2037655752	418333339	1877504525						0
74907247	Thunder Feet	Rumbling Bolt S	Rumbling Bolt M	Rumbling Bolt L	Thunderous Flash	Thunderous Flash	1715951403	11663727	2008467961	372089764	1630180146						0
1842209283	Sun Ring	Light of Dawn S	Light of Dawn M	Light of Dawn L	Atomic Flare	Atomic Flare	569640148	1191357074	805673480	1369370715	647610573						0
188435527	Moon Ring	Moon Mirror S	Moon Mirror M	Moon Mirror L	Flash of Moonlight	Flash of Moonlight	270278217	1995091981	32342171	1618406086	393337424						0
405058249	Puni Matter	Resolute Blow S	Resolute Blow M	Resolute Blow L	Desperate Charge	Desperate Charge	867939498	1431116528	575285882	1137786917	886468787						1274983891
2127699085	Elemental Sword	Rain of the Azure Blade S	Rain of the Azure Blade M	Rain of the Azure Blade L	Tempest of the Azure Blade	Tempest of the Azure Blade	1005280984	1562243218	706396164	1266788953	1015454415						1274983891
763193597	Healing Salve	HP Recovery S	HP Recovery M	HP Recovery L	Ultra HP Recovery	Ultra HP Recovery	702895980	1326709034	940886464	1502585827	780702581						0
1466857876	Healing Elixir	HP+AP Recovery S	HP+AP Recovery M	HP+AP Recovery L	Regeneration	Regeneration	775257628	1220792414	1069867208	1583319701	693680643						0
1148918095	Puni Jelly	Nice and Squishy S	Nice and Squishy M	Nice and Squishy L	Unique Texture	Unique Texture	308913012	1956580658	60308904	1644386299	352610157						0
1833504999	Healing Bell	Soothing Melody S	Soothing Melody M	Soothing Melody L	Beautiful Melody	Beautiful Melody	1289005387	706873103	1562720153	1019108806	1270443348						0
1507426613	Custarias Pie	Crispy Crust S	Crispy Crust M	Crispy Crust L	Always Oven Fresh	Always Oven Fresh	49388804	1678193474	318768088	1922787723	94132509						0
708858626	Riaflan	Just Sweet Enough S	Just Sweet Enough M	Just Sweet Enough L	Shareable Sweetness	Shareable Sweetness	1925160943	340341163	1666056509	47541090	1976720376						0
209109006	Hallfein Parfum	Nice Scent S	Nice Scent M	Nice Scent L	Lovely Scent	Lovely Scent	1593039636	939881814	1325548992	781791133	1503534859						0
2007398888	Elixir	Secret Power S	Secret Power M	Secret Power L	Super Panacea	Super Panacea	1711988514	16544100	2012955122	375401391	1634147129						0
1861737680	Bluten Veil	Ocean Flower Aura S	Ocean Flower Aura M	Ocean Flower Aura L	Ocean Flower Veil	Ocean Flower Veil	1941501862	357456356	1648978294	64095017	1960129471						725171254
104960926	Aries Candy	Sparkly Accent S	Sparkly Accent M	Sparkly Accent L	Topping Effect	Topping Effect	1396829985	901202277	1118859763	590027694	1412180792						1274983891
513706777	Puni Candy	DEF Increase S	DEF Increase M	DEF Increase L	Alive	Alive	1720953723	6620479	2002924969	385441780	1644064610						0
1910473168	Riaslade Ice Cream	Sharp Chill S	Sharp Chill M	Sharp Chill L	Piercing Cold	Piercing Cold	291631192	2006408734	9465484	1628112087	369898561						0
1594507219	Squall Winder	SPD+Evade Boost S	SPD+Evade Boost M	SPD+Evade Boost L	Masterful Reflexes	Masterful Reflexes	955006377	1578800109	689808251	1216792872	1065482674						0
274138787	Warding Incense	Cure Stat Effect S	Cure Stat Effect M	Cure Stat Effect L	Removes Stat Effect	Removes Stat Effect	1294019549	735544729	1557181711	1028382546	1246556100						0
1164241785	Riasoup	ATK+DEF Up, SPD Down	ATK+DEF Up, SPD Down+	All Stats Boost	Masterful Tactics	Masterful Tactics	83465977	1645164733	352847915	1955816056	60052194						0
1573151133	Viel Einfugen	Specialty Product S	Specialty Product M	Specialty Product L	Nostalgic Taste	Nostalgic Taste	1082870507	645784751	1367004217	820100708	1206292210						725171254
920730609	Friendship Brush	Alchemist's Brush S	Alchemist's Brush M	Alchemist's Brush L	Alchemist's Divine Brush	Alchemist's Divine Brush	997781259	1569603919	713650649	1259477894	1008020244						1274983891
2125911407	Dark Water	DEF Down S	DEF Down M	DEF Down L	Tri-Suffer	Tri-Suffer	1504439342	1063076456	1213887230	700520611	1590044725						0
854824807	Imp's Mischief	ATK+Phys Res Down S	ATK+Phys Res Down M	ATK+Phys Res Down L	Impurify	Impurify	1609950341	956517057	1308916311	798953484	1486364830						0
154421263	Puni Whip	Freeze S	Freeze M	Freeze L	Living Whip	Living Whip	164442099	1866170807	406630689	2041043836	245427178						0
911148001	Worn Out Circle	Blind+Paralyze S	Blind+Paralyze M	Blind+Paralyze L	Corrode Body	Corrode Body	709910999	1286000531	1000472325	1513788760	759014862						0
184744382	Codex of Creation	Absorb ATK S	Absorb ATK M	Absorb ATK L	Absorb ATK+DEF	Absorb ATK+DEF	1866373846	164115600	2127496198	525626971	1750294221						0
295423408	Absolute Pain	Extreme Gravity S	Extreme Gravity M	Extreme Gravity L	Gravity Core	Gravity Core	1377885943	623373921	1248267278	1029717144	1571272061						1274983891
2003657718	Convenient Broom	Mysterious Broom S	Mysterious Broom M	Mysterious Broom L	Aerial Sweeper	Aerial Sweeper	1524860246	769963456	1118066607	899901241	1432678110						1274983891
806431220	Star Staff	Air Attack Charge S	Air Attack Charge M	Air Attack Charge L	Full-Fledged Adventurer	Full-Fledged Adventurer						662453033	1099601261	915252731	1461112744	538050354	0
1458014134	Explorer's Staff	Attack Mastery S	Attack Mastery M	Attack Mastery L	Behemoth Blow	Behemoth Blow						624592242	1137453876	885726114	1431335423	576143721	0
568375072	Azure Cage	Devastating Strike S	Devastating Strike M	Devastating Strike L	Skill Power Amplifier	Skill Power Amplifier						620293959	1108230403	889811349	1418861514	596978528	0
1081859453	Rustivaria	Attack Skill Boost S	Attack Skill Boost M	Attack Skill Boost L	Vorpal Strike	Vorpal Strike						565705156	1195464582	809920272	1373441357	651836891	0
930934251	Gracia Staff	Attack Gleam S	Attack Gleam M	Attack Gleam L	White Dragon's Guidance	White Dragon's Guidance						544576501	1183006129	830737703	1344235388	655906798	0
1867905340	Guardian's Spear	Bolt Attack Charge S	Bolt Attack Charge M	Bolt Attack Charge L	Guardian's Pride	Guardian's Pride						127158653	1633871673	375773103	2013183474	16354660	0
161699710	Stone-Smashing Lance	Attack Mastery S	Attack Mastery M	Attack Mastery L	Behemoth Blow	Behemoth Blow						624592242	1137453876	885726114	1431335423	576143721	0
2124703720	Sterglanz	Devastating Strike S	Devastating Strike M	Devastating Strike L	Skill Power Amplifier	Skill Power Amplifier						620293959	1108230403	889811349	1418861514	596978528	0
524225973	Vactarius	Attack Skill Boost S	Attack Skill Boost M	Attack Skill Boost L	Defensive Protection	Defensive Protection						565705156	1195464582	809920272	1899331353	103960463	0
1748516131	Perchel Zwei	Attack Gleam S	Attack Gleam M	Attack Gleam L	Holy Guardian Spear	Holy Guardian Spear						544576501	1183006129	830737703	1895241006	133178808	0
847454933	Parrying Dagger	Phys. Attack Charge S	Phys. Attack Charge M	Phys. Attack Charge L	War Realm	War Realm						734082117	1295489537	976267927	1537982668	749531230	0
1416989841	Dragonfang Stiletto	Attack Mastery S	Attack Mastery M	Attack Mastery L	Behemoth Blow	Behemoth Blow						624592242	1137453876	885726114	1431335423	576143721	0
594721799	Shadowend	Devastating Strike S	Devastating Strike M	Devastating Strike L	Skill Power Amplifier	Skill Power Amplifier						620293959	1108230403	889811349	1418861514	596978528	0
1122621020	Dusk Blade	Attack Skill Boost S	Attack Skill Boost M	Attack Skill Boost L	Solemn Trance	Solemn Trance						565705156	1195464582	809920272	1566573089	711406263	0
904849102	Full Hellmoon	Attack Gleam S	Attack Gleam M	Attack Gleam L	Moonlight Strike	Moonlight Strike						544576501	1183006129	830737703	1554147352	732256386	0
1704718967	Alchemist's Staff	Ice Attack Charge S	Ice Attack Charge M	Ice Attack Charge L	Extreme Concentration	Extreme Concentration						2043963496	522372642	1747318452	163486953	2126097535	0
57498675	Spirit Staff	Attack Mastery S	Attack Mastery M	Attack Mastery L	Behemoth Blow	Behemoth Blow						624592242	1137453876	885726114	1431335423	576143721	0
1953131685	Philosopher's Staff	Devastating Strike S	Devastating Strike M	Devastating Strike L	Skill Power Amplifier	Skill Power Amplifier						620293959	1108230403	889811349	1418861514	596978528	0
368117498	Great Fairy's Staff	Attack Skill Boost S	Attack Skill Boost M	Attack Skill Boost L	AP Acquisition Master	AP Acquisition Master						565705156	1195464582	809920272	259350020	2020765334	0
1660302960	Holy Winged Staff	Attack Gleam S	Attack Gleam M	Attack Gleam L	Burst of Light	Burst of Light						544576501	1183006129	830737703	246887477	2041578659	0
7316651	Magic Broom	Fire Attack Charge S	Fire Attack Charge M	Fire Attack Charge L	Swishy Sweeper	Swishy Sweeper						1956329031	309172227	1701488789	82952906	1945563744	0
1721305839	Stylish Broom	Attack Mastery S	Attack Mastery M	Attack Mastery L	Behemoth Blow	Behemoth Blow						624592242	1137453876	885726114	1431335423	576143721	0
295582329	Enchanted Broom	Devastating Strike S	Devastating Strike M	Devastating Strike L	Skill Power Amplifier	Skill Power Amplifier						620293959	1108230403	889811349	1418861514	596978528	0
1879396388	Maiden Broom	Attack Skill Boost S	Attack Skill Boost M	Attack Skill Boost L	Maiden Strike	Maiden Strike						565705156	1195464582	809920272	37355555	1966944437	0
117596338	Spirit Broom	Attack Gleam S	Attack Gleam M	Attack Gleam L	Meteor Broom	Meteor Broom						544576501	1183006129	830737703	66611734	1962891908	0
923972460	Starting Staff	Magic Attack Charge S	Magic Attack Charge M	Magic Attack Charge L	Guiding Star	Guiding Star						2034824365	532568809	1756981887	153223202	2116366516	0
1373904170	Flourish Heart	Attack Mastery S	Attack Mastery M	Attack Mastery L	Behemoth Blow	Behemoth Blow						624592242	1137453876	885726114	1431335423	576143721	0
652422592	Wandering Staff	Devastating Strike S	Devastating Strike M	Devastating Strike L	Skill Power Amplifier	Skill Power Amplifier						620293959	1108230403	889811349	1418861514	596978528	0
1199065059	Prosper Heart	Attack Skill Boost S	Attack Skill Boost M	Attack Skill Boost L	Mysterious Power	Mysterious Power						565705156	1195464582	809920272	266977993	2028925535	0
813660021	Eternal Cycle Staff	Attack Gleam S	Attack Gleam M	Attack Gleam L	Limitless Wisdom	Limitless Wisdom						544576501	1183006129	830737703	237742334	2032965736	0
510174376	Stellar Futuro	Skill Expert - Bolt	Reduce Skill WT	Item Expert	This is the Power of Dreams!	This is the Power of Dreams!						459395407	2107080459	177229725	1795892674	470553944	725171254
2023623394	Anfang Suchen	Skill Expert - Physical	Reduce Skill WT	Burst Power Up	Seeker of Past Dreams	Seeker of Past Dreams						422014744	2144452946	148304324	1766693785	508209935	725171254
795804530	Traveler's Vest	HP Up S	HP Up M	HP Up L	Fast Move	Fast Move						1757759729	238282421	2033505827	414170240	1873317098	0
1234808120	Leather Protector	HP Up S	HP Up M	HP Up L	Defensive Power	Defensive Power						1757759729	238282421	2033505827	451478055	1844327089	0
1050582434	Yarn Coat	Fire Resistance Up S	Fire Resistance Up M	Fire Resistance Up L	Fireproof Attire	Fireproof Attire						1799462047	230109915	2058355277	455829522	1814845576	0
1594226685	Radiant Plate	Defense Link S	Defense Link M	Defense Link L	Awakened Protection	Awakened Protection						1846446620	150479966	2147423432	509902485	1768115715	0
