text_ENG	ItemName	Price	Limited	UnlockFlagId	TraitName1	LevelMin	LevelMax	GradeMin	GradeMax	ItemId	TraitId1	text_JPN	text_CHS	text_CHT	text_KOR
Hallfein Crafts	Nightglow Flower	150	0	419544747		10	24	1	12	844434397	0	ハルフェン工芸店	赫尔芬工艺品店	赫爾芬工藝店	할펜 공예점
Hallfein Crafts	Ingot Bug	300	0	1768639014		14	29	1	17	1912722015	0	ハルフェン工芸店	赫尔芬工艺品店	赫爾芬工藝店	할펜 공예점
Hallfein Crafts	Manaphoria	400	0	1740780	Harvest Blessing	20	34			2056789704	998011272	ハルフェン工芸店	赫尔芬工艺品店	赫爾芬工藝店	할펜 공예점
Hallfein Crafts	Wyvern Egg	700	0	1886419813		23	39	1	25	772294674	0	ハルフェン工芸店	赫尔芬工艺品店	赫爾芬工藝店	할펜 공예점
Hallfein Crafts	Beast Fossil	1000	0	2021485787	Sturdy	27	43			603419839	512404087	ハルフェン工芸店	赫尔芬工艺品店	赫爾芬工藝店	할펜 공예점
Hallfein Crafts	Endangered Herb	800	0	135764052		30	48	1	37	815574210	0	ハルフェン工芸店	赫尔芬工艺品店	赫爾芬工藝店	할펜 공예점
Hallfein Crafts	Demon Claws	4000	0	1634098586	Ominous Pressure	34	52			1956188286	1413256169	ハルフェン工芸店	赫尔芬工艺品店	赫爾芬工藝店	할펜 공예점
Baltare Ironworks	Ingot Bulletin	600	1	174738233		0	0			1700941542	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Blue Crystal	80	0	174738233		3	15	1	10	1134390425	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Broken Tools	50	0	174738233		3	15	1	10	212934097	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Steel Balls	80	0	174738233		3	15	1	10	994418561	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Unknown Gemstone	100	0	485888498		14	29	1	17	1256813448	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Rusted Sword	150	0	485888498		14	29	1	17	1606996164	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Sunbeam Powder	300	0	218599202		23	39	1	25	1080036459	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Diopside	300	0	218599202		23	39	1	25	893217111	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Gold Uni	600	0	1971835964		30	48	1	37	1489882358	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Hainelight	2000	0	1971835964		30	48	1	37	1482100967	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Water Beast Fossil	3000	0	42001578		40	60	1	53	1631991673	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Gold Puniball	3000	0	42001578	Golden Glow	40	60			1729414894	1770887905	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Altus - Jade Crimson	5000	0	1685474032		8	8			1774877220	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Altus - Jade Azure	5000	0	1685474032		8	8			1465302760	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Altus - Jade Glow	5000	0	1685474032		8	8			1065912040	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Altus - Jade Amethyst	5000	0	1685474032		8	8			84482193	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Iris Stone - Lumber	10000	0	326204026		8	8			155879079	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Iris Stone - Gas	10000	0	326204026		8	8			1785618426	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Iris Stone - Magical	10000	0	326204026		8	8			2045565151	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Iris Stone - Ingot	10000	0	326204026		8	8			651092156	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Sharp Claws	150	0	1845923389		10	24	1	12	225276371	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Metal Ore	150	0	103524427		14	29	1	17	159522154	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Goldinite	400	0	1998438270		20	34	1	20	174236913	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Spirit Dew	700	0	523278602		23	39	1	25	1077131905	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Dragon Wing	1000	0	259677261		27	43	1	32	1560118844	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Fused Hardwood	1200	0	1733786171		30	48	1	37	2041447732	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Baltare Ironworks	Haine Fire Stone	3000	0	375483660		34	52	1	42	1439191365	0	バルタル製鉄所	巴尔塔尔铁厂	巴爾塔爾鐵廠	바르탈 제철소
Valt Carpentry	The Weekly Gatherer, Vol. 2	2500	1	1927942181		0	0			202607404	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	The Weekly Gatherer, Vol. 4	5500	1	1662750455		0	0			1837687159	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Eiche	50	0	1927942181		3	15	1	10	453458891	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Pourpremoule	60	0	1927942181		3	15	1	10	1408789704	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Natural Oil	80	0	1927942181		3	15	1	10	1396615881	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Sky Bubble	150	0	1662750455		14	29	1	17	1946887621	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Pretty Shells	100	0	1662750455		14	29	1	17	1087583981	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Guardian Armor	400	0	2069650446		23	39	1	25	127808194	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Charred Bark	200	0	2069650446		23	39	1	25	1082930710	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Whitefly	600	0	1304523373		30	48	1	37	807133879	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Dragon Egg	2000	0	1304523373		30	48	1	37	1779635598	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Moon Drop	1500	0	725081129	Fresh and Juicy	40	60			409788945	1733694163	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Mythical Hide	3000	0	725081129		40	60	1	53	728189870	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Altus - Glowing Crimson	5000	0	1546710207		8	8			1583727976	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Altus - Glowing Azure	5000	0	1546710207		8	8			1684891331	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Altus - Glowing Jade	5000	0	1546710207		8	8			2140492094	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Altus - Glowing Amethyst	5000	0	1546710207		8	8			1548505188	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Iris Stone - Medicinal	10000	0	1034651362		8	8			629080021	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Iris Stone - Water	10000	0	1034651362		8	8			1399748193	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Iris Stone - Misc.	10000	0	1034651362		8	8			325708408	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Iris Stone - Metal	10000	0	1034651362		8	8			1748997748	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Blessed Feather	200	0	262005856		10	24	1	12	922905939	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Colored Cotton Grass	150	0	1898748125		14	29	1	17	1735586464	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Eternal Breeze	400	0	377935137	Windrider	20	34			978862733	1860198138	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Pentafruit	700	0	1748478364		23	39	1	25	1192245786	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Beast Fin	2000	0	1860253202		27	43	1	32	1618495896	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Lanterna Shell	3000	0	273697453		30	48	1	37	63817874	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Valt Carpentry	Dragon Eye	4000	0	2012874577		34	52	1	42	879017728	0	ヴァルト木工所	瓦尔德木工厂	瓦爾德木工廠	발트 목공소
Hallfein Ranch	The Weekly Gatherer, Vol. 3	4500	1	1532831912		0	0			501356024	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	The Weekly Gatherer, Vol. 5	8000	1	1125841503		0	0			2039402748	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Thin Fruit	50	0	1252832884		3	15	1	10	138006015	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Tall Taun	60	0	1252832884		3	15	1	10	502860880	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Princess Grass	50	0	1252832884		3	15	1	10	2089940276	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Sea Horse	100	0	1532831912		14	29	1	17	1449850316	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Ferrous Isopod	100	0	1532831912		14	29	1	17	852104421	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Bewitching Chip	400	0	1125841503		23	39	1	25	754021132	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Indignant Scream	200	0	1125841503		23	39	1	25	385805320	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Wake-Up Flower	600	0	841805162		30	48	1	37	43485105	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Minuit Fleur	600	0	841805162		30	48	1	37	128073268	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Ancient Log	1000	0	1160502784		40	60	1	53	99254473	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Legehart Fruit	2000	0	1160502784	Frozen Delicacy	40	60			1586798084	2118984596	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Altus - Amethyst Crimson	5000	0	615561123		8	8			1531694908	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Altus - Amethyst Azure	5000	0	615561123		8	8			141483302	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Altus - Amethyst Jade	5000	0	615561123		8	8			1100424542	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Altus - Amethyst Glow	5000	0	615561123		8	8			725724465	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Iris Stone - Thread	10000	0	1404536629		8	8			212827081	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Iris Stone - Neutralizer	10000	0	1404536629		8	8			34942089	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Iris Stone - Spices	10000	0	1404536629		8	8			1094440022	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Iris Stone - Bomb	10000	0	1404536629		8	8			1244076355	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Shepherdflower	200	0	2023412982		10	24	1	12	1830153363	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Glowing Diatom	150	0	300618040		14	29	1	17	640096788	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Thick Tongue	400	0	1635902903		20	34	1	20	1214334651	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Heilige Blume	700	0	1770844681		23	39	1	25	889118699	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Ancient Sword	2000	0	434505352		27	43	1	32	1938765783	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Sour Apple	3000	0	1888994122		30	48	1	37	470097605	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
Hallfein Ranch	Lanterna Blossoms	4000	0	16594887		34	52	1	42	1093890593	0	ハルフェン牧場	赫尔芬牧场	赫爾芬牧場	할펜 목장
