ItemId	Index	text_ENG	Category1	Category2	Category3	Category4	Color1	Color2	Color3	Color4	Color5	Color6	Color7	Color8	Color9	Color10	Color11	Color12	PossiblyBasePrice	Flag4	FlavorText
815571532	9	Dark Dew	(Water)	(Poisons)			Green	Purple	Red	Green	Blue	Yellow	Green	Purple	Yellow	Purple	Purple	Blue	65	1	"{'flavor1': {'text_ENG': ""It has a scary name, but isn't it just black water?"", 'text_JPN': '「名前は怖いけどただの黒い水じゃないか？」', 'text_CHT': '「它的名字雖然可怕，但只是黑黑的水吧？」', 'text_CHS': '“虽然名字挺吓人，但它其实就是一瓶黑色的水吧？”', 'text_KOR': '「이름은 무섭지만 그냥 검은 물 아니야?」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': ""It's apparently cursed somehow, so it's best not to touch it all the same."", 'text_JPN': '「何かしらの呪いがかかってるらしいから\n\u3000一応触らないようにしてるんだけどね」', 'text_CHT': '「這種水好像被下了什麼詛咒，\n\u3000所以我儘量都不去碰它。」', 'text_CHS': '“这种水好像被下了什么诅咒，\n\u3000所以我尽量都不去碰它。”', 'text_KOR': '「무슨 저주가 걸려 있다고 해서\n 최대한 만지지 않으려고 해」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': 'Curses and the like are always so vague.', 'text_JPN': '「呪いとかたいそうな割になんか曖昧だな……」', 'text_CHT': '「詛咒聽起來是很恐怖，但其實妳也不怎麼懂吧……」', 'text_CHS': '“诅咒什么的听起来很吓人，但其实也没个准……”', 'text_KOR': '「듣기에는 무섭지만 뭔가 애매하네…」'}, 'char3': 'Slade'}"
1156776610	10	Émeraude Water	(Water)	(Gases)	(Magical)		Red	Blue	Red	Green	Blue	Red	Green	Yellow	Yellow	Green	Purple	Blue	56	1	"{'flavor1': {'text_ENG': 'I heard the water in this tastes nice.', 'text_JPN': '「この中の水は飲むと美味しいんだって」', 'text_CHT': '「聽說這裡面的水很好喝喔。」', 'text_CHS': '“听说这里面装着的水很好喝。”', 'text_KOR': '「이 안에 있는 물은 마시면 맛있대」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'You want to drink it?! It may not look dirty, but that takes some courage.', 'text_JPN': '「これを飲むのか！？\u3000確かに汚い色じゃないが\n\u3000飲むにはちょっと勇気が……」', 'text_CHT': '「妳要喝這個！？這顏色看起來是不髒啦，\n\u3000但喝它需要一點勇氣……」', 'text_CHS': '“你想喝这个？！我不是说它看着脏，\n\u3000但这种颜色，我觉得入口需谨慎……”', 'text_KOR': '「이걸 마시는 거야?! 확실히 더러운 색은\n 아니지만, 마시기에는 좀 용기가…」'}, 'char2': 'Slade', 'flavor3': {'text_ENG': ""Well, I'm saving it for synthesis either way ..."", 'text_JPN': '「まぁ貴重なものだから調合に使うけどね」', 'text_CHT': '「這東西很珍貴，我會用來調合就是了。」', 'text_CHS': '“这东西还是蛮贵重的，所以我还是会用它来调合。”', 'text_KOR': '「뭐, 귀중한 거니까 조합에 쓸 거지만」'}, 'char3': 'Rias'}"
899419154	12	Taun	(Plants)	(Medicinal)			Yellow	Red	Red	Blue	Blue	Yellow	Green	Red	Yellow	Blue	Purple	Blue	8	1	"{'flavor1': {'text_ENG': 'This plant is absolutely indispensable for any alchemist.', 'text_JPN': '「錬金術には欠かせない植物ですよ」', 'text_CHT': '「這是鍊金術不可或缺的植物喔。」', 'text_CHS': '“要使用炼金术可少不了这种植物哦。”', 'text_KOR': '「연금술에는 빼놓을 수 없는 식물이에요」'}, 'char1': 'Ayesha', 'flavor2': {'text_ENG': ""I thought it was a weed before I learned about alchemy. To think we'd need this many ..."", 'text_JPN': '「錬金術を知る前はただの雑草だと思ってたのに\n\u3000こんなに大量に集めることになるとは……」', 'text_CHT': '「在接觸鍊金術之前，我還以為這只是雜草，\n\u3000沒想到現在要蒐集這麼多……」', 'text_CHS': '“在接触炼金术之前，我还以为这东西只是种杂草，\n\u3000没想到现在要搜集这么多……”', 'text_KOR': '「연금술을 알기 전에는 그냥 잡초인 줄\n 알았는데 이렇게나 많이 모으게 되다니…」'}, 'char2': 'Slade', 'flavor3': {'text_ENG': 'You never know what will come in handy.', 'text_JPN': '「何が役立つかなんて案外わからないものだね」', 'text_CHT': '「真不懂這植物到底有什麼用處。」', 'text_CHS': '“真不懂这植物到底有什么用处。”', 'text_KOR': '「뭐가 도움이 될지 의외로 모르는 법이네」'}, 'char3': 'Rias'}"
1424270696	13	Magic Herb	(Plants)	(Elixirs)			Green	Purple	Red	Green	Blue	Red	Green	Blue	Yellow	Red	Purple	Blue	16	1	"{'flavor1': {'text_ENG': 'Do witches use this?', 'text_JPN': '「魔法使いはこの草使うの？」', 'text_CHT': '「魔法師會用這種草嗎？」', 'text_CHS': '“魔法师会用这种草吗？”', 'text_KOR': '「마법사는 이 풀을 써?」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""No, people just like to call everything they don't understand magic."", 'text_JPN': '「いいえ、魔法には関係ないわ。人は不思議な\n\u3000ものをなんでも『魔法』って呼びたがるのよ」', 'text_CHT': '「不會，它跟魔法沒什麼關係。\n\u3000誰叫人們總喜歡把神奇的東西稱為魔法。」', 'text_CHS': '“不会，因为它跟魔法没什么关系。\n\u3000有些人就喜欢把理解不了的东西叫‘魔法’。”', 'text_KOR': '「아니, 마법은 상관없어. 사람은 신기한\n 것에는 『마법』이라고 부르고 싶어지지」'}, 'char2': 'Wilbell'}"
502860880	14	Tall Taun	(Plants)	(Medicinal)			Yellow	Blue	Red	Yellow	Blue	Green	Green	Yellow	Yellow	Blue	Purple	Red	21	1	"{'flavor1': {'text_ENG': ""It's tall and full of nutrients."", 'text_JPN': '「背が高くて栄養を沢山含んでるらしい」', 'text_CHT': '「它不僅長得高，好像還有豐富的營養。」', 'text_CHS': '“这种植物不仅长得高，听说营养也很丰富。”', 'text_KOR': '「키가 커서 양분이 많이 있대」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': 'I eat plenty and get the nutrients I need, so why am I not tall?', 'text_JPN': '「ボクもいっぱい食べて栄養は取ってるのに、\n\u3000なんで背が高くならなかったんだろう……」', 'text_CHT': '「我也吃很多，還吃得很營養，\n\u3000但為什麼我就是長不高……」', 'text_CHS': '“我也吃得又多又营养，\n\u3000可我为什么就是长不高呢……”', 'text_KOR': '「나도 많이 먹으며 영양분을 섭취하고\n 있는데 왜 키가 안 크는 거지…」'}, 'char2': 'El', 'flavor3': {'text_ENG': 'All that studying is probably using up all your nutrients.', 'text_JPN': '「多分、知識を蓄えるのにも栄養がいるんだろ」', 'text_CHT': '「應該是吸收知識也要耗費不少營養吧。」', 'text_CHS': '“大概是因为吸收知识也会消耗不少营养吧。”', 'text_KOR': '「지식 축적에도 영양소가 필요한 거겠지」'}, 'char3': 'Slade'}"
397281673	17	Lucky Clover	(Plants)	(Flowers)			Yellow	Green	Red	Blue	Blue	Purple	Green	Purple	Yellow	Green	Purple	Blue	26	1	"{'flavor1': {'text_ENG': ""The four-leaved ones are supposed to bring happiness.\n... Wait, where's the one we got?"", 'text_JPN': '「四つ葉は見つけると幸せになるらしいぞ。\n\u3000ってあれ？さっき見つけたやつはどこだ？」', 'text_CHT': '「發現四葉草好像會變得很幸運喔。\n\u3000咦？怪了，我剛才找到的四葉草呢？」', 'text_CHS': '“发现四叶草的人好像都会有好运……\n\u3000咦？怪了，我刚才找到的四叶草呢？”', 'text_KOR': '「잎이 4개인 걸 찾으면 행복해진다더군.\n 음? 아까 찾았던 건 어디 있지?」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': 'Oh, sorry, I used it already. Whether they have three leaves or four, they work as ingredients all the same.', 'text_JPN': '「あ、ごめん。もう使っちゃった……\n\u3000三つも四つも素材としては一緒だから……」', 'text_CHT': '「啊，抱歉，已經被我用掉了……\n\u3000因為素材沒有在管三葉還四葉……」', 'text_CHS': '“呃，不好意思，被我用掉了……\n\u3000我觉得三叶四叶都一样，就拿它当素材了……”', 'text_KOR': '「아, 미안해. 이미 써버렸어…\n 잎이 몇 개건 소재로는 똑같으니까…」'}, 'char2': 'Rias'}"
1649970805	19	Arbor Ivy	(Plants)	(Threads)			Green	Yellow	Red	Purple	Blue	Yellow	Green	Yellow	Yellow	Green	Purple	Blue	29	1	"{'flavor1': {'text_ENG': ""I hear these die if the tree they grow on dies. There's a lesson about independence in there somewhere."", 'text_JPN': '「寄生してる木が枯れると一緒に枯れちゃう\n\u3000らしいよ。自立してないとダメってことだね」', 'text_CHT': '「聽說它寄生的樹木如果枯掉，\n\u3000它也會跟著枯萎，那它要自立自強才行吧。」', 'text_CHS': '“听说，如果这种植物所寄生的树木枯掉，\n\u3000那它也会跟着枯萎。所以一定要学会自立自强啊。”', 'text_KOR': '「기생하던 나무가 시들면 같이 시든대.\n 자립하지 않으면 안 된다는 뜻이구나」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'You better learn how to do your own housework too, then.', 'text_JPN': '「お前も自分で家事出来るようにならないとな」', 'text_CHT': '「妳也得學會自己做家事啊。」', 'text_CHS': '“你也是，一定要学会自己做家务才行。”', 'text_KOR': '「너도 스스로 집안일 좀 해 봐」'}, 'char2': 'Slade'}"
1082930710	22	Charred Bark	(Plants)	(Gunpowder)			Blue	Red	Red	Green	Blue	Yellow	Green	Purple	Yellow	Blue	Purple	Blue	32	1	"{'flavor1': {'text_ENG': 'What happened? Your face is all black.', 'text_JPN': '「おいどうした？\u3000顔が真っ黒だぞ」', 'text_CHT': '「喂，妳的臉怎麼烏漆墨黑的？」', 'text_CHS': '“你脸上涂什么了？怎么黑成这样啊？”', 'text_KOR': '「무슨 일이야? 얼굴이 검은데?」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': 'Hm? Oh, I touched my face with the hand I had been holding this bark in.', 'text_JPN': '「ん？\u3000あ、炭触った手で顔こすっちゃった」', 'text_CHT': '「嗯？啊，我手碰到炭後，不小心又去摸臉了。」', 'text_CHS': '“嗯？哦，我刚才拿了些煤，然后不小心用手抹了把脸。”', 'text_KOR': '「아, 숯을 만진 손으로 얼굴을 만졌거든」'}, 'char2': 'El', 'flavor3': {'text_ENG': ""Seriously, you ... I'll wipe your face. Stand still."", 'text_JPN': '「全くしょうがないな……\n\u3000拭いてやるからちょっと待ってろ」', 'text_CHT': '「真是受不了妳……\n\u3000等我一下，我幫妳擦乾淨。」', 'text_CHS': '“真受不了你……\n\u3000等我一下，我帮你擦干净。”', 'text_KOR': '「이거야 원…\n 닦아줄 테니까 잠깐만 기다려줘」'}, 'char3': 'Slade'}"
1576550248	15	Poison Grass	(Plants)	(Spices)	(Poisons)		Purple	Blue	Red	Green	Blue	Red	Green	Blue	Yellow	Green	Purple	Red	26	1	"{'flavor1': {'text_ENG': 'Poisonous Grass? If I eat it, will I absorb its powers ...?', 'text_JPN': '「食毒草ってことは食べられる毒草ってこと？」', 'text_CHT': '「食毒草是可以吃的毒草嗎？」', 'text_CHS': '“食毒草是可以食用的毒草吗？”', 'text_KOR': '「식독초라는 건 먹을 수 있는 독초야?」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""Absolutely not! It absorbs and stores toxins. It's way too poisonous to eat!"", 'text_JPN': '「違う違う！\u3000毒素を吸って溜め込んでるんだ。\n\u3000だからこの草は猛毒だよ！」', 'text_CHT': '「不是不是！這種草吸取了大量毒素，\n\u3000所以含有劇毒啊！」', 'text_CHS': '“你搞错了！它是吸取了大量毒素的草，\n\u3000所以是有剧毒的！”', 'text_KOR': '「아니야! 독소를 흡수하며 축적하는\n 풀이니까 엄청나게 맹독이라고!」'}, 'char2': 'Oskar', 'flavor3': {'text_ENG': 'Oh! Phew, I nearly took it home.', 'text_JPN': '「危な！\u3000知らずに持って帰るところだったよ」', 'text_CHT': '「好險！差點就傻傻地採回去了。」', 'text_CHS': '“这么猛吗！我差点就把它带回去了。”', 'text_KOR': '「뭐?! 모르고 가져갈 뻔했네」'}, 'char3': 'Rias'}"
1735586464	21	Colored Cotton Grass	(Plants)				Red	Purple	Red	Purple	Blue	Yellow	Green	Yellow	Yellow	Red	Purple	Blue	45	1	"{'flavor1': {'text_ENG': 'If you keep pricking this cotton with a needle, you can make a little doll.', 'text_JPN': '「この綿を取って針でチクチクしていくと\n\u3000固まって小さい人形にしたりできるんですよ」', 'text_CHT': '「拿一塊這個棉花，再用針反覆戳刺，\n\u3000就能做出紮實的小娃娃喔。」', 'text_CHS': '“用这种棉花可以缝出很结实的小娃娃哦。”', 'text_KOR': '「바늘로 이 솜을 찌르면, 딱딱해져서\n 작은 인형을 만들 수도 있어요」'}, 'char1': 'Totori', 'flavor2': {'text_ENG': ""Maybe I'll make some cute fluffy dolls to sell at the shop."", 'text_JPN': '「かわいい手作り綿毛人形でも作って\n\u3000お店の商品にしようかな」', 'text_CHT': '「要不要做一些可愛的手工絨毛娃娃，\n\u3000當成店裡的商品呢。」', 'text_CHS': '“我觉得可以用它做一些棉花娃娃，\n\u3000然后放在店里卖。”', 'text_KOR': '「귀여운 솜인형이라도 만들어서\n 가게 상품으로 진열해둘까」'}, 'char2': 'Rias'}"
1472841198	18	Supple Vine	(Plants)	(Threads)			Yellow	Red	Red	Green	Blue	Red	Green	Blue	Yellow	Blue	Purple	Green	45	1	"{'flavor1': {'text_ENG': ""You could use this as a whip, too. It's flexible and tough enough."", 'text_JPN': '「しなやかで丈夫だからムチにもできるよ」', 'text_CHT': '「這種藤蔓柔軟又結實，還能當成鞭子喔。」', 'text_CHS': '“这种藤蔓柔软又结实，还能当成鞭子用。”', 'text_KOR': '「잘 휘고 튼튼해서 채찍으로 쓸 수 있어」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'I would always pick these up from the side of the road and swing them around when I was a kid.', 'text_JPN': '「小さいころ道端に生えてたこのつるを拾っては\n\u3000振り回してたわ」', 'text_CHT': '「我小時候都會去撿長在路邊的這種藤蔓，\n\u3000拿在手上甩來甩去。」', 'text_CHS': '“我小时候经常会在路边捡一条拿在手上甩来甩去。”', 'text_KOR': '「어렸을 때 길가에 자라 있던\n 이 덩굴을 주워서 휘두르곤 했던가」'}, 'char2': 'Camilla', 'flavor3': {'text_ENG': ""You'd always end up with scratches on your arms."", 'text_JPN': '「しょっちゅう腕に傷作ってたもんね」', 'text_CHT': '「所以妳的手臂才總是一堆傷。」', 'text_CHS': '“是啊，所以当时你胳膊上总是伤痕累累。”', 'text_KOR': '「그래서 자주 팔이 긁히곤 했지」'}, 'char3': 'Rias'}"
1828432891	16	Lotus	(Plants)	(Flowers)			Purple	Green	Red	Blue	Blue	Yellow	Green	Red	Yellow	Green	Purple	Red	47	1	"{'flavor1': {'text_ENG': 'Apparently some of these get big enough for a person to sit on.', 'text_JPN': '「個体によっては人が乗れるぐらい\n\u3000大きくなるものもあるらしいよ」', 'text_CHT': '「聽說有些蓮花長得很大，\n\u3000大到可以載人喔。」', 'text_CHS': '“听说这种莲花有的会长得很大，\n\u3000大到可以载人。”', 'text_KOR': '「개체에 따라 사람이 탈 수 있을 정도로\n 큰 게 있대」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'Do you think we could cross water if we walk on these?', 'text_JPN': '「これがあれば水の上も歩けるのかな？」', 'text_CHT': '「有了它，是不是就能在水上移動了？」', 'text_CHS': '“那是不是就能乘着它在水上移动了？”', 'text_KOR': '「그럼 물 위에서도 걸을 수 있을까요?」'}, 'char2': 'Shallotte', 'flavor3': {'text_ENG': ""I don't think it can handle being used for transportation."", 'text_JPN': '「流石に移動手段としては使えないと思うぞ？」', 'text_CHT': '「再怎麼厲害都沒辦法當交通工具吧？」', 'text_CHS': '“再大也做不了移动工具吧？”', 'text_KOR': '「이동수단으로는 못 쓸 것 같은데?」'}, 'char3': 'Slade'}"
