TraitId	Index	text_ENG	desc_ENG	Combo1	Combo2	Grade	Value1_1	Value1_2	Value2_2	Value2_2	Synthesis	Combat	Restoratives	Inhibitor	Boost	Weapons	Armor	Accessories	Starpearls	Exploration	Unknown	TraitKindId1	TraitKindId2	GatherableFlag	EnabledFlag	text_JPN	desc_JPN	text_CHS	desc_CHS	text_CHT	desc_CHT	text_KOR	desc_KOR
1557760452	30	Destruction Up ++	Increases the item's power by {0}%.			24	20	20	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	1927413127	0	1	破壊力増加＋＋	アイテムの威力が{0}％増加する	破坏力增加＋＋	道具威力增加{0}%。	破壞力增加++	道具威力增加{0}%。	파괴력 증가＋＋	아이템의 위력이 {0}% 증가
1027793817	31	Rather Devastating	Increases the item's power by {0}%.	Destruction Up	Destruction Up +	28	25	25	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	1927413127	0	1	大きな破壊力	アイテムの威力が{0}％増加する	强大的破坏力	道具威力增加{0}%。	強大的破壞力	道具威力增加{0}%。	큰 파괴력	아이템의 위력이 {0}% 증가
1246089999	32	Very Devastating	Increases the item's power by {0}%.	Destruction Up +	Destruction Up ++	32	30	30	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	1927413127	0	1	強力な破壊力	アイテムの威力が{0}％増加する	强烈的破坏力	道具威力增加{0}%。	強烈的破壞力	道具威力增加{0}%。	강력한 파괴력	아이템의 위력이 {0}% 증가
749960523	33	Extremely Devastating	Increases the item's power by {0}%.	Rather Devastating	Very Devastating	40	35	35	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	1927413127	0	1	猛烈な破壊力	アイテムの威力が{0}％増加する	猛烈的破坏力	道具威力增加{0}%。	猛烈的破壞力	道具威力增加{0}%。	맹렬한 파괴력	아이템의 위력이 {0}% 증가
1538543069	34	Extremely Devastating+	Increases the item's power by {0}%.			46	40	40	0	0	1	1	0	0	0	0	0	0	0	0	0	2085854704	1927413127	1	1	猛烈な破壊力＋	アイテムの威力が{0}％増加する	猛烈的破坏力＋	道具威力增加{0}%。	猛烈的破壞力+	道具威力增加{0}%。	맹렬한 파괴력＋	아이템의 위력이 {0}% 증가
888450996	35	Ultimate Destruction	Increases the item's power by {0}%.	Extremely Devastating	Ruler of Shadow and Light	52	45	45	0	0	1	1	0	0	0	0	0	0	0	0	0	2085854704	1927413127	1	1	究極の破壊力	アイテムの威力が{0}％増加する	终极的破坏力	道具威力增加{0}%。	終極的破壞力	道具威力增加{0}%。	궁극의 파괴력	아이템의 위력이 {0}% 증가
1140039462	36	Ultimate Destruction+	Increases the item's power by {0}%.			60	50	50	0	0	1	1	0	0	0	0	0	0	0	0	0	2085854704	1927413127	1	1	究極の破壊力＋	アイテムの威力が{0}％増加する	终极的破坏力＋	道具威力增加{0}%。	終極的破壞力+	道具威力增加{0}%。	궁극의 파괴력＋	아이템의 위력이 {0}% 증가
1859122559	37	Recovery Up	Increases the item's recovery power by {0}%.			4	10	10	0	0	1	0	1	0	0	0	0	0	0	0	1	905217877	923784953	0	1	回復力増加	アイテムの回復力が{0}％増加する	恢复力增加	道具恢复力增加{0}%。	回復力增加	道具回復力增加{0}%。	회복력 증가	아이템의 회복력이 {0}% 증가
137976635	38	Recovery Up +	Increases the item's recovery power by {0}%.			13	15	15	0	0	1	0	1	0	0	0	0	0	0	0	1	905217877	923784953	0	1	回復力増加＋	アイテムの回復力が{0}％増加する	恢复力增加＋	道具恢复力增加{0}%。	回復力增加+	道具回復力增加{0}%。	회복력 증가＋	아이템의 회복력이 {0}% 증가
2134797229	39	Recovery Up ++	Increases the item's recovery power by {0}%.			24	20	20	0	0	1	0	1	0	0	0	0	0	0	0	1	905217877	923784953	0	1	回復力増加＋＋	アイテムの回復力が{0}％増加する	恢复力增加＋＋	道具恢复力增加{0}%。	回復力增加++	道具回復力增加{0}%。	회복력 증가＋＋	아이템의 회복력이 {0}% 증가
514130418	40	Ample Healing	Increases the item's recovery power by {0}%.	Recovery Up	Recovery Up +	28	25	25	0	0	1	0	1	0	0	0	0	0	0	0	1	905217877	923784953	0	1	大きな回復量	アイテムの回復力が{0}％増加する	强大的恢复量	道具恢复力增加{0}%。	強大的回復量	道具回復力增加{0}%。	큰 회복량	아이템의 회복력이 {0}% 증가
1772237160	41	Terrific Healing	Increases the item's recovery power by {0}%.	Recovery Up +	Recovery Up ++	32	30	30	0	0	1	0	1	0	0	0	0	0	0	0	1	905217877	923784953	0	1	強力な回復量	アイテムの回復力が{0}％増加する	强烈的恢复量	道具恢复力增加{0}%。	強烈的回復量	道具回復力增加{0}%。	강력한 회복량	아이템의 회복력이 {0}% 증가
257204002	42	Tremendous Healing	Increases the item's recovery power by {0}%.	Ample Healing	Terrific Healing	40	35	35	0	0	1	0	1	0	0	0	0	0	0	0	1	905217877	923784953	0	1	猛烈な回復量	アイテムの回復力が{0}％増加する	猛烈的恢复量	道具恢复力增加{0}%。	猛烈的回復量	道具回復力增加{0}%。	맹렬한 회복량	아이템의 회복력이 {0}% 증가
2018750388	43	Tremendous Healing+	Increases the item's recovery power by {0}%.			46	40	40	0	0	1	0	1	0	0	0	0	0	0	0	0	905217877	923784953	1	1	猛烈な回復量＋	アイテムの回復力が{0}％増加する	猛烈的恢复量＋	道具恢复力增加{0}%。	猛烈的回復量+	道具回復力增加{0}%。	맹렬한 회복량＋	아이템의 회복력이 {0}% 증가
387141083	44	Ultimate Recovery	Increases the item's recovery power by {0}%.	Tremendous Healing	The Power of Love	52	45	45	0	0	1	0	1	0	0	0	0	0	0	0	0	905217877	923784953	1	1	究極の回復量	アイテムの回復力が{0}％増加する	终极的恢复量	道具恢复力增加{0}%。	終極的回復量	道具回復力增加{0}%。	궁극의 회복량	아이템의 회복력이 {0}% 증가
1611955533	45	Ultimate Recovery+	Increases the item's recovery power by {0}%.			60	50	50	0	0	1	0	1	0	0	0	0	0	0	0	0	905217877	923784953	1	1	究極の回復量＋	アイテムの回復力が{0}％増加する	终极的恢复量＋	道具恢复力增加{0}%。	終極的回復量+	道具回復力增加{0}%。	궁극의 회복량＋	아이템의 회복력이 {0}% 증가
1072124231	46	Critical	Increases the item's critical rate by {0}%.			8	10	10	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	475050387	0	1	クリティカル	アイテム使用時に、{0}％の確率でクリティカルが発生する	暴击	使用道具时，有{0}%的概率发生暴击。	重擊	使用道具時，有{0}%的機率發生重擊。	크리티컬	아이템 사용 시, {0}% 확률로 크리티컬 발생
1494351619	47	Critical +	Increases the item's critical rate by {0}%.			12	20	20	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	475050387	0	1	クリティカル＋	アイテム使用時に、{0}％の確率でクリティカルが発生する	暴击＋	使用道具时，有{0}%的概率发生暴击。	重擊+	使用道具時，有{0}%的機率發生重擊。	크리티컬＋	아이템 사용 시, {0}% 확률로 크리티컬 발생
773246869	48	Critical ++	Increases the item's critical rate by {0}%.			16	30	30	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	475050387	0	1	クリティカル＋＋	アイテム使用時に、{0}％の確率でクリティカルが発生する	暴击＋＋	使用道具时，有{0}%的概率发生暴击。	重擊++	使用道具時，有{0}%的機率發生重擊。	크리티컬＋＋	아이템 사용 시, {0}% 확률로 크리티컬 발생
1334683080	49	Critical Finish	Increases the item's critical rate by {0}%.	Critical	Critical +	30	40	40	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	475050387	0	1	会心の出来	アイテム使用時に、{0}％の確率でクリティカルが発生する	暴击成品	使用道具时，有{0}%的概率发生暴击。	重擊成果	使用道具時，有{0}%的機率發生重擊。	회심의 완성	아이템 사용 시, {0}% 확률로 크리티컬 발생
948606302	50	Half Critical	Increases the item's critical rate by {0}%.	Critical +	Critical ++	35	50	50	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	475050387	0	1	半分クリティカル	アイテム使用時に、{0}％の確率でクリティカルが発生する	一半暴击	使用道具时，有{0}%的概率发生暴击。	一半重擊	使用道具時，有{0}%的機率發生重擊。	절반 크리티컬	아이템 사용 시, {0}% 확률로 크리티컬 발생
1585199900	51	Certain Critical	Guarantees a critical hit.	Critical Finish	Half Critical	45	100	100	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	475050387	0	1	必中クリティカル	アイテム使用時に、必ずクリティカルが発生する	必中暴击	使用道具时，必定会发生暴击。	必中重擊	使用道具時，必定會發生重擊。	필중 크리티컬	아이템 사용 시, 반드시 크리티컬 발생
695929742	52	Half-Kill	Provides a 50% chance of killing the target, excluding bosses and powerful enemies.			50	50	50	0	0	1	1	0	0	0	0	0	0	0	0	0	2085854704	475050387	1	1	半殺し	アイテム使用時に、強敵とボスを除く対象を50％の確率で戦闘不能にする	半死不活	使用道具时，有50%的概率使强敌与头目以外的目标陷入无法战斗的状态。	半死不活	使用道具時，有50%的機率使強敵與頭目以外的目標陷入無法戰鬥的狀態。	반죽음	아이템 사용 시, 강적과 보스를 제외한 대상을50% 확률로 전투불능으로 만든다
1178331619	53	One Hit Kill	Guaranteed to kill the target, excluding bosses and powerful enemies.	Certain Critical	Ruler of Shadow and Light	55	100	100	0	0	1	1	0	0	0	0	0	0	0	0	0	2085854704	475050387	1	1	一撃必殺	アイテム使用時に、強敵とボスを除く対象を必ず戦闘不能にする	一击必杀	使用道具时，必定使强敌与头目以外的目标陷入无法战斗的状态。	一擊必殺	使用道具時，必定使強敵與頭目以外的目標陷入無法戰鬥的狀態。	일격필살	아이템 사용 시, 강적과 보스를 제외한 대상을반드시 전투불능으로 만든다
826071413	54	Assassination	The item KOs any target except Bosses and Strong Enemies when used. It has a 50% chance to not expend uses.			60	100	100	50	50	1	1	0	0	0	0	0	0	0	0	0	2085854704	475050387	1	1	闇討ち必殺	アイテム使用時に、強敵とボスを除く対象を必ず戦闘不能にする。50％の確率で使用回数を消費しない	偷袭必杀	使用道具时，必然可以使目标无法战斗。※仅限强敌和头目之外的目标。有50%的概率不消耗使用次数。	偷襲必殺	使用道具時，必定可使目標無法戰鬥。※僅限強敵和頭目之外的目標。有50%的機率不消耗使用次數。	불시의 필살	아이템 사용 시, 강적과 보스를 제외한 대상을반드시 전투불능으로 만든다.50%의 확률로 사용횟수를 소비하지 않는다
1366634800	55	Critical Blessing	Increases critical damage by {0}%.			8	10	10	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	685096150	0	1	会心の祝福	クリティカルダメージが{0}％上昇する	暴击的祝福	暴击伤害提升{0}%。	重擊之祝福	重擊傷害上升{0}%。	회심의 축복	크리티컬 대미지가 {0}% 상승한다
931372906	56	Critical Blessing+	Increases critical damage by {0}%.			12	15	15	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	685096150	0	1	会心の祝福＋	クリティカルダメージが{0}％上昇する	暴击的祝福＋	暴击伤害提升{0}%。	重擊之祝福+	重擊傷害上升{0}%。	회심의 축복＋	크리티컬 대미지가 {0}% 상승한다
1082437628	57	Critical Blessing++	Increases critical damage by {0}%.			16	20	20	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	685096150	0	1	会心の祝福＋＋	クリティカルダメージが{0}％上昇する	暴击的祝福＋＋	暴击伤害提升{0}%。	重擊之祝福++	重擊傷害上升{0}%。	회심의 축복＋＋	크리티컬 대미지가 {0}% 상승한다
555730337	58	Critical Boon	Increases critical damage by {0}%.	Critical Blessing	Critical Blessing+	30	25	25	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	685096150	0	1	会心の恩恵	クリティカルダメージが{0}％上昇する	暴击恩惠	暴击伤害提升{0}%。	重擊恩惠	重擊傷害上升{0}%。	회심의 은총	크리티컬 대미지가 {0}% 상승한다
1444476215	59	Critical Windfall	Increases critical damage by {0}%.	Critical Blessing+	Critical Blessing++	35	30	30	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	685096150	0	1	会心の大恩恵	クリティカルダメージが{0}％上昇する	暴击大恩惠	暴击伤害提升{0}%。	重擊大恩惠	重擊傷害上升{0}%。	회심의 대은총	크리티컬 대미지가 {0}% 상승한다
820927347	60	Critical Elite	Increases critical damage by {0}%.	Critical Boon	Critical Windfall	45	35	35	0	0	1	1	0	0	0	0	0	0	0	0	1	2085854704	685096150	0	1	クリティカルエリート	クリティカルダメージが{0}％上昇する	暴击好手	暴击伤害提升{0}%。	重擊好手	重擊傷害上升{0}%。	크리티컬 엘리트	크리티컬 대미지가 {0}% 상승한다
1206479845	61	Critical Elite+	Increases critical damage by {0}%.			50	40	40	0	0	1	1	0	0	0	0	0	0	0	0	0	2085854704	685096150	1	1	クリティカルエリート＋	クリティカルダメージが{0}％上昇する	暴击好手＋	暴击伤害提升{0}%。	重擊好手+	重擊傷害上升{0}%。	크리티컬 엘리트＋	크리티컬 대미지가 {0}% 상승한다
682199436	62	Critical Master	Increases critical damage by {0}%.	Critical Elite	Fairy Boon	55	45	45	0	0	1	1	0	0	0	0	0	0	0	0	0	2085854704	685096150	1	1	クリティカルマスター	クリティカルダメージが{0}％上昇する	暴击大师	暴击伤害提升{0}%。	重擊大師	重擊傷害上升{0}%。	크리티컬 마스터	크리티컬 대미지가 {0}% 상승한다
1605286174	63	Critical Master+	Increases critical damage by {0}%.			60	50	50	0	0	1	1	0	0	0	0	0	0	0	0	0	2085854704	685096150	1	1	クリティカルマスター＋	クリティカルダメージが{0}％上昇する	暴击大师＋	暴击伤害提升{0}%。	重擊大師+	重擊傷害上升{0}%。	크리티컬 마스터＋	크리티컬 대미지가 {0}% 상승한다
906033993	64	Uses +1	Increases item uses by {0} but decreases the power by {1}%.			12	1	1	-10	-10	1	1	1	1	1	0	0	0	0	0	1	2075481065	1887021701	0	1	使用回数＋１	アイテムの使用回数が{0}回分増加する。代わりに威力が{1}％減少する	使用次数＋1	道具的使用次数增加{0}次。相对地威力降低{1}%。	使用次數+1	道具的使用次數增加{0}次。相對地威力下降{1}%。	사용횟수＋1	아이템의 사용횟수가 {0}회만큼 증가.대신 위력이 {1}% 감소
